feature,importance,pipeline,problem_type
flightlegs_aircraft_ownerairlinecode_KL,0.15702736461194086,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.13571124985401528,DecisionTree,classification_status
flightlegs_depinfo_airport_country_name_France,0.13073485269252888,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.11395675741416396,DecisionTree,classification_status
flightlegs_aircraft_typecode_E90,0.08227325732924332,DecisionTree,classification_status
flightlegs_arrinfo_airport_code_CDG,0.06288475283487707,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_TO,0.03814075901350442,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_A5,0.023778238501379178,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_XK,0.023623207968781187,DecisionTree,classification_status
flightlegs_depinfo_airport_code_AMS,0.01773707505014924,DecisionTree,classification_status
flightlegs_depinfo_airport_code_ORY,0.015879972890936435,DecisionTree,classification_status
flightlegs_season_summer,0.008689009432643837,DecisionTree,classification_status
flightlegs_aircraft_typecode_320,0.007798638039637923,DecisionTree,classification_status
flightlegs_depinfo_airport_code_CDG,0.00706825742378732,DecisionTree,classification_status
flightlegs_arrinfo_times_scheduled_dayPeriod_morning,0.007057961871355409,DecisionTree,classification_status
flightlegs_aircraft_typecode_E70,0.0070564888124516,DecisionTree,classification_status
flightlegs_season_spring,0.005739938477433108,DecisionTree,classification_status
flightlegs_aircraft_typecode_319,0.0055393270901493525,DecisionTree,classification_status
flightlegs_aircraft_typecode_32S,0.005158434520954448,DecisionTree,classification_status
flightlegs_arrinfo_airport_code_NCE,0.0042061620356662185,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.06693631599258229,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.06178482807900675,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.051994464584926695,RandomForest,classification_status
flightlegs_aircraft_typecode_E90,0.03441322941796374,RandomForest,classification_status
flightlegs_depinfo_airport_country_name_France,0.02910300095544219,RandomForest,classification_status
flightlegs_depinfo_airport_code_AMS,0.027247434317311168,RandomForest,classification_status
flightlegs_scheduledflightduration_PT1H30M,0.024689999436717635,RandomForest,classification_status
flightlegs_depinfo_airport_country_name_Netherlands,0.022184023494905843,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AZ,0.01807696451022479,RandomForest,classification_status
flightlegs_depinfo_airport_code_CDG,0.017673659203636786,RandomForest,classification_status
flightlegs_aircraft_typecode_32N,0.016906517976265623,RandomForest,classification_status
flightlegs_aircraft_typecode_295,0.01668213302969428,RandomForest,classification_status
flightlegs_arrinfo_airport_country_name_France,0.016367079362379983,RandomForest,classification_status
