filename,run,pipeline,mode,problem_type,dataset_size_training,dataset_size_testing,accuracy,macro_avg_recall,macro_avg_precision,macro_avg_f1,target_values,target,features,hyperparameters,mae,mse,rmse,r2
classification_delay_20251206_015106_Logistic_OVR.pkl,20251206_015106,Logistic_OVR,simple,classification_delay,169237,42310,0.33864334672654217,0.1598394299008054,0.17557946129165916,0.12227811298166105,"{']005;015]', ']060;120]', ']030;060]', ']240;360]', ']015;030]', ']120;240]', ']000;005]'}",flightlegs_irregularity_delayduration_total_bracket,"{float64: ['flightlegs_scheduledflightduration'], object: ['flightlegs_aircraft_ownerairlinecode', 'flightlegs_aircraft_typecode', 'flightlegs_depinfo_airport_country_name', 'flightlegs_arrinfo_airport_code', 'flightlegs_arrinfo_airport_country_name', 'flightlegs_depinfo_airport_code', 'flightlegs_season', 'flightlegs_arrinfo_times_scheduled_dayPeriod', 'flightlegs_depinfo_times_scheduled_dayPeriod']}","{""estimator__C"": 1.0, ""estimator__class_weight"": null, ""estimator__dual"": false, ""estimator__fit_intercept"": true, ""estimator__intercept_scaling"": 1, ""estimator__l1_ratio"": null, ""estimator__max_iter"": 1000, ""estimator__multi_class"": ""deprecated"", ""estimator__n_jobs"": null, ""estimator__penalty"": ""l2"", ""estimator__random_state"": null, ""estimator__solver"": ""lbfgs"", ""estimator__tol"": 0.0001, ""estimator__verbose"": 0, ""estimator__warm_start"": false, ""estimator"": {""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}, ""n_jobs"": 6, ""verbose"": 0}",,,,
classification_status_20251206_012241_DecisionTree.pkl,20251206_012241,DecisionTree,simple,classification_status,440617,110155,0.8738595615269393,0.5882782955403264,0.5771380644667558,0.5802574289485566,"{'CANCELLED', 'ONTIME', 'LATE'}",flightlegs_publishedstatus,"{float64: ['flightlegs_scheduledflightduration'], object: ['flightlegs_aircraft_ownerairlinecode', 'flightlegs_aircraft_typecode', 'flightlegs_depinfo_airport_country_name', 'flightlegs_arrinfo_airport_code', 'flightlegs_arrinfo_airport_country_name', 'flightlegs_depinfo_airport_code', 'flightlegs_season', 'flightlegs_arrinfo_times_scheduled_dayPeriod', 'flightlegs_depinfo_times_scheduled_dayPeriod']}","{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": null, ""splitter"": ""best""}",,,,
regression_20251205_215637_LinearRegression.pkl,20251205_215637,LinearRegression,simple,regression,169237,42310,,,,,,flightlegs_irregularity_delayduration_total,"{float64: ['flightlegs_scheduledflightduration'], object: ['flightlegs_aircraft_ownerairlinecode', 'flightlegs_aircraft_typecode', 'flightlegs_depinfo_airport_country_name', 'flightlegs_arrinfo_airport_code', 'flightlegs_arrinfo_airport_country_name', 'flightlegs_depinfo_airport_code', 'flightlegs_season', 'flightlegs_arrinfo_times_scheduled_dayPeriod', 'flightlegs_depinfo_times_scheduled_dayPeriod']}","{""copy_X"": true, ""fit_intercept"": true, ""n_jobs"": null, ""positive"": false, ""tol"": 1e-06}",21.93519286384128,1348.3639093401982,36.72007501817226,0.0513365247248158
