,precision,recall,f1-score,support
cancelled,0.5294117647058824,0.007694499857509262,0.015168539325842697,3509.0
late,0.6846101626731702,0.7769724639748894,0.7278729717447673,35045.0
on_time,0.8467687305243192,0.8289399515899069,0.8377594960038872,60318.0
accuracy,0.7813738975645279,0.7813738975645279,0.7813738975645279,0.7813738975645279
macro avg,0.6869302193011239,0.5378689718074351,0.5269336690248324,98872.0
weighted avg,0.7780288182802014,0.7813738975645279,0.7696163927022031,98872.0
