,precision,recall,f1-score,support
cancelled,0.0,0.0,0.0,3509.0
late,0.6615507526700867,0.4489370808959909,0.5348904414639536,35045.0
on_time,0.7206818484485285,0.897178288404788,0.7993028476899444,60318.0
accuracy,0.7064588558944899,0.7064588558944899,0.7064588558944899,0.7064588558944899
macro avg,0.46074420037287167,0.4487051231002596,0.4447310963846327,98872.0
weighted avg,0.6741457021405609,0.7064588558944899,0.6772148301649237,98872.0
