,precision,recall,f1-score,support
cancelled,0.792191435768262,0.3585066970646908,0.4936237002158132,3509.0
late,0.7629161018225636,0.8671707804251676,0.8117095580870471,35045.0
on_time,0.9028024369016536,0.8598759905832422,0.8808165206168059,60318.0
accuracy,0.8446678533861963,0.8446678533861963,0.8446678533861963,0.8446678533861963
macro avg,0.8193033248308265,0.6951844893577003,0.728716592973222,98872.0
weighted avg,0.849294359631812,0.8446678533861963,0.8425800825085197,98872.0
