,precision,recall,f1-score,support
cancelled,0.5148514851485149,0.01481903676261043,0.028808864265927978,3509.0
late,0.6863118346900439,0.7818804394350122,0.7309857276243831,35045.0
on_time,0.8493355538184414,0.8286083756092709,0.8388439461582357,60318.0
accuracy,0.7831640909458694,0.7831640909458694,0.7831640909458694,0.7831640909458694
macro avg,0.6834996245523334,0.5417692839356312,0.5328795126828489,98872.0
weighted avg,0.7796811437345201,0.7831640909458694,0.771865384271362,98872.0
