,_id,id,airline_code,airline_name,flightLegs_aircraft_ownerAirlineCode,flightLegs_aircraft_typeCode,flightLegs_arrivalInformation_airport_city_country_areaCode,flightLegs_arrivalInformation_airport_city_country_code,flightLegs_arrivalInformation_airport_city_country_name,flightLegs_arrivalInformation_airport_code,flightLegs_arrivalInformation_airport_location_latitude,flightLegs_arrivalInformation_airport_location_longitude,flightLegs_arrivalInformation_times_actual,flightLegs_arrivalInformation_times_actualTouchDownTime,flightLegs_arrivalInformation_times_estimated_value,flightLegs_arrivalInformation_times_latestPublished,flightLegs_arrivalInformation_times_scheduled,flightLegs_departureInformation_airport_city_country_areaCode,flightLegs_departureInformation_airport_city_country_code,flightLegs_departureInformation_airport_city_country_name,flightLegs_departureInformation_airport_code,flightLegs_departureInformation_airport_location_latitude,flightLegs_departureInformation_airport_location_longitude,flightLegs_departureInformation_airport_places_departurePositionTerminal_boardingTerminal,flightLegs_departureInformation_airport_places_departurePositionTerminal_gateNumber,flightLegs_departureInformation_times_actual,flightLegs_departureInformation_times_actualTakeOffTime,flightLegs_departureInformation_times_latestPublished,flightLegs_departureInformation_times_scheduled,flightLegs_irregularity_delayDuration,flightLegs_irregularity_delayInformation_delayReasonPublicLong,flightLegs_irregularity_delayInformation_delayReasonPublicShort,flightLegs_irregularity_delayReason,flightLegs_scheduledFlightDuration,flightLegs_serviceType,flightNumber,flightStatusPublic,flightLegs_status
19,6900d152be9ad5e05baf37e3,20250607+SK+1225,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32N,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-07T23:57:00.000+02:00,2025-06-07T23:51:00.000+02:00,2025-06-07T23:57:00.000+02:00,2025-06-07T23:57:00.000+02:00,2025-06-07T23:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['E4'],2025-06-07T23:06:00.000+02:00,2025-06-07T23:23:00.000+02:00,2025-06-07T23:06:00.000+02:00,2025-06-07T23:05:00.000+02:00,[],[],[],[],PT45M,J,1225,ARRIVED,
20,6900d152be9ad5e05baf37e4,20250608+SK+1209,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),TF,ATR,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-08T11:51:00.000+02:00,2025-06-08T11:48:00.000+02:00,2025-06-08T11:51:00.000+02:00,2025-06-08T11:51:00.000+02:00,2025-06-08T11:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B16'],2025-06-08T10:58:00.000+02:00,2025-06-08T11:10:00.000+02:00,2025-06-08T10:58:00.000+02:00,2025-06-08T10:55:00.000+02:00,[],[],[],[],PT55M,J,1209,ARRIVED,
21,6900d152be9ad5e05baf37e5,20250608+SK+1213,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-08T14:35:00.000+02:00,2025-06-08T14:29:00.000+02:00,2025-06-08T14:35:00.000+02:00,2025-06-08T14:35:00.000+02:00,2025-06-08T14:45:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B7'],2025-06-08T13:52:00.000+02:00,2025-06-08T14:02:00.000+02:00,2025-06-08T13:52:00.000+02:00,2025-06-08T14:00:00.000+02:00,[],[],[],[],PT45M,J,1213,ARRIVED,
22,6900d152be9ad5e05baf37e6,20250608+SK+1215,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),WX,CRJ,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-08T16:46:00.000+02:00,2025-06-08T16:42:00.000+02:00,2025-06-08T16:46:00.000+02:00,2025-06-08T16:46:00.000+02:00,2025-06-08T16:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B16'],2025-06-08T16:01:00.000+02:00,2025-06-08T16:12:00.000+02:00,2025-06-08T16:01:00.000+02:00,2025-06-08T16:05:00.000+02:00,[],[],[],[],PT45M,J,1215,ARRIVED,
23,6900d152be9ad5e05baf37e7,20250608+SK+1203,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,E95,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-08T18:52:00.000+02:00,2025-06-08T18:48:00.000+02:00,2025-06-08T18:52:00.000+02:00,2025-06-08T18:52:00.000+02:00,2025-06-08T18:45:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B7'],2025-06-08T18:03:00.000+02:00,2025-06-08T18:19:00.000+02:00,2025-06-08T18:03:00.000+02:00,2025-06-08T18:00:00.000+02:00,[],[],[],[],PT45M,J,1203,ARRIVED,
24,6900d152be9ad5e05baf37e8,20250608+SK+1225,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32N,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-09T00:06:00.000+02:00,2025-06-09T00:02:00.000+02:00,2025-06-09T00:06:00.000+02:00,2025-06-09T00:06:00.000+02:00,2025-06-08T23:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['A6'],2025-06-08T23:17:00.000+02:00,2025-06-08T23:31:00.000+02:00,2025-06-08T23:17:00.000+02:00,2025-06-08T23:05:00.000+02:00,[],[],[],[],PT45M,J,1225,ARRIVED,
25,6900d152be9ad5e05baf37e9,20250609+SK+1213,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,320,E,DK,DENMARK,AAL,57.0931,9.85,,,2025-06-09T13:55:00.000+02:00,2025-06-09T13:55:00.000+02:00,2025-06-09T13:55:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,,[],,,2025-06-09T13:10:00.000+02:00,2025-06-09T13:10:00.000+02:00,[],[],[],[],PT45M,J,1213,ARRIVED,S
26,6900d152be9ad5e05baf37ea,20250609+SK+1203,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,,2025-06-09T18:12:00.000+02:00,2025-06-09T18:18:00.000+02:00,2025-06-09T18:18:00.000+02:00,2025-06-09T18:15:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['E20'],2025-06-09T17:29:00.000+02:00,2025-06-09T17:42:00.000+02:00,2025-06-09T17:29:00.000+02:00,2025-06-09T17:30:00.000+02:00,[],[],[],[],PT45M,J,1203,ARRIVED,
27,6900d152be9ad5e05baf37eb,20250609+SK+1221,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-09T22:01:00.000+02:00,2025-06-09T21:57:00.000+02:00,2025-06-09T22:01:00.000+02:00,2025-06-09T22:01:00.000+02:00,2025-06-09T22:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B4'],2025-06-09T21:17:00.000+02:00,2025-06-09T21:27:00.000+02:00,2025-06-09T21:17:00.000+02:00,2025-06-09T21:20:00.000+02:00,[],[],[],[],PT45M,J,1221,ARRIVED,
28,6900d152be9ad5e05baf37ec,20250609+SK+1225,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32N,E,DK,DENMARK,AAL,57.0931,9.85,,2025-06-10T00:16:00.000+02:00,2025-06-10T00:20:00.000+02:00,2025-06-10T00:20:00.000+02:00,2025-06-09T23:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['A22'],2025-06-09T23:34:00.000+02:00,2025-06-09T23:47:00.000+02:00,2025-06-09T23:34:00.000+02:00,2025-06-09T23:05:00.000+02:00,[],[],[],[],PT45M,J,1225,ARRIVED,
29,6900d152be9ad5e05baf37ed,20250610+SK+1209,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,E95,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T12:02:00.000+02:00,2025-06-10T11:56:00.000+02:00,2025-06-10T12:02:00.000+02:00,2025-06-10T12:02:00.000+02:00,2025-06-10T12:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B15'],2025-06-10T11:17:00.000+02:00,2025-06-10T11:27:00.000+02:00,2025-06-10T11:17:00.000+02:00,2025-06-10T11:20:00.000+02:00,[],[],[],[],PT45M,J,1209,ARRIVED,
30,6900d152be9ad5e05baf37ee,20250610+SK+1213,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T13:56:00.000+02:00,2025-06-10T13:51:00.000+02:00,2025-06-10T13:56:00.000+02:00,2025-06-10T13:56:00.000+02:00,2025-06-10T13:55:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B6'],2025-06-10T13:09:00.000+02:00,2025-06-10T13:23:00.000+02:00,2025-06-10T13:09:00.000+02:00,2025-06-10T13:10:00.000+02:00,[],[],[],[],PT45M,J,1213,ARRIVED,
31,6900d152be9ad5e05baf37ef,20250610+SK+1217,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T17:09:00.000+02:00,2025-06-10T17:03:00.000+02:00,2025-06-10T17:09:00.000+02:00,2025-06-10T17:09:00.000+02:00,2025-06-10T17:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['D2'],2025-06-10T16:17:00.000+02:00,2025-06-10T16:31:00.000+02:00,2025-06-10T16:17:00.000+02:00,2025-06-10T16:20:00.000+02:00,[],[],[],[],PT45M,J,1217,ARRIVED,
32,6900d152be9ad5e05baf37f0,20250610+SK+1203,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T18:14:00.000+02:00,2025-06-10T18:08:00.000+02:00,2025-06-10T18:14:00.000+02:00,2025-06-10T18:14:00.000+02:00,2025-06-10T18:15:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B19'],2025-06-10T17:31:00.000+02:00,2025-06-10T17:40:00.000+02:00,2025-06-10T17:31:00.000+02:00,2025-06-10T17:30:00.000+02:00,[],[],[],[],PT45M,J,1203,ARRIVED,
33,6900d152be9ad5e05baf37f1,20250610+SK+1221,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T21:55:00.000+02:00,2025-06-10T21:50:00.000+02:00,2025-06-10T21:55:00.000+02:00,2025-06-10T21:55:00.000+02:00,2025-06-10T22:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B10'],2025-06-10T21:11:00.000+02:00,2025-06-10T21:21:00.000+02:00,2025-06-10T21:11:00.000+02:00,2025-06-10T21:20:00.000+02:00,[],[],[],[],PT45M,J,1221,ARRIVED,
34,6900d152be9ad5e05baf37f2,20250610+SK+1225,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32N,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-10T23:56:00.000+02:00,2025-06-10T23:49:00.000+02:00,2025-06-10T23:56:00.000+02:00,2025-06-10T23:56:00.000+02:00,2025-06-10T23:50:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B10'],2025-06-10T23:04:00.000+02:00,2025-06-10T23:18:00.000+02:00,2025-06-10T23:04:00.000+02:00,2025-06-10T23:05:00.000+02:00,[],[],[],[],PT45M,J,1225,ARRIVED,
35,6900d152be9ad5e05baf37f3,20250611+SK+1209,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,E95,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-11T12:00:00.000+02:00,2025-06-11T11:56:00.000+02:00,2025-06-11T12:00:00.000+02:00,2025-06-11T12:00:00.000+02:00,2025-06-11T12:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B19'],2025-06-11T11:14:00.000+02:00,2025-06-11T11:25:00.000+02:00,2025-06-11T11:14:00.000+02:00,2025-06-11T11:20:00.000+02:00,[],[],[],[],PT45M,J,1209,ARRIVED,
36,6900d152be9ad5e05baf37f4,20250611+SK+1213,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-11T14:07:00.000+02:00,2025-06-11T14:03:00.000+02:00,2025-06-11T14:07:00.000+02:00,2025-06-11T14:07:00.000+02:00,2025-06-11T13:55:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B4'],2025-06-11T13:13:00.000+02:00,2025-06-11T13:33:00.000+02:00,2025-06-11T13:13:00.000+02:00,2025-06-11T13:10:00.000+02:00,[],[],[],[],PT45M,J,1213,ARRIVED,
37,6900d152be9ad5e05baf37f5,20250611+SK+1217,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,,2025-06-11T17:04:00.000+02:00,2025-06-11T17:12:00.000+02:00,2025-06-11T17:12:00.000+02:00,2025-06-11T17:05:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B8'],2025-06-11T16:20:00.000+02:00,2025-06-11T16:35:00.000+02:00,2025-06-11T16:20:00.000+02:00,2025-06-11T16:20:00.000+02:00,[],[],[],[],PT45M,J,1217,ARRIVED,
38,6900d152be9ad5e05baf37f6,20250611+SK+1203,SK,SCANDINAVIAN AIRLINES SYSTEM (SAS),SK,32S,E,DK,DENMARK,AAL,57.0931,9.85,2025-06-11T19:06:00.000+02:00,2025-06-11T19:04:00.000+02:00,2025-06-11T19:06:00.000+02:00,2025-06-11T19:06:00.000+02:00,2025-06-11T18:15:00.000+02:00,E,DK,DENMARK,CPH,55.6081,12.6333,3,['B19'],2025-06-11T18:25:00.000+02:00,2025-06-11T18:35:00.000+02:00,2025-06-11T18:25:00.000+02:00,2025-06-11T17:30:00.000+02:00,[],[],[],[],PT45M,J,1203,ARRIVED,
