,precision,recall,f1-score,support
CANCELLED,0.0,0.0,0.0,59.0
LATE,0.740027569570087,0.8647655483124009,0.7975487180677584,39731.0
ONTIME,0.9225885225885226,0.8422750580305037,0.8806043820440398,76253.0
accuracy,0.8495471506251993,0.8495471506251993,0.8495471506251993,0.8495471506251993
macro avg,0.5542053640528698,0.5690135354476349,0.5593843667039328,116043.0
weighted avg,0.8596139188019246,0.8495471506251993,0.851719914700191,116043.0
