,precision,recall,f1-score,support
CANCELLED,0.0,0.0,0.0,60.0
LATE,0.784180255476811,0.8973354038798097,0.836950524186132,40569.0
ONTIME,0.9289661152387915,0.8456609555648419,0.8853582655475257,64611.0
accuracy,0.865098821740783,0.865098821740783,0.865098821740783,0.865098821740783
macro avg,0.5710487902385342,0.5809987864815506,0.5741029299112193,105240.0
weighted avg,0.8726229423805806,0.865098821740783,0.8661927851672213,105240.0
