,precision,recall,f1-score,support
cancelled,0.802547770700637,0.35907666001709887,0.49616066154754873,3509.0
late,0.7623956060492062,0.8674275930945927,0.8115272698149977,35045.0
on_time,0.9028713716066795,0.8596273085977651,0.8807188293544633,60318.0
accuracy,0.8446273970385954,0.8446273970385954,0.8446273970385954,0.8446273970385954
macro avg,0.8226049161188409,0.6953771872364856,0.7294689202390033,98872.0
weighted avg,0.8495194750177468,0.8446273970385954,0.8425459106828976,98872.0
