feature,importance,pipeline,problem_type
flightlegs_aircraft_ownerairlinecode_QW,389.4832500585408,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_PS,298.02761522368695,LinearRegression,regression
flightlegs_arrinfo_airport_code_PUY,188.36414559988543,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_TP,137.43458823944383,LinearRegression,regression
flightlegs_aircraft_typecode_75W,115.10453401486294,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_TB,104.80933927605248,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_E9,103.20312666941813,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H10M,87.8242595207565,LinearRegression,regression
flightlegs_arrinfo_airport_code_BTS,87.43242776119777,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_C3,83.22889542996016,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_FI,80.38810232973225,LinearRegression,regression
flightlegs_scheduledflightduration_PT5H35M,79.97284361950364,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H15M,75.66366094651197,LinearRegression,regression
flightlegs_arrinfo_airport_code_SCQ,69.91245768599275,LinearRegression,regression
flightlegs_scheduledflightduration_PT3H40M,64.29435902092793,LinearRegression,regression
flightlegs_scheduledflightduration_PT3H10M,63.914683364471685,LinearRegression,regression
flightlegs_scheduledflightduration_PT3H20M,63.76940820361112,LinearRegression,regression
flightlegs_scheduledflightduration_PT3H30M,63.204712657028274,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H,62.80744498520817,LinearRegression,regression
flightlegs_scheduledflightduration_PT3H15M,61.6698511177529,LinearRegression,regression
