feature,importance,pipeline,problem_type
flightlegs_season_winter,0.19687339456291927,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.18485786523426065,DecisionTree,classification_status
flightlegs_aircraft_typecode_E90,0.16411869588228745,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.15946156798877464,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.1416332267172436,DecisionTree,classification_status
flightlegs_arrinfo_airport_code_AMS,0.07025854001551095,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_TO,0.04996165753102301,DecisionTree,classification_status
flightlegs_depinfo_airport_code_CDG,0.015579933348097501,DecisionTree,classification_status
flightlegs_season_summer,0.010987694194982273,DecisionTree,classification_status
flightlegs_arrinfo_times_scheduled_dayPeriod_morning,0.0012423685141974882,DecisionTree,classification_status
flightlegs_depinfo_times_scheduled_dayPeriod_evening,0.0012026457810130375,DecisionTree,classification_status
flightlegs_season_spring,0.001167003073201063,DecisionTree,classification_status
flightlegs_aircraft_typecode_E7W,0.0009403466074067386,DecisionTree,classification_status
flightlegs_aircraft_typecode_295,0.0008081594736875494,DecisionTree,classification_status
flightlegs_depinfo_airport_code_LHR,0.0006634763550897704,DecisionTree,classification_status
flightlegs_scheduledflightduration_PT1H5M,0.00024342472030516423,DecisionTree,classification_status
flightlegs_depinfo_airport_code_HEL,0.0,DecisionTree,classification_status
flightlegs_depinfo_airport_code_HAU,0.0,DecisionTree,classification_status
flightlegs_depinfo_airport_code_HER,0.0,DecisionTree,classification_status
flightlegs_depinfo_airport_code_HAM,0.0,DecisionTree,classification_status
flightlegs_season_winter,0.07830300411463066,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.0530141459619933,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.05007038745572708,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.042889446506163144,RandomForest,classification_status
