,precision,recall,f1-score,support
CANCELLED,0.0,0.0,0.0,59.0
LATE,0.7414390983961855,0.8649154299294617,0.7984316105166116,39553.0
ONTIME,0.9230470993681792,0.8439370864404999,0.8817211675628224,76168.0
accuracy,0.8506736914838486,0.8506736914838486,0.8506736914838486,0.8506736914838486
macro avg,0.5548287325881215,0.5696175054566539,0.560050926026478,115780.0
weighted avg,0.860535430329416,0.8506736914838486,0.8528183052486491,115780.0
