,precision,recall,f1-score,support
CANCELLED,0.25,0.01694915254237288,0.031746031746031744,59.0
LATE,0.7747974797479747,0.8705281520997143,0.8198778469634375,39553.0
ONTIME,0.9280447459908041,0.8691707803802121,0.8976434537368478,76168.0
accuracy,0.8692002072896874,0.8692002072896874,0.8692002072896874,0.8692002072896874
macro avg,0.6509474085795929,0.5855493616740998,0.583089110815439,115780.0
weighted avg,0.8753465791077839,0.8692002072896874,0.8706357581710666,115780.0
