feature,importance,pipeline,problem_type
flightlegs_aircraft_ownerairlinecode_PS,286.63610801212786,LinearRegression,regression
flightlegs_arrinfo_airport_code_PUY,194.61378105516326,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_QW,192.542670256629,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_TB,133.48737361830152,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_TP,127.58517170449946,LinearRegression,regression
flightlegs_aircraft_typecode_75W,110.38954026421075,LinearRegression,regression
flightlegs_arrinfo_airport_code_SCQ,103.97831573289758,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_FI,96.65523991905044,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_E9,88.74924681544246,LinearRegression,regression
flightlegs_arrinfo_airport_code_BTS,88.29506414887021,LinearRegression,regression
flightlegs_scheduledflightduration_PT15M,64.90113607604779,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H15M,62.80064635784574,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_C3,61.053557483829294,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H10M,59.72170144295342,LinearRegression,regression
flightlegs_arrinfo_airport_code_MJT,50.168566982549,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H45M,47.03584711323858,LinearRegression,regression
flightlegs_scheduledflightduration_PT4H,46.49344505904068,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_I2,44.655515268488756,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_DY,44.26273507514059,LinearRegression,regression
flightlegs_aircraft_ownerairlinecode_ED,43.92837273188806,LinearRegression,regression
