,precision,recall,f1-score,support
CANCELLED,0.0,0.0,0.0,62.0
LATE,0.780047213383968,0.8981328291184117,0.8349354572919527,42310.0
ONTIME,0.9296875,0.8426891698508475,0.8840531484333284,67783.0
accuracy,0.8635105079206573,0.8635105079206573,0.8635105079206573,0.8635105079206573
macro avg,0.5699115711279893,0.5802739996564198,0.572996201908427,110155.0
weighted avg,0.8716881250127155,0.8635105079206573,0.8646896986816651,110155.0
