Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
TRA45E,B738,LIRP,EHAM,Pilatus,2503,11 Apr 25
UAL1719,A319,KEWR,KSAV,Pilatus,2503,11 Apr 25
UAL402,A319,KCLT,KEWR,Pilatus,2503,11 Apr 25
UAE7DN,B77W,LOWW,OMDB,Pilatus,2503,11 Apr 25
CGSAP,GLEX,CYUL,LIPE,Pilatus,2503,11 Apr 25
CFNVT,CL60,EGAA,CYYZ,Pilatus,2503,11 Apr 25
SWR1886,BCS3,LSZH,LROP,Pilatus,2503,11 Apr 25
EZY27EP,A20N,LSZH,EGGW,Pilatus,2503,11 Apr 25
EZY47NE,A20N,EGGW,LSZH,Pilatus,2503,11 Apr 25
SAZ54,CL60,LSZA,LSZH,Pilatus,2503,11 Apr 25
RGAQO,EC45,LSHI,LSZB,Pilatus,2503,11 Apr 25
FPY7G,A21N,EKCH,BIKF,Pilatus,2503,11 Apr 25
A7MBK,A320,LSGG,OTHH,Pilatus,2503,11 Apr 25
N778CH,GL5T,LIML,KSUA,Pilatus,2503,11 Apr 25
N99GV,GLF5,LFBD,KHOU,Pilatus,2503,11 Apr 25
EIAER,GLF6,EIDW,KCAE,Pilatus,2503,11 Apr 25
N81GK,GLF4,EGGW,KBGR,Pilatus,2503,11 Apr 25
N479W,FA7X,LEBZ,KROG,Pilatus,2503,11 Apr 25
RPA5865,E170,KDCA,KAGS,Pilatus,2503,11 Apr 25
N463RD,TBM8,EGKB,LEMG,Pilatus,2503,11 Apr 25
N278MP,TBM7,EDGE,LFBD,Pilatus,2503,11 Apr 25
SWR2PH,A320,LOWG,LSZH,Pilatus,2503,11 Apr 25
TVF28GP,A20N,LIRN,LFPO,Pilatus,2503,11 Apr 25
LGL853A,DH8D,ELLX,LOWW,Pilatus,2503,11 Apr 25
LGL61PL,B738,ELLX,LEPA,Pilatus,2503,11 Apr 25
LGL3769,B737,ELLX,LPPR,Pilatus,2503,11 Apr 25
LGL367,B38M,ELLX,GVBA,Pilatus,2503,11 Apr 25
LOG34JD,AT76,EGNS,EGLC,Pilatus,2503,11 Apr 25
SWR4AH,BCS1,LSZH,EGLC,Pilatus,2503,11 Apr 25
SWR2KD,E290,LSZH,EGLC,Pilatus,2503,11 Apr 25
ABP421,C56X,EGLC,LKPR,Pilatus,2503,11 Apr 25
EDW28K,BCS3,EGPH,LSZH,Pilatus,2503,11 Apr 25
TVF3826,A20N,LFPO,LIRN,Pilatus,2503,11 Apr 25
DLH458,A359,EDDM,KSFO,Pilatus,2503,11 Apr 25
SWR3LW,A20N,LSZH,LOWG,Pilatus,2503,11 Apr 25
DISCV,C25A,LEMD,LEMI,Pilatus,2503,11 Apr 25
MLM712,B735,LEZL,EPWA,Pilatus,2503,11 Apr 25
NOS5903,B38M,LEAL,BIKF,Pilatus,2503,11 Apr 25
DHK3998,B752,EDDK,BIKF,Pilatus,2503,11 Apr 25
N9013S,C208,BGBW,BIKF,Pilatus,2503,11 Apr 25
