Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
GDM014,BE20,LIRQ,LIRJ,Sinkrate,2504,02 May 25
AIA936F,A319,LGSA,LFPG,Sinkrate,2504,02 May 25
DAH1214,B738,DAAG,LFPG,Sinkrate,2504,02 May 25
KMM308,A20N,LMML,EDDM,Sinkrate,2504,02 May 25
DLH1317,A321,DAAG,EDDF,Sinkrate,2504,02 May 25
QQE890,GLF6,LEMD,KTEB,Sinkrate,2504,02 May 25
TUI3BV,B738,LGRX,EDDL,Volarium,2504,02 May 25
TUI21J,B738,EDDL,LGRX,Volarium,2504,02 May 25
BAW239,B772,EGLL,KBOS,Sinkrate,2504,02 May 25
BAW135,B772,EGLL,VABB,Sinkrate,2504,02 May 25
BAW189,B772,EGLL,KEWR,Sinkrate,2504,02 May 25
ENT4581,B738,EPWA,OMDW,Sinkrate,2504,02 May 25
ENT7853,B38M,EPKT,OMDW,Sinkrate,2504,02 May 25
ENT53FE,B738,EPWA,LEZL,Sinkrate,2504,02 May 25
TUI6VJ,B738,LEPA,EDDL,Sinkrate,2504,02 May 25
BAW99,B772,EGLL,CYYZ,Sinkrate,2504,02 May 25
LOT6132,B38M,LTBJ,EPWA,Sinkrate,2504,02 May 25
EWG285,A319,LOWK,EDDK,Sinkrate,2504,02 May 25
TUI2BG,B738,EDDL,LEPA,Sinkrate,2504,02 May 25
DLH2557,A21N,UGTB,EDDM,Sinkrate,2504,02 May 25
DLH494,A359,EDDM,CYYZ,Sinkrate,2504,02 May 25
EWG1AB,A319,EDDK,LOWK,Sinkrate,2504,02 May 25
LOT6131,B38M,EPWA,LTBJ,Sinkrate,2504,02 May 25
CND526,B39M,LIMJ,EHAM,Sinkrate,2504,02 May 25
NMA5308,A320,LOWL,HEGN,Sinkrate,2504,02 May 25
SVI5461,A320,LHBP,HESH,Sinkrate,2504,02 May 25
N16XY,F2TH,CYQX,LIPE,Sinkrate,2504,02 May 25
N31BG,GLF4,KBGR,LICC,Sinkrate,2504,02 May 25
TRA1904,B738,HEMA,EHAM,Sinkrate,2504,02 May 25
TRA1903,B738,EHAM,HEMA,Sinkrate,2504,02 May 25
LZB8920,B733,HECA,LBSF,Volarium,2504,02 May 25
MSC2940,A20N,HEMA,EDDF,Volarium,2504,02 May 25
FHGJF,PC12,LFCR,LFEV,Volarium,2504,02 May 25
EAP29B,TB20,LFDJ,LFMP,Volarium,2504,02 May 25
EAP29A,TB20,LFMP,LFDJ,Volarium,2504,02 May 25
EWG9879,A320,DTMB,EDDL,Volarium,2504,02 May 25
TVF83CX,B738,LFBZ,LFML,Volarium,2504,02 May 25
TVF66MX,B738,LFML,LFBZ,Volarium,2504,02 May 25
N516BJ,B38M,LFSB,LFSB,Volarium,2504,02 May 25
FDB1426,B38M,LFSB,OMDB,Volarium,2504,02 May 25
