Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
VOE2RW,A319,LFST,LIRF,GLALTI,2508,01 Sep 25
VOE66CH,A319,LFML,LFST,GLALTI,2508,01 Sep 25
VOE1EA,A320,LFRS,LFST,GLALTI,2508,01 Sep 25
VOE75XR,A320,LFST,LFRS,GLALTI,2508,01 Sep 25
VOE2327,A320,LEBL,LFST,GLALTI,2508,01 Sep 25
VOE3AZ,A320,LFST,LEBL,GLALTI,2508,01 Sep 25
DTR4HK,AT76,EDDM,EDLP,GLALTI,2508,01 Sep 25
FPY845,A20N,BIKF,KSWF,Pilatus,2508,01 Sep 25
EZS96HE,A320,UGTB,LSGG,GLALTI,2508,01 Sep 25
EZS79PB,A320,LSGG,UGTB,GLALTI,2508,01 Sep 25
VJT993,GLEX,EGLF,KMHT,Pilatus,2508,01 Sep 25
N610CX,GLEX,LFBD,TJSJ,Pilatus,2508,01 Sep 25
THY6AY,A21N,EDDL,LTFM,Pilatus,2508,01 Sep 25
LVJQF,FA7X,LICC,SBSG,Pilatus,2508,01 Sep 25
LVJQF,FA7X,LEMD,LICC,Pilatus,2508,01 Sep 25
LVVEG,GLF5,SBGO,LEMD,Pilatus,2508,01 Sep 25
DJT305,A21N,LFPO,LIMC,Pilatus,2508,01 Sep 25
DJT304,A21N,LIMC,LFPO,Pilatus,2508,01 Sep 25
N922DN,GA5C,SEGU,SAEZ,quiquem,2508,01 Sep 25
ULC66,GLEX,LIMF,KPTK,Pilatus,2508,01 Sep 25
N256CD,S22T,LSZR,EDDG,Pilatus,2508,01 Sep 25
N217ET,SR22,LFCL,LFPN,Pilatus,2508,01 Sep 25
N211SE,SR22,EDWG,EDVM,Pilatus,2508,01 Sep 25
N27RJ,TBM9,EGGP,EDMO,Pilatus,2508,01 Sep 25
N2PD,TBM9,LFMD,EGNX,Pilatus,2508,01 Sep 25
N737M,B738,EGSS,LFMN,Pilatus,2508,01 Sep 25
ETD889,B789,ZBAD,OMAA,jessy0506,2508,01 Sep 25
N737GG,B738,OEJN,EGSS,Pilatus,2508,01 Sep 25
UAL913,B752,BIKF,KORD,Pilatus,2508,01 Sep 25
N93VP,GLF5,EIKY,BIKF,Pilatus,2508,01 Sep 25
N106EX,F900,LIPZ,CYYT,Pilatus,2508,01 Sep 25
NOJ91,F900,CYYT,EGPD,Pilatus,2508,01 Sep 25
N716MD,G280,CYYT,EGGW,Pilatus,2508,01 Sep 25
5UTNB,B190,BIKF,CYYR,Pilatus,2508,01 Sep 25
N2160S,C210,CYYR,BIRK,Pilatus,2508,01 Sep 25
N621JA,C25M,BGGH,CYYR,Pilatus,2508,01 Sep 25
N1QE,C680,CYYR,BGSF,Pilatus,2508,01 Sep 25
CRX6A,E55P,BIRK,CYYR,Pilatus,2508,01 Sep 25
TLK811,LJ40,CYYR,BIKF,Pilatus,2508,01 Sep 25
N83AJ,PC12,CYYR,BGSF,Pilatus,2508,01 Sep 25
