Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N1205M,F2TH,EINN,KBGR,Pilatus,2510,05 Oct 25
N919SA,F900,EGPN,KBGR,Pilatus,2510,05 Oct 25
N48CG,F900,LIPE,KBGR,Pilatus,2510,05 Oct 25
TCIHC,GLF4,KBGR,BIKF,Pilatus,2510,05 Oct 25
CMB524,B763,KPSM,EDDS,Pilatus,2510,05 Oct 25
PVA844P,GLEX,KPVD,EGGD,Pilatus,2510,05 Oct 25
N1875A,GLF6,KPVD,EGLC,Pilatus,2510,05 Oct 25
N960MC,F900,KALB,LIRQ,Pilatus,2510,05 Oct 25
N33VC,F2TH,EINN,KBED,Pilatus,2510,05 Oct 25
TWY825,GLEX,LPPT,KBED,Pilatus,2510,05 Oct 25
N824SS,GLF6,LIMC,KBED,Pilatus,2510,05 Oct 25
DLH7PX,A321,EDDM,LGAV,Pilatus,2510,05 Oct 25
PSGSG,GLF5,LEMD,SBBR,Pilatus,2510,05 Oct 25
N875TM,GLF5,PAFA,EBBR,Pilatus,2510,05 Oct 25
VJT972,GLEX,LEIB,KBFI,Pilatus,2510,05 Oct 25
KLM755,B772,EHAM,SEQM,Pilatus,2510,05 Oct 25
DCW1,A318,LUKK,LHBP,Pilatus,2510,05 Oct 25
N950MP,GLEX,LPPR,KSJC,Pilatus,2510,05 Oct 25
SJJ945,GLF5,KSTL,LICJ,Pilatus,2510,05 Oct 25
N90GP,F900,LFOK,LSGS,Pilatus,2510,05 Oct 25
DLH46E,A320,LEAS,EDDF,Pilatus,2510,05 Oct 25
DLH79F,A320,EDDF,LEAS,Pilatus,2510,05 Oct 25
N804MS,B763,KEWR,LLBG,Pilatus,2510,05 Oct 25
N787FZ,GL7T,KTEB,LLBG,Pilatus,2510,05 Oct 25
N780E,GLF5,KFRG,LLBG,Pilatus,2510,05 Oct 25
N750KD,GL7T,LEBB,LEDC,Pilatus,2510,05 Oct 25
JCT73,GL5T,LFPB,LIPZ,Pilatus,2510,05 Oct 25
N650WS,GLF6,LIMJ,OKKK,Pilatus,2510,05 Oct 25
N59KG,CL30,BIKF,KDLH,Pilatus,2510,05 Oct 25
JAS789,F2TH,EGNM,KIAD,Pilatus,2510,05 Oct 25
N331AB,GLF6,EGGW,DNMM,Pilatus,2510,05 Oct 25
N29FR,GLEX,KBHM,EGTK,Pilatus,2510,05 Oct 25
GJE212,GLF5,LCPH,ESGG,Pilatus,2510,05 Oct 25
OAE3629,B762,EHEH,KAFW,Pilatus,2510,05 Oct 25
RKK18,GA5C,KGSP,EGLF,Pilatus,2510,05 Oct 25
N1711M,GL7T,LIRA,LEBL,Pilatus,2510,05 Oct 25
N142HQ,GLF4,LMML,LPPD,Pilatus,2510,05 Oct 25
N134EC,P180,GCTS,GCRR,Pilatus,2510,05 Oct 25
N1AL,GLF6,KVNY,LKPR,Pilatus,2510,05 Oct 25
DLH9JL,A320,EDDM,EDDL,Pilatus,2510,05 Oct 25
