Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
VJT768,GL7T,KIAD,OMAD,Volarium,2504,09 May 25
AFR7432,A320,LFPG,LFBD,Krown,2504,09 May 25
DAH4062,A343,DAAG,OMDB,Volarium,2504,09 May 25
DAH4078,A332,DAAG,OTHH,Volarium,2504,09 May 25
N700JV,TBM7,LFLW,LFLP,Volarium,2504,09 May 25
BAW653,A20N,LGSR,EGLL,Volarium,2504,09 May 25
TRA20A,B738,GMMX,EHAM,Volarium,2504,09 May 25
TVF44EJ,B738,LBWN,LFPO,Volarium,2504,09 May 25
DAH3061,A332,ZBAA,DAAG,Volarium,2504,09 May 25
ENT78NH,B38M,LEJR,EPWA,Volarium,2504,09 May 25
BAW652,A20N,EGLL,LGSR,Volarium,2504,09 May 25
TRA8W,B738,EHAM,GMMX,Volarium,2504,09 May 25
TVF4460,B738,LFPO,LBWN,Volarium,2504,09 May 25
ENT18FE,B38M,EPWA,LGZA,Volarium,2504,09 May 25
ENT74EB,B38M,EPWA,LEJR,Volarium,2504,09 May 25
GJT7KL,B738,EYVI,LTAI,Volarium,2504,09 May 25
UAL3753,B39M,KMDW,KORD,Pilatus,2504,08 May 25
UAL3752,B39M,KORD,KMKC,Pilatus,2504,08 May 25
UAL3777,B39M,KMKC,KMDW,Pilatus,2504,08 May 25
UAL1351,A319,KDEN,KFAR,Pilatus,2504,08 May 25
SWR176,B77W,LSZH,WSSS,Peteking,2504,08 May 25
AFR274,B77W,LFPG,RJTT,Peteking,2504,08 May 25
TRA49M,B738,EHAM,LPPD,Pilatus,2504,08 May 25
HYM7503,B738,LUKK,HESH,Pilatus,2504,08 May 25
SEU6245,B738,LRTR,HESH,Pilatus,2504,08 May 25
SEU7552,A321,HESH,EPRZ,Pilatus,2504,08 May 25
THY6BK,A333,EDDH,LTFM,Pilatus,2504,08 May 25
BAW7TG,B772,EGLL,KATL,Pilatus,2504,08 May 25
VJT457,CL35,LIME,LIEO,Pilatus,2504,08 May 25
NOS4772,B738,LIBD,LIRN,Pilatus,2504,08 May 25
VJT915,GLEX,EHAM,KLAS,Pilatus,2504,08 May 25
THY7PC,B738,LTAR,LTFM,Pilatus,2504,08 May 25
EWG1WJ,B738,EDDK,LEPA,Pilatus,2504,08 May 25
EWG589,B738,LEPA,EDDK,Pilatus,2504,08 May 25
N251DV,GA6C,LOWW,KGRR,Pilatus,2504,08 May 25
KCE1,CL35,EIDW,CYSJ,Pilatus,2504,08 May 25
T7EGI,GL7T,KAUS,OJAQ,Pilatus,2504,08 May 25
DAL97,A333,LFPG,KCVG,Pilatus,2504,08 May 25
CLX34V,B744,KIND,ELLX,Pilatus,2504,08 May 25
N215BB,GLF5,LIRN,KIND,Pilatus,2504,08 May 25
