Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
EWG28Z,A320,LEMG,EDDV,jtwright93,2507,11 Jul 25
AWG131,BCS3,LRIA,LROP,jtwright93,2507,11 Jul 25
AWG130,BCS3,LROP,LRIA,jtwright93,2507,11 Jul 25
VHFFB,AT8T,HEGN,LCLK,jtwright93,2507,11 Jul 25
RSX8501,B738,HEGN,EDDM,jtwright93,2507,11 Jul 25
PSMTR,GLF6,LEMD,EGSS,jtwright93,2507,11 Jul 25
PSMTR,GLF6,LYTV,LEMD,jtwright93,2507,11 Jul 25
PSUQN,GLEX,LIEO,LPCS,jtwright93,2507,11 Jul 25
ENT770,B738,GVAC,LPPR,jtwright93,2507,11 Jul 25
ENT769,B738,LPPR,GVAC,jtwright93,2507,11 Jul 25
TAR718,A332,DTTA,LFPO,That747Pilot,2506,10 Jul 25
AAL375,A21N,KORD,PANC,Pilatus,2507,10 Jul 25
EWG1AF,A320,EDDV,LEMG,robbow93,2507,10 Jul 25
DLH4NE,A319,EDDF,EDDN,robbow93,2507,10 Jul 25
IBE6307,A359,LEMD,MMMX,That747Pilot,2507,10 Jul 25
QTR3245,A333,OMAA,OTHH,That747Pilot,2507,10 Jul 25
MHV55G,E550,EGKB,LSZS,Pilatus,2507,10 Jul 25
TJD850,H25B,EGWU,LSZS,Pilatus,2507,10 Jul 25
HUE12P,PC12,LIML,LSZC,Pilatus,2507,10 Jul 25
AIB520D,A21N,EDDH,EDHI,Pilatus,2507,10 Jul 25
ETD342,A320,OMAA,VOMM,That747Pilot,2506,10 Jul 25
ETD54N,A321,OPIS,OMAA,That747Pilot,2506,10 Jul 25
DAL8824,B764,RJTY,RJTT,Pilatus,2506,10 Jul 25
DAL8968,B764,PANC,RJTY,Pilatus,2506,10 Jul 25
DAL8968,B764,KSKA,PANC,Pilatus,2506,10 Jul 25
VLG39YK,A321,EDDL,LEBL,Pilatus,2507,10 Jul 25
VLG8YA,A321,LEBL,EDDL,Pilatus,2507,10 Jul 25
DCT146,B463,LOWI,LOWI,Pilatus,2507,10 Jul 25
JBU34,A21N,LFPG,KBOS,GLALTI,2507,10 Jul 25
JBU33,A21N,KBOS,LFPG,GLALTI,2507,10 Jul 25
JBU2289,A21N,EHAM,KJFK,GLALTI,2507,10 Jul 25
JBU2288,A21N,KJFK,EHAM,GLALTI,2506,10 Jul 25
UAL282,B752,LPFR,KEWR,GLALTI,2507,10 Jul 25
FIA907P,A320,EIDW,LUKK,Pilatus,2507,10 Jul 25
UAL281,B752,KEWR,LPFR,GLALTI,2507,10 Jul 25
UAL217,B38M,LPPD,KEWR,GLALTI,2507,10 Jul 25
ETD7UV,A321,OPLA,OMAA,That747Pilot,2506,10 Jul 25
UAL216,B38M,KEWR,LPPD,GLALTI,2507,10 Jul 25
ETD859,A321,URSS,OMAA,That747Pilot,2507,10 Jul 25
TKJ318,B738,OSDI,LTFJ,GLALTI,2507,10 Jul 25
