Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
EWG6MF,A320,EDDM,LEPA,Pilatus,2503,10 Apr 25
ADN92A,GL5T,EDDM,EDDN,Pilatus,2503,10 Apr 25
BCS6788,A306,ESSA,EGNX,Pilatus,2503,10 Apr 25
ACA837,B77W,EDDM,CYYZ,Pilatus,2503,10 Apr 25
N301SR,B737,EINN,OMDW,Pilatus,2503,10 Apr 25
N301SR,B737,KHIB,EINN,Pilatus,2503,10 Apr 25
N145QS,GLEX,LFPB,KFTY,Pilatus,2503,10 Apr 25
N500VX,P46T,LIPU,LSZR,Pilatus,2503,10 Apr 25
N8B,PC24,LOWS,LSZR,Pilatus,2503,10 Apr 25
JDI42H,HDJT,EPWA,EDNY,Pilatus,2503,10 Apr 25
N141EA,EA50,LFBL,EDNY,Pilatus,2503,10 Apr 25
N2165N,M20P,EDNY,LFPN,Pilatus,2503,10 Apr 25
N321FF,M20T,EGTE,EDNY,Pilatus,2503,10 Apr 25
HBFXE,PC12,LSZA,EDNY,Pilatus,2503,10 Apr 25
DEEHH,R90R,EDNY,EDAZ,Pilatus,2503,10 Apr 25
N567AM,S22T,EDNY,LIKO,Pilatus,2503,10 Apr 25
N902SR,SR22,LELL,EDNY,Pilatus,2503,10 Apr 25
N502CD,SR22,LFLY,EDNY,Pilatus,2503,10 Apr 25
DFHBG,TBM8,EDDP,EDNY,Pilatus,2503,10 Apr 25
N1569C,TBM9,EDNY,EGBB,Pilatus,2503,10 Apr 25
N11YE,M20P,EBKT,LSZR,Pilatus,2503,10 Apr 25
PEV100,E170,LSZR,LOWW,Pilatus,2503,10 Apr 25
PEV106,E170,LSZR,LOWW,Pilatus,2503,10 Apr 25
MDIVE,PC24,LSZC,EGJJ,Pilatus,2503,10 Apr 25
MBIGG,GL7T,EIDW,LFMN,Pilatus,2503,10 Apr 25
DFELE,TBM9,EDKB,LSZS,Pilatus,2503,10 Apr 25
N722VP,SR22,LSZB,LSZG,Pilatus,2503,10 Apr 25
N666CP,PA46,LSZG,LFGJ,Pilatus,2503,10 Apr 25
N980RJ,S22T,LOWS,EDNY,Pilatus,2503,10 Apr 25
PTN16G,PC24,LEMG,EGHI,Pilatus,2503,10 Apr 25
HBCYZ,COL4,LSGE,EDNY,Pilatus,2503,10 Apr 25
IOSEL,C82S,LIPN,EDNY,Pilatus,2503,10 Apr 25
N2258S,C210,EDNY,EBKT,Pilatus,2503,10 Apr 25
WZZ5RE,A320,LWSK,EDNY,Pilatus,2503,10 Apr 25
WZZ549,A320,EDNY,LWSK,Pilatus,2503,10 Apr 25
N930DH,TBM9,EDNY,EGBB,Pilatus,2503,10 Apr 25
N700JV,TBM7,LFLW,LFOR,Pilatus,2503,10 Apr 25
N700EL,TBM7,LFMD,EIDG,Pilatus,2503,10 Apr 25
N302JG,TBM7,EGJB,EIWF,Pilatus,2503,10 Apr 25
N278MP,TBM7,EGBG,EDDE,Pilatus,2503,10 Apr 25
