Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
KAY57,A19N,LTCG,LFPB,Pilatus,2504,27 Apr 25
N16HA,FA7X,KSBA,EDDB,Pilatus,2504,27 Apr 25
VJT712,GL7T,LFPB,KLAX,Pilatus,2504,27 Apr 25
N777KQ,GL7T,KLAS,EIDW,Pilatus,2504,27 Apr 25
N4K,GLF6,LERS,KLAS,Pilatus,2504,27 Apr 25
VPCOR,GA7C,EGGW,KSAN,Pilatus,2504,27 Apr 25
VPCBB,GLF6,EGGW,KSAN,Pilatus,2504,27 Apr 25
N438N,GA6C,ENGM,KVNY,Pilatus,2504,27 Apr 25
LXJ662,GLF6,EGCC,KLAX,Pilatus,2504,27 Apr 25
HNW170,E170,BIKF,EHAM,Pilatus,2504,27 Apr 25
HFM001,CL60,LPLA,KMCO,Pilatus,2504,27 Apr 25
N1852V,GLF5,KMCO,LEMD,Pilatus,2504,27 Apr 25
AOJ77U,GL5T,KOPF,LFMN,Pilatus,2504,27 Apr 25
N445SK,GLEX,KOPF,LATI,Pilatus,2504,27 Apr 25
VJT775,GLEX,LFML,KOPF,Pilatus,2504,27 Apr 25
CFXDB,GLEX,LIRE,KFXE,Pilatus,2504,27 Apr 25
QQE249,GA7C,LEMD,KPBI,Pilatus,2504,27 Apr 25
AJO466,GLEX,EGLF,KPBI,Pilatus,2504,27 Apr 25
EJM2,GLF6,LSGG,KPBI,Pilatus,2504,27 Apr 25
N788MM,GLEX,EKBI,KFLL,Pilatus,2504,27 Apr 25
CTN7413,DH8D,CYYR,BGGH,Pilatus,2504,27 Apr 25
XACOG,CL35,LFPB,CYYR,Pilatus,2504,27 Apr 25
N215CL,C700,LFBZ,CYYR,Pilatus,2504,27 Apr 25
UKN1406,B733,CYYR,BIKF,Pilatus,2504,27 Apr 25
ACA869,B38M,EGLL,CYHZ,Pilatus,2504,27 Apr 25
N178QS,GL7T,CYUL,LEMD,Pilatus,2504,27 Apr 25
WAZ85GG,A321,LRBS,OMAA,Pilatus,2504,27 Apr 25
DLH5HP,A321,LGAV,EDDM,Pilatus,2504,27 Apr 25
WAZ72HS,A321,OMAA,LRBS,Pilatus,2504,27 Apr 25
DLH92K,A320,LEMD,EDDM,Pilatus,2504,27 Apr 25
N191QS,GL7T,KTEB,LIRS,Pilatus,2504,27 Apr 25
NJE502D,GLEX,ESSB,KTEB,Pilatus,2504,27 Apr 25
N151QS,GLEX,LFPB,KTEB,Pilatus,2504,27 Apr 25
N158QS,GLEX,EGSS,KTEB,Pilatus,2504,27 Apr 25
PVA1455,GLEX,EGGP,KTEB,Pilatus,2504,27 Apr 25
TWY1962,GLF4,EGGW,KTEB,Pilatus,2504,27 Apr 25
N388AC,GLF5,KTEB,LFPB,Pilatus,2504,27 Apr 25
LXJ654,GLF6,LFMN,KTEB,Pilatus,2504,27 Apr 25
LXJ652,GLF6,KTEB,ESSB,Pilatus,2504,27 Apr 25
AEW6510,GLF6,KTEB,LGAV,Pilatus,2504,27 Apr 25
