Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
AEW6509,GLF6,LGAV,KTEB,Pilatus,2503,11 Apr 25
N113QS,GL5T,LKPR,KBGR,Pilatus,2503,11 Apr 25
N347BD,FA7X,EDDM,KMMU,Pilatus,2503,11 Apr 25
N76VZ,GLF5,LGAV,KMMU,Pilatus,2503,11 Apr 25
N822MK,GLF6,LSZH,KTTN,Pilatus,2503,11 Apr 25
T7MEL,GL5T,LFPB,KBOS,Pilatus,2503,11 Apr 25
LXJ652,GLF6,EKCH,KBED,Pilatus,2503,11 Apr 25
N801PR,GLF6,KBED,LIRI,Pilatus,2503,11 Apr 25
N181QS,GL7T,EDDS,KBED,Pilatus,2503,11 Apr 25
TWY928,CL60,KBED,LIML,Pilatus,2503,11 Apr 25
N282N,C700,KBED,LFPB,Pilatus,2503,11 Apr 25
GOMTX,GL5T,EGLF,KMDW,Pilatus,2503,11 Apr 25
CSN678,A359,ELLX,ZHCC,Pilatus,2503,11 Apr 25
CFG8DC,A320,LGIR,EDDL,Pilatus,2503,11 Apr 25
VLG1YG,A320,LEZL,LEPA,Pilatus,2503,11 Apr 25
LNX85GC,E35L,HESX,EGGW,Pilatus,2503,11 Apr 25
EWG25Z,A320,HEGN,EDDL,Pilatus,2503,11 Apr 25
RYR9WJ,A320,LEPA,LEVC,Pilatus,2503,11 Apr 25
TRA1W,B738,LIRF,EHRD,Pilatus,2503,11 Apr 25
MDO060,AT76,LMML,LMML,Pilatus,2503,11 Apr 25
CFG8CE,A320,EDDL,LGIR,Pilatus,2503,11 Apr 25
KLM85G,E295,EHAM,LEVC,Pilatus,2503,11 Apr 25
CFG202,A321,EDDL,LTAI,Pilatus,2503,11 Apr 25
EXS53G,A21N,LPFR,EGGW,Pilatus,2503,11 Apr 25
N829TD,DA42,LFBD,LEBZ,Pilatus,2503,11 Apr 25
TRA35G,B738,EHRD,LIRF,Pilatus,2503,11 Apr 25
CASA985,C295,LEZL,LEZL,Pilatus,2503,11 Apr 25
BFX42R,PRM1,EDDN,EDDN,Pilatus,2503,11 Apr 25
KLM1788,E75L,EDDV,EHAM,Pilatus,2503,11 Apr 25
VJT779,GL7T,EGKB,LIRZ,Pilatus,2503,11 Apr 25
EWG9MY,A320,EDDL,HEGN,Pilatus,2503,11 Apr 25
ANE8152,CRJX,GMFF,LEBZ,Pilatus,2503,11 Apr 25
TVF73UJ,A20N,LEMG,LFPO,Pilatus,2503,11 Apr 25
N525L,C25B,LSGS,HELX,Pilatus,2503,11 Apr 25
9HMEP,P06T,LMML,LMML,Pilatus,2503,11 Apr 25
N829TD,DA42,EDLN,LFBD,Pilatus,2503,11 Apr 25
YUBSC,PA44,LGIR,HEMM,Pilatus,2503,11 Apr 25
TVF77TM,A20N,LFPO,LEMG,Pilatus,2503,11 Apr 25
DAL1109,B739,KJAX,KATL,Pilatus,2503,11 Apr 25
SAS903,A333,ESSA,KEWR,Pilatus,2503,11 Apr 25
