Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
UAL1297,A319,KORD,KMSP,jessy0506,2508,03 Sep 25
ETD413,B789,VTSP,OMAA,jessy0506,2508,03 Sep 25
ETD407,A35K,VTBS,OMAA,jessy0506,2508,03 Sep 25
NCA159,B748,KORD,KJFK,jessy0506,2508,03 Sep 25
DAL654,B739,KSJC,KATL,Pilatus,2508,03 Sep 25
DAH2671,B738,GCLP,DAOF,Pilatus,2508,03 Sep 25
LVKOM,GLF5,SAEZ,LEBL,Pilatus,2508,03 Sep 25
LVHFT,C680,SEGU,SEGU,quiquem,2508,03 Sep 25
ELY551,B738,LLBG,LBSF,Pilatus,2508,03 Sep 25
DAL179,B752,CYUL,KDTW,Pilatus,2508,03 Sep 25
RYR8593,B738,LICR,LIPE,GLALTI,2508,03 Sep 25
RYR2MD,B738,LIPE,LICR,GLALTI,2508,03 Sep 25
VOE8SU,A319,LICJ,LIRQ,GLALTI,2508,03 Sep 25
VOE1409,A319,LIRQ,LICJ,GLALTI,2508,03 Sep 25
VOE3MG,A319,LICJ,LFBT,GLALTI,2508,03 Sep 25
CMB579,MD11,KNUW,BIKF,Pilatus,2508,03 Sep 25
VOE81LA,A319,LFBT,LICJ,GLALTI,2508,03 Sep 25
WGN8579,MD11,BIKF,EBOS,Pilatus,2508,03 Sep 25
IGA428,B763,EPKT,CYMX,Pilatus,2508,03 Sep 25
WJA62,B38M,CYHZ,LFPG,Pilatus,2508,03 Sep 25
VOE9UL,A320,LGZA,LICJ,GLALTI,2508,03 Sep 25
ACA869,B38M,EGLL,CYHZ,Pilatus,2508,03 Sep 25
VOE4PZ,A320,LICJ,LGZA,GLALTI,2508,03 Sep 25
N358DA,F2TH,EGKB,CYYR,Pilatus,2508,03 Sep 25
N992CE,F2TH,CYYR,LFMN,Pilatus,2508,03 Sep 25
KNT911,LJ45,CYYR,BIKF,Pilatus,2508,03 Sep 25
DLH6K,A359,EDDM,KSEA,GLALTI,2508,03 Sep 25
VJT801,GLEX,CYYZ,LFMV,Pilatus,2508,03 Sep 25
QQE272,GA7C,FZAA,CYYZ,Pilatus,2508,03 Sep 25
SYB926,CL60,EGSS,CYYZ,Pilatus,2508,03 Sep 25
T7DAL,GLEX,EGKB,CYYZ,Pilatus,2508,03 Sep 25
SYB021,GL5T,BIKF,CYYC,Pilatus,2508,03 Sep 25
DNU958,AT72,LICD,EKCH,Pilatus,2508,03 Sep 25
FBU91S,A359,LFPO,CYUL,Pilatus,2508,03 Sep 25
UPS203,B748,KPHL,EDDK,Pilatus,2508,03 Sep 25
N886SG,GA6C,KCLT,LSGG,Pilatus,2508,03 Sep 25
N138CR,SR22,LSZB,LSGC,Pilatus,2508,03 Sep 25
NJE681B,C68A,LSZH,LSZS,Pilatus,2508,03 Sep 25
PCH04,PC12,LSZC,LSZB,Pilatus,2508,03 Sep 25
EWG51E,B738,LBWN,EDDK,Pilatus,2508,03 Sep 25
