Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
SWR1886,BCS3,LSZH,LROP,jtwright93,2509,14 Sep 25
SWR589X,A20N,ESSA,LSZH,jtwright93,2509,14 Sep 25
T7RSA,B38M,EGSS,VAAH,11201,2509,14 Sep 25
T7RSA,B38M,KJAX,EGSS,11201,2509,14 Sep 25
EXS5CF,A21N,GCTS,EGBB,jtwright93,2509,14 Sep 25
BEL4VD,A319,LSGG,EBBR,jtwright93,2509,14 Sep 25
THY15,A359,LTFM,SBGR,jtwright93,2509,14 Sep 25
EXS14CV,A21N,EGBB,GCTS,jtwright93,2509,14 Sep 25
TAY7RN,B738,LFPG,ESSA,jtwright93,2509,14 Sep 25
N125QS,GL5T,KTPA,LIML,jtwright93,2509,13 Sep 25
GAC521Z,C510,LIRZ,LIEO,jtwright93,2509,13 Sep 25
FRO293,SB20,EPOK,ESDF,jtwright93,2509,13 Sep 25
LVVEG,GLF5,LIRA,KFAR,jtwright93,2509,13 Sep 25
LVVEG,GLF5,LEBL,LIRA,jtwright93,2509,13 Sep 25
FRO292,SB20,ESDF,EPOK,jtwright93,2509,13 Sep 25
AFR962,B77W,LFPG,MUHA,Krown,2509,13 Sep 25
BEL5BV,A320,EBBR,LFPG,Krown,2509,13 Sep 25
EXS89VB,A21N,LGRP,EGBB,jtwright93,2509,13 Sep 25
DLH1HR,A320,LGSR,EDDM,jtwright93,2509,13 Sep 25
EXS15JG,A21N,EGBB,LGRP,jtwright93,2509,13 Sep 25
TAP69AS,A319,ELLX,LPPT,jtwright93,2509,13 Sep 25
WZZ58SF,A321,LATI,EPGD,jtwright93,2509,13 Sep 25
EXS89YE,A21N,LCLK,EGBB,jtwright93,2509,13 Sep 25
EJU94PL,A320,LIMC,GMMX,jtwright93,2510,13 Sep 25
EXS78U,A21N,EGBB,LCLK,jtwright93,2509,13 Sep 25
ETD455,B77W,YSSY,OMAA,jessy0506,2509,13 Sep 25
DLH4EF,A320,EDDM,LGSR,jtwright93,2509,13 Sep 25
ETD475,B78X,WIII,OMAA,jessy0506,2509,13 Sep 25
T7JUN,FA8X,EHRD,FACT,11201,2509,13 Sep 25
ETD183A,A320,OMAA,LGSR,11201,2509,13 Sep 25
MLM005,BCS1,LEIB,OMDW,11201,2509,13 Sep 25
AEE4100,A320,LGTS,LKTB,11201,2509,13 Sep 25
WZZ38QD,A321,EPGD,LATI,jtwright93,2509,13 Sep 25
THY3ZE,A21N,LEMG,LTFM,jtwright93,2509,13 Sep 25
WZZ27XN,A321,ENGM,EPGD,jtwright93,2509,13 Sep 25
EJU72TQ,A320,LEMG,LIMC,jtwright93,2510,13 Sep 25
EJU95KT,A320,LIMC,LEMG,jtwright93,2510,13 Sep 25
DIGEA,C525,EDDL,EDLN,jtwright93,2509,13 Sep 25
SVI6610,A320,HESH,LIPX,jtwright93,2509,13 Sep 25
FJO648,GLF6,LSZH,HECA,jtwright93,2509,13 Sep 25
