Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
GJE622,GLF5,EGLF,MYNN,Pilatus,2508,24 Aug 25
GJE212,GLF5,KTEB,EGSS,Pilatus,2508,24 Aug 25
TWY181,GLEX,KTEB,LIRI,Pilatus,2508,24 Aug 25
N155RW,C56X,LPLA,CYYT,Pilatus,2508,24 Aug 25
EJM805,GLF6,KERI,EHAM,Pilatus,2508,24 Aug 25
N1AR,GLEX,KVNY,EINN,Pilatus,2508,24 Aug 25
UAE221,B77W,OMDB,KDFW,robbow93,2508,23 Aug 25
TAP1712,A320,LPMA,LPPR,robbow93,2508,23 Aug 25
KLM592,B77W,FAOR,EHAM,robbow93,2508,23 Aug 25
TAP1711,A320,LPPR,LPMA,robbow93,2508,23 Aug 25
EJU1734,A320,LGMK,LFMN,Pilatus,2508,23 Aug 25
EJU36HD,A320,LFMN,LGMK,Pilatus,2508,23 Aug 25
LGL714,B737,GCTS,ELLX,CEARAAAAAAA,2508,23 Aug 25
SAS4122,E195,ENGM,ENBO,Pilatus,2508,23 Aug 25
THY1JU,B38M,ENGM,LTFM,Pilatus,2508,23 Aug 25
PGT8BH,A320,EGSS,LTAJ,Pilatus,2508,23 Aug 25
AAR710,A21N,RPVM,RKSI,Pilatus,2508,23 Aug 25
PGT9QX,A320,LTFJ,EGSS,Pilatus,2508,23 Aug 25
LOT4TL,B772,EPWA,KJFK,Pilatus,2508,23 Aug 25
AFR11VZ,A320,LEMD,LFPG,Pilatus,2508,23 Aug 25
WIF8W,DH8D,ENVA,ENGM,Pilatus,2508,23 Aug 25
AFR19GM,A320,LFPG,LEMD,Pilatus,2508,23 Aug 25
PSUQN,GLEX,SBJH,LFMN,Pilatus,2508,23 Aug 25
AUA328,A20N,BIKF,LOWW,Pilatus,2508,23 Aug 25
VQBMS,A319,BIKF,KSFO,Pilatus,2508,23 Aug 25
N411TJ,CL60,BIKF,KTEB,Pilatus,2508,23 Aug 25
N81GJ,LJ35,CYYT,GMMN,Pilatus,2508,23 Aug 25
DAL90,B763,KATL,LSZH,Pilatus,2508,23 Aug 25
EIAER,GLF6,EIDW,KOAK,Pilatus,2508,23 Aug 25
N121CL,GL7T,KLAX,EGSS,Pilatus,2508,23 Aug 25
N121CL,GL7T,EGSS,KLAX,Pilatus,2508,23 Aug 25
QQE215,GLF6,LFKB,KLAX,Pilatus,2508,23 Aug 25
TWY21,GLF5,KVNY,LHBP,Pilatus,2508,23 Aug 25
VJT972,GLEX,KSJC,EGPH,Pilatus,2508,23 Aug 25
CFG1CJ,A320,EDDF,LSZH,Pilatus,2508,23 Aug 25
SWR166M,E190,EDDM,LSZH,Pilatus,2508,23 Aug 25
DLA5AA,E190,EDDF,LSZH,Pilatus,2508,23 Aug 25
SWR5PG,BCS1,EDDM,LSZH,Pilatus,2508,23 Aug 25
QQE746,GLF6,EGPF,KEGE,Pilatus,2508,23 Aug 25
CCA084,A19N,EDHI,UACC,Pilatus,2508,23 Aug 25
