Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N80BL,F2TH,EIDW,KBGR,Pilatus,2509,11 Sep 25
N3221B,F2TH,EINN,KBGR,Pilatus,2509,11 Sep 25
N927BR,F900,EGGW,KBGR,Pilatus,2509,11 Sep 25
LXJ484,GLF4,LIMJ,KBGR,Pilatus,2509,11 Sep 25
N900WR,GLF4,KBGR,LEMD,Pilatus,2509,11 Sep 25
ABP941,GLF6,KBOS,LZIB,Pilatus,2509,11 Sep 25
VJH974,FA7X,LFPB,KBED,Pilatus,2509,11 Sep 25
JCO1,GL7T,KBED,EGGW,Pilatus,2509,11 Sep 25
N163QS,GLEX,LIRN,KBED,Pilatus,2509,11 Sep 25
DLH66N,A321,LEAL,EDDF,Pilatus,2509,11 Sep 25
OCN6V,A320,LGIR,EDDM,Pilatus,2509,11 Sep 25
UAE41M,A359,LFLL,OMDB,Pilatus,2509,11 Sep 25
UAE89Y,A359,LIPE,OMDB,Pilatus,2509,11 Sep 25
THY671,B38M,LTFM,FZAA,Pilatus,2509,11 Sep 25
DLH55M,A321,EDDF,LEAL,Pilatus,2509,11 Sep 25
OCN48K,A320,EDDM,LGIR,Pilatus,2509,11 Sep 25
EWG70L,A320,LPPT,EDDL,Pilatus,2509,11 Sep 25
EWG31YD,A320,EDDL,LPPT,Pilatus,2509,11 Sep 25
TOM664,B788,EGBB,KMLB,Pilatus,2509,11 Sep 25
DLH8CR,A319,EBBR,EDDM,Pilatus,2509,11 Sep 25
UAE2P,A359,OMDB,LIPE,Pilatus,2509,11 Sep 25
ANE64RQ,AT76,LEMG,GEML,Pilatus,2509,11 Sep 25
DLH5ML,A319,EDDM,EBBR,Pilatus,2509,11 Sep 25
BCS3LF,A306,EDDP,EDDS,Pilatus,2509,11 Sep 25
N12NU,GLF6,EGGW,SUMU,Pilatus,2509,11 Sep 25
BCS7NC,B738,EBBR,EKCH,Pilatus,2509,11 Sep 25
CFG9AT,A321,EDDL,GCFV,Pilatus,2509,11 Sep 25
QQE738,GLF6,KPDX,LIML,Pilatus,2509,11 Sep 25
N960JB,TBM9,EGTK,LIRZ,Pilatus,2509,11 Sep 25
N940TB,TBM9,LFPN,LFKF,Pilatus,2509,11 Sep 25
N616CM,TBM8,EKRK,ESSU,Pilatus,2509,11 Sep 25
TWY928,CL60,EGGW,KBED,Pilatus,2509,11 Sep 25
N838KE,GLF5,KSWF,LDDU,Pilatus,2509,11 Sep 25
N756SJ,GA5C,KOPF,LIME,Pilatus,2509,11 Sep 25
N688CB,GLF5,EDMO,EDDL,Pilatus,2509,11 Sep 25
N650DY,GLF6,KTEB,LFTH,Pilatus,2509,11 Sep 25
N551GT,GLF5,LIRA,KBOI,Pilatus,2509,11 Sep 25
CLY138,HDJT,LIRI,EGWU,Pilatus,2509,11 Sep 25
N520EM,GL7T,KTEB,EGGW,Pilatus,2509,11 Sep 25
N499WR,GL5T,LIMJ,LFMN,Pilatus,2509,11 Sep 25
