Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
CRV1,A20N,KEWR,LFMN,Pilatus,2507,03 Aug 25
SVW51XL,FA8X,LIRA,KEWR,Pilatus,2507,03 Aug 25
N96BR,GLF6,LPBJ,KBWI,Pilatus,2507,03 Aug 25
N127QS,GL5T,KIAD,LFMN,Pilatus,2507,03 Aug 25
T7FAHA,GA6C,EGGW,KIAD,Pilatus,2507,03 Aug 25
NJE4VP,GLEX,LIML,KIAD,Pilatus,2507,03 Aug 25
N849AR,C25B,BIRK,CYYR,Pilatus,2507,03 Aug 25
SVA152,A320,LOWW,OERK,Pilatus,2507,03 Aug 25
KAC178,A20N,LOWW,OKKK,Pilatus,2507,03 Aug 25
DAL296,A339,CYYT,LGAV,Pilatus,2507,03 Aug 25
PVA1723,GLEX,LIRZ,KRDU,Pilatus,2507,03 Aug 25
DUB1,B744,EGSS,KCLE,Pilatus,2507,03 Aug 25
DUB3,B744,KCLE,EGSS,Pilatus,2507,03 Aug 25
EXS6QZ,A21N,LCLK,EGBB,Pilatus,2507,03 Aug 25
THY93L,A321,LTFM,LJLJ,Pilatus,2507,03 Aug 25
TRA46M,B738,LEPA,EHEH,Pilatus,2507,03 Aug 25
N937QS,C68A,BIKF,KBGR,Pilatus,2507,03 Aug 25
JEF11,CL60,KBGR,EFHK,Pilatus,2507,03 Aug 25
N385FD,F900,EBCI,KBGR,Pilatus,2507,03 Aug 25
N89AA,F900,EIKY,KBGR,Pilatus,2507,03 Aug 25
N756SJ,GA5C,LFTH,KBGR,Pilatus,2507,03 Aug 25
N551CB,GLF4,LFMN,KBGR,Pilatus,2507,03 Aug 25
LXJ477,GLF4,LOWS,KBGR,Pilatus,2507,03 Aug 25
N766PS,GLF5,LFMN,KBGR,Pilatus,2507,03 Aug 25
THY6EU,A21N,LTFM,LJLJ,FOMA,2507,03 Aug 25
MMD6208,FA8X,LEMG,KALB,Pilatus,2507,03 Aug 25
TWY892,GL5T,LERJ,KBOS,Pilatus,2507,03 Aug 25
LNX12MO,GLEX,EGGW,KBOS,Pilatus,2507,03 Aug 25
TWY33,GLF6,LFMN,KBOS,Pilatus,2507,03 Aug 25
N626JJ,GLEX,LTAI,KBED,Pilatus,2507,03 Aug 25
OKKKF,GLF6,KBED,LKPR,Pilatus,2507,03 Aug 25
VJT827,GLEX,KDPA,LFBU,Pilatus,2507,03 Aug 25
TWY4,GA7C,LFML,KMDW,Pilatus,2507,03 Aug 25
ELX25,B762,EHAM,EGCC,Pilatus,2507,03 Aug 25
N421AL,GLEX,LIEO,KMDW,Pilatus,2507,03 Aug 25
N190QS,GL7T,KSJC,EGWU,Pilatus,2507,03 Aug 25
EXS84T,A21N,EGBB,LCPH,Pilatus,2507,03 Aug 25
EXS84YB,A21N,EGBB,LCLK,Pilatus,2507,03 Aug 25
UAE54J,A388,LOWW,OMDB,Pilatus,2507,03 Aug 25
TRA93Q,B738,EHRD,LEPA,Pilatus,2507,03 Aug 25
