Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
TWY501,GLF6,KSJC,LPBJ,GLALTI,2509,04 Sep 25
SAH53P,BE40,LSGG,LPBJ,GLALTI,2509,04 Sep 25
NJE576Y,CL35,LEPA,LPBJ,GLALTI,2509,04 Sep 25
ENT7068,B738,DTNH,EPGD,GLALTI,2509,04 Sep 25
ENT7487,B738,EPRZ,DTNH,GLALTI,2509,04 Sep 25
WMT7RD,A21N,EGKK,LOWW,GLALTI,2509,04 Sep 25
FIN4CE,A359,EGLL,EFHK,GLALTI,2509,04 Sep 25
ENT4502,B738,DTNH,EPPO,GLALTI,2509,04 Sep 25
DLH66N,A321,LEAL,EDDF,GLALTI,2509,04 Sep 25
FIN7WG,A359,EFHK,EGLL,GLALTI,2509,04 Sep 25
DLH55M,A321,EDDF,LEAL,GLALTI,2509,04 Sep 25
ENT4089,B738,EPGD,DTNH,GLALTI,2509,04 Sep 25
TAP175,A332,LPPT,LPMA,GLALTI,2509,04 Sep 25
AUA81,B772,LOWW,KLAX,GLALTI,2509,04 Sep 25
RZO9001,A320,LPPT,EGSY,GLALTI,2509,04 Sep 25
EWG31W,A320,EDDB,LFMN,GLALTI,2509,04 Sep 25
THY7QJ,A319,LTCG,LTFM,GLALTI,2509,04 Sep 25
THY4ZQ,B38M,HEAX,LTFM,GLALTI,2509,04 Sep 25
AEE937,A20N,HEAX,LGAV,GLALTI,2509,04 Sep 25
PGT6TB,B738,HEAX,LTFJ,GLALTI,2509,04 Sep 25
DAL9936,A21N,EDHI,EHAM,GLALTI,2509,04 Sep 25
AAL9828,A321,KMDW,KORD,Pilatus,2509,04 Sep 25
AAL9827,A321,KORD,KIAD,Pilatus,2508,03 Sep 25
AAL9721,A321,KIAD,KMDW,Pilatus,2508,03 Sep 25
ETD844,B789,UUEE,OMAA,jessy0506,2508,03 Sep 25
ETD401,B78X,VTBS,OMAA,jessy0506,2508,03 Sep 25
ETD88C,B789,EGLL,OMAA,jessy0506,2508,03 Sep 25
GLMHA,GLEX,EGGW,SEGU,quiquem,2508,03 Sep 25
AEA14PA,B738,LEVC,LEMD,jessy0506,2508,03 Sep 25
AFR670,B77W,LFPG,HDAM,GLALTI,2508,03 Sep 25
AAL142,B772,KJFK,EGLL,GLALTI,2508,03 Sep 25
BAW239,B772,EGLL,KBOS,GLALTI,2508,03 Sep 25
BAW263,B772,EGLL,OERK,GLALTI,2508,03 Sep 25
RYR1PE,B738,LQSA,ESGG,GLALTI,2508,03 Sep 25
RYR4XF,B738,ESGG,LQSA,GLALTI,2508,03 Sep 25
SWR5DA,A20N,LQSA,LSZH,GLALTI,2508,03 Sep 25
SWR737A,A20N,LSZH,LQSA,GLALTI,2508,03 Sep 25
RYR4595,B738,LQSA,LEGE,GLALTI,2508,03 Sep 25
RYR4594,B738,LEGE,LQSA,GLALTI,2508,03 Sep 25
WMT3BJ,A21N,LQTZ,LOWW,GLALTI,2508,03 Sep 25
