Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
CFG2AW,A321,GCLP,EDDL,FOMA,2509,24 Sep 25
ENT4853,B738,EPBY,HEMA,FOMA,2509,24 Sep 25
RYR46FH,B738,LIRN,LIPZ,FOMA,2509,24 Sep 25
VJT768,GL7T,EGGW,CYYZ,FOMA,2509,24 Sep 25
CFG9HZ,A321,EDDL,GCLP,FOMA,2509,24 Sep 25
THY7BX,A321,LTFM,OJAI,FOMA,2509,24 Sep 25
LXJ100,GA7C,LEMD,LFMN,FOMA,2509,24 Sep 25
VJT755,GL7T,LSGG,EGLF,FOMA,2509,24 Sep 25
N1RK,TBM9,EDMO,EGTR,FOMA,2509,24 Sep 25
LXJ100,GA7C,LDDU,LEMD,FOMA,2509,24 Sep 25
PGT387,A21N,UUWW,LTFJ,FOMA,2509,24 Sep 25
AIB102,A35K,EDHI,LFBO,FOMA,2509,24 Sep 25
AIB101,A35K,LFBO,EDHI,FOMA,2509,24 Sep 25
VPCFK,GL7T,EDVE,EGKB,FOMA,2509,24 Sep 25
WMT4QK,A320,EDDN,LUKK,FOMA,2509,24 Sep 25
WMT6D,A320,LUKK,EDDN,FOMA,2509,24 Sep 25
EJU7280,A320,EGGP,LEPA,Krown,2509,24 Sep 25
EJU65GQ,A320,LEPA,EGGP,Krown,2509,24 Sep 25
EJU15ZG,A320,LFQQ,LEPA,Krown,2509,24 Sep 25
SKW5593,E75L,KORD,KMEM,Pilatus,2509,23 Sep 25
ETD403,B77W,VTBS,OMAA,jessy0506,2509,23 Sep 25
ETD412,B78X,OMAA,VTSP,jessy0506,2509,23 Sep 25
ETD9735,B77L,OMAA,ZSPD,jessy0506,2509,23 Sep 25
ETD889,B789,ZBAD,OMAA,jessy0506,2509,23 Sep 25
ETD413,B78X,VTSP,OMAA,jessy0506,2509,23 Sep 25
AEA088,B789,MDSD,LEMD,jessy0506,2509,23 Sep 25
THY6196,B77L,LTFM,DNMM,robbow93,2509,23 Sep 25
EZS36LP,A320,EPKK,LFSB,robbow93,2509,23 Sep 25
RYR599J,B38M,EGSS,GCTS,robbow93,2509,23 Sep 25
RYR3ZR,B738,EVRA,EGSS,robbow93,2509,23 Sep 25
ENT81FB,B738,LESA,LHBP,robbow93,2509,23 Sep 25
QTR95X,B77L,OTHH,LHBP,sam,2510,23 Sep 25
UAL4202,B763,KORD,KORD,Pilatus,2509,22 Sep 25
EJU124P,A320,LFMN,LFQQ,Krown,2509,22 Sep 25
EJU623J,A320,LFQQ,LFMN,Krown,2509,22 Sep 25
QTR8342,B77L,UBBB,WSSS,robbow93,2509,22 Sep 25
CFG5PM,A321,GCFV,EDDL,robbow93,2509,22 Sep 25
UAL1538,B38M,CYYZ,KORD,Pilatus,2509,22 Sep 25
BCI505,AT75,LFPG,EGJJ,quentin91700,2509,22 Sep 25
RZO513,A20N,LFPG,LPPD,quentin91700,2509,22 Sep 25
