Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
ENT52CE,B738,ENGM,ENSB,Majster,2506,26 Jun 25
QTR703,B77W,OTHH,KJFK,Volarium,2506,26 Jun 25
ITY672,A332,LIRF,SBGL,Volarium,2506,26 Jun 25
EXS347Q,A21N,LEPA,EGGW,Volarium,2506,26 Jun 25
DLH088,A320,EDDF,EDDL,Volarium,2506,26 Jun 25
PGT1668,A320,EDDK,LTAJ,Volarium,2506,26 Jun 25
CFG1ZH,A321,LEPA,EDDM,Volarium,2506,26 Jun 25
BEL3JZ,A319,EDDB,EBBR,Volarium,2506,26 Jun 25
BAW2MW,A35K,EGLL,KLAS,Volarium,2506,26 Jun 25
CFG1EZ,A321,EDDM,LEPA,Volarium,2506,26 Jun 25
ENT4212,B738,DTTJ,EPWA,Volarium,2506,26 Jun 25
PGT27BP,A320,LTFJ,EDDK,Volarium,2506,26 Jun 25
BEL1EX,A319,EBBR,EDDB,Volarium,2506,26 Jun 25
DLA38J,E195,EDDM,LOWG,Volarium,2506,26 Jun 25
LOT6331,B38M,EPWA,DTNH,Volarium,2506,26 Jun 25
SXS6CC,B38M,LTAI,LOWG,Volarium,2506,26 Jun 25
EZY65GW,A320,EGCC,LSGG,Volarium,2506,26 Jun 25
PGT7HT,A21N,LTFJ,LSZH,Volarium,2506,26 Jun 25
BAW885R,A320,LROP,EGLL,Volarium,2506,26 Jun 25
ENT7036,B738,HEGN,EPWA,Volarium,2506,26 Jun 25
AHK9091,A306,EDDP,LHBP,Volarium,2506,26 Jun 25
TVL5089,B738,LGPZ,LHBP,Volarium,2506,26 Jun 25
TVL5088,B738,LHBP,LGPZ,Volarium,2506,26 Jun 25
AHK9683,A306,OMDW,EDDP,Volarium,2506,26 Jun 25
DLH870,A321,EDDF,ENZV,100_above,2506,26 Jun 25
DLH8NV,A320,ESSA,EDDF,100_above,2506,26 Jun 25
LHX9WE,A319,EDDM,EDDW,100_above,2506,26 Jun 25
DLH6UV,A321,EDDM,EDDH,100_above,2506,26 Jun 25
AUA430,A320,LFMN,LOWW,100_above,2506,26 Jun 25
AUA429L,A320,LOWW,LFMN,100_above,2506,26 Jun 25
OAL093,A320,LGSK,LGAV,11201,2506,26 Jun 25
OAL092,A320,LGAV,LGSK,11201,2506,26 Jun 25
AEE4012,A20N,LGAV,LIRN,11201,2506,26 Jun 25
AEE4248,A320,LGIR,EDJA,11201,2506,26 Jun 25
AEE4249,A320,EDJA,LGIR,11201,2506,26 Jun 25
AEE4314,A320,LGRP,LOWL,11201,2506,26 Jun 25
AEE4315,A320,LOWL,LGRP,11201,2506,26 Jun 25
AEE4316,A320,LGRP,ESNS,11201,2506,26 Jun 25
AEE4317,A320,ESNS,LGRP,11201,2506,26 Jun 25
AEE4566,A320,LGSA,LRBV,11201,2506,26 Jun 25
