Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
MSC2909,A20N,EDDE,HEGN,FOMA,2506,21 Jun 25
RYR5429,B738,EVRA,EPKK,FOMA,2506,21 Jun 25
RYR729V,B738,LFOB,EVRA,FOMA,2506,21 Jun 25
RYR443T,B738,EVRA,LFOB,FOMA,2506,21 Jun 25
UAL523,B38M,LPMA,KEWR,jtwright93,2506,21 Jun 25
UAL522,B38M,KEWR,LPMA,jtwright93,2506,21 Jun 25
NIA8603,A320,HEGN,EDDE,jtwright93,2506,21 Jun 25
NIA7605,A320,HEGN,LRCL,jtwright93,2506,21 Jun 25
SEH4IK,AT76,LGAV,LGIK,jtwright93,2506,21 Jun 25
RYR4TK,B738,LGAV,LGLM,jtwright93,2506,21 Jun 25
SME676,C680,LEIB,UBBB,jtwright93,2506,21 Jun 25
AFR16QK,A319,LFPG,LGSR,jtwright93,2506,21 Jun 25
CAL5685,B77L,VABB,EHAM,jtwright93,2506,21 Jun 25
ENT4EH,B738,EPKT,EPGD,Majster,2506,20 Jun 25
SJV573,A320,WAWB,WAAA,CEARAAAAAAA,2503,20 Jun 25
SJV572,A320,WAAA,WAWB,CEARAAAAAAA,2503,20 Jun 25
UAL1103,B38M,KSFO,MPTO,dx73790,2506,20 Jun 25
LNI550,B738,WAHI,WAQQ,CEARAAAAAAA,2503,20 Jun 25
ENT6HC,B738,EPPO,EPRZ,Majster,2506,20 Jun 25
ENT77CE,B738,LGRP,EPKT,Majster,2506,20 Jun 25
ENT77KA,B738,EPKT,LGRP,Majster,2506,20 Jun 25
ENT1014,B738,GMAD,EPWA,Majster,2506,20 Jun 25
ENT1013,B738,EPWA,GMAD,Majster,2506,20 Jun 25
ENT14DA,B738,LEMG,EPWA,Majster,2506,20 Jun 25
ENT15EN,B738,EPWA,LEMG,Majster,2506,20 Jun 25
ENT12TP,B738,LGZA,EPWA,Majster,2506,20 Jun 25
ENT17FA,B738,EPWA,LGZA,Majster,2506,20 Jun 25
TSC276,A21N,CYUL,LEVC,Peteking,2506,20 Jun 25
EJU49MG,A21N,LPMA,LPPT,Peteking,2506,20 Jun 25
HAT061P,B734,LGKO,LZIB,jtwright93,2506,20 Jun 25
HAT6060,B734,LZIB,LGKO,jtwright93,2506,20 Jun 25
BAW885R,A320,LROP,EGLL,jtwright93,2506,20 Jun 25
EXS32HL,A21N,LGIR,EGCC,jtwright93,2506,20 Jun 25
AIC118,B788,EGBB,VIAR,jtwright93,2506,20 Jun 25
SWR176,B77W,LSZH,WSSS,jtwright93,2510,20 Jun 25
RZO127,A320,LPPT,LPPD,jtwright93,2506,20 Jun 25
THY3GM,A321,LTFM,LKPR,jtwright93,2506,20 Jun 25
THY7UK,A321,LTFM,LMML,jtwright93,2506,20 Jun 25
FYC729,A320,OSAP,OMDW,jtwright93,2506,20 Jun 25
BGH3208,A319,LZIB,LBWN,jtwright93,2506,20 Jun 25
