Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
FDB9741,B38M,KBFI,EINN,Pilatus,2506,14 Jun 25
N721GA,GA7C,KSFO,LFPB,Pilatus,2506,14 Jun 25
ANE8266,CRJX,LEAM,LPPR,Pilatus,2506,14 Jun 25
EJU1712,A320,GCTS,LFMN,Pilatus,2506,14 Jun 25
RYS3086,B738,LGKR,EPGD,Pilatus,2506,14 Jun 25
EVA067,B77W,VTBS,EGLL,Pilatus,2506,14 Jun 25
PGT8QA,A320,LTFJ,ESSA,Pilatus,2506,14 Jun 25
WZZ577,A321,LFPO,EPWA,Pilatus,2506,14 Jun 25
THY77J,B77W,LTFM,KMIA,Pilatus,2506,14 Jun 25
PGT1257,A320,LTFJ,EHAM,Pilatus,2506,14 Jun 25
RYS3083,B738,EPKT,LGKR,Pilatus,2506,14 Jun 25
WZZ1919,A321,EPWA,EBCI,Pilatus,2506,14 Jun 25
EJU73ME,A320,LFMN,GCTS,Pilatus,2506,14 Jun 25
AUA102M,A320,EDDM,LOWW,Pilatus,2506,14 Jun 25
HLJ941,A320,LROP,LKPR,Pilatus,2506,14 Jun 25
WZZ37DB,A321,EPWA,LFPO,Pilatus,2506,14 Jun 25
HLJ941,A320,LROP,LKPR,Pilatus,2506,14 Jun 25
SXS6TH,B738,LTBJ,EGBB,Pilatus,2506,14 Jun 25
KAY53,A319,KEWR,LIRI,Pilatus,2506,14 Jun 25
KAY51,A319,KEWR,LIRN,Pilatus,2506,14 Jun 25
SEK6497,A320,EDDM,HEGN,Pilatus,2506,14 Jun 25
N99YY,M20P,LIPV,EDMA,Pilatus,2506,14 Jun 25
PVA596P,GLEX,LIRN,LFMN,Pilatus,2506,14 Jun 25
N918LL,GLF4,GCLP,SBGR,Pilatus,2506,14 Jun 25
PVA1587,GLEX,KTEB,EGGW,Pilatus,2506,14 Jun 25
N8888,F2TH,LSGG,LFMN,Pilatus,2506,14 Jun 25
N888XM,GLF6,LFPB,LFMN,Pilatus,2506,14 Jun 25
N870PS,GLF6,EGGW,OTBD,Pilatus,2506,14 Jun 25
CMB562,B772,EPPO,KAFW,Pilatus,2506,14 Jun 25
CMB562,B772,KFOE,EKBI,Pilatus,2506,14 Jun 25
EJM77,FA7X,KTEB,LIRN,Pilatus,2506,14 Jun 25
N750PB,GL7T,LFMN,KEWR,Pilatus,2506,14 Jun 25
N7DK,GLF4,KPTK,LFMN,Pilatus,2506,14 Jun 25
PVA637P,GLEX,LDPL,LFPB,Pilatus,2506,14 Jun 25
N651WE,GLF6,EGGW,KTEB,Pilatus,2506,14 Jun 25
N650VC,GLF6,KMIA,EDDB,Pilatus,2506,14 Jun 25
N610SN,F2TH,EPWA,EKCH,Pilatus,2506,14 Jun 25
N60PA,GLF5,EDDM,KFXE,Pilatus,2506,14 Jun 25
N575BW,SF50,EGBB,LERS,Pilatus,2506,14 Jun 25
N555GA,GLF6,KIAD,EGLF,Pilatus,2506,14 Jun 25
