Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N480VR,GLF4,EGGW,KTEB,Pilatus,2506,28 Jun 25
TFF967,GLF5,LFPB,KTEB,Pilatus,2506,28 Jun 25
N989AR,GLF5,KTEB,EGSS,Pilatus,2506,28 Jun 25
VPCVA,GLF6,LFPB,KTEB,Pilatus,2506,28 Jun 25
TRA54U,A21N,EHEH,LGZA,FOMA,2506,28 Jun 25
FJO649,GLF6,KTEB,LFMN,Pilatus,2506,28 Jun 25
N678GA,GLF6,KTEB,LIRP,Pilatus,2506,28 Jun 25
N622JD,CL60,LPLA,KIAD,Pilatus,2506,28 Jun 25
SMB355,GA6C,ORER,KIAD,Pilatus,2506,28 Jun 25
QQE210,GA7C,KIAD,LFPB,Pilatus,2506,28 Jun 25
NUM601,GLF5,ENGM,KIAD,Pilatus,2506,28 Jun 25
EZY83WM,A320,EGKK,LGKF,FOMA,2506,28 Jun 25
SVW46DD,B739,KPSM,LFMN,Pilatus,2506,28 Jun 25
CMB578,B744,LBSF,KPSM,Pilatus,2506,28 Jun 25
N167QS,GLEX,LIRP,KPSM,Pilatus,2506,28 Jun 25
ENT7996,B738,HEMM,EPKT,Majster,2506,28 Jun 25
ENT7995,B738,EPKT,HEMM,Majster,2506,28 Jun 25
ENT4068,B738,HEMA,EPGD,Majster,2506,28 Jun 25
ENT4065,B738,EPWR,HEMA,Majster,2506,28 Jun 25
LXJ489,GLF4,KTEB,LOWS,Pilatus,2506,28 Jun 25
LXJ664,GLF6,KSFO,LGKR,Pilatus,2506,28 Jun 25
LXJ453,GLF4,KGNV,EINN,Pilatus,2506,28 Jun 25
LXJ663,GLF6,LDSP,KCLE,Pilatus,2506,28 Jun 25
LXJ670,GLF6,ENGM,KMHT,Pilatus,2506,28 Jun 25
N623MM,GA6C,EGAA,KALB,Pilatus,2506,28 Jun 25
N888ND,GLF4,EGLF,KALB,Pilatus,2506,28 Jun 25
XARWS,E35L,EGSS,KBGR,Pilatus,2506,28 Jun 25
N12LX,F2TH,EINN,KBGR,Pilatus,2506,28 Jun 25
N284SE,G280,EBKT,KBGR,Pilatus,2506,28 Jun 25
N929WG,G280,KBGR,LFML,Pilatus,2506,28 Jun 25
N48PL,GLF4,LIMJ,KBGR,Pilatus,2506,28 Jun 25
N1JM,GLF4,KBGR,EINN,Pilatus,2506,28 Jun 25
GJI85U,H25B,BIKF,KBGR,Pilatus,2506,28 Jun 25
N973AC,GLF5,LIBD,KMMU,Pilatus,2506,28 Jun 25
N5CP,GLF6,LFML,KTTN,Pilatus,2506,28 Jun 25
LXJ757,GLF6,LEST,KTTN,Pilatus,2506,28 Jun 25
LXJ610,E550,KFOK,EGCC,Pilatus,2506,28 Jun 25
N228AP,FA7X,EFHK,KFOK,Pilatus,2506,28 Jun 25
N104QS,GL5T,LSZB,KFOK,Pilatus,2506,28 Jun 25
N122QS,GL5T,EKCH,KFOK,Pilatus,2506,28 Jun 25
