Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
T7BPJ,PC12,LHBP,UGTB,capt_beanie,2506,23 Jun 25
T7BPJ,PC12,LFRV,LHBP,capt_beanie,2506,23 Jun 25
EZE44SN,AT76,EGMC,EGHQ,capt_beanie,2506,23 Jun 25
EZE43NS,AT76,EGHQ,EGMC,capt_beanie,2506,23 Jun 25
MSPOR,BE20,EGJJ,EGMC,capt_beanie,2506,23 Jun 25
UPS236,B763,EDDK,EGSS,capt_beanie,2506,23 Jun 25
ENT1342,B38M,DTNH,EPKT,capt_beanie,2506,23 Jun 25
DIR2117,A320,LGAV,HETB,capt_beanie,2506,23 Jun 25
TDR676,A320,LEVD,LJLJ,capt_beanie,2506,23 Jun 25
ELY485,B739,LLBG,LIRF,capt_beanie,2506,23 Jun 25
CFE80NJ,E190,LIRQ,EGLC,capt_beanie,2506,23 Jun 25
EJU79RW,A20N,GCFV,LIMC,capt_beanie,2506,23 Jun 25
DIR2115,A320,LCLK,HETB,capt_beanie,2506,23 Jun 25
BAW710R,A320,EGLL,LSZH,capt_beanie,2506,23 Jun 25
DIR2111,A320,LHBP,HETB,capt_beanie,2506,23 Jun 25
N1967M,GA6C,KMDW,EGGW,capt_beanie,2506,23 Jun 25
TUI807,B38M,LGKO,EDDM,capt_beanie,2506,23 Jun 25
AIB600C,A21N,EDHI,EDHI,capt_beanie,2506,23 Jun 25
AUA88,B789,KJFK,LOWW,capt_beanie,2506,23 Jun 25
TOW2230,A332,EGVN,FHAW,GLALTI,2506,23 Jun 25
UAL2736,B739,KIAH,KSAN,dx73790,2506,23 Jun 25
SME693,C680,HETB,LIRA,adrianospada,2506,22 Jun 25
SME692,C680,LSGG,HETB,adrianospada,2506,22 Jun 25
DLH2679,A321,LIBD,EDDM,adrianospada,2506,22 Jun 25
DLH2678,A321,EDDM,LIBD,adrianospada,2506,22 Jun 25
ETD5GZ,B77W,EHAM,OMAA,That747Pilot,2506,22 Jun 25
ETD128,B789,EDDM,OMAA,That747Pilot,2506,22 Jun 25
ETD842,B789,UUEE,OMAA,That747Pilot,2506,22 Jun 25
ETD215,A320,VIDP,OMAA,That747Pilot,2506,22 Jun 25
ETD711,A320,OMAA,HECA,That747Pilot,2506,22 Jun 25
ETD363,A321,VOCL,OMAA,That747Pilot,2506,22 Jun 25
ETD262,A320,OMAA,VOTV,That747Pilot,2506,22 Jun 25
ETD859,A320,URSS,OMAA,That747Pilot,2506,22 Jun 25
ETD7KP,B77W,OMAA,YSSY,That747Pilot,2506,22 Jun 25
TVS2896,B738,LKMT,LBWN,Majster,2506,22 Jun 25
TVS2896,B738,LKTB,LKMT,Majster,2506,22 Jun 25
TVS6TW,A320,LGIR,LKMT,Majster,2506,22 Jun 25
TVS5TW,A320,LKMT,LGIR,Majster,2506,22 Jun 25
TVS8TY,A320,LTAI,LKMT,Majster,2506,22 Jun 25
TVS7TY,A320,LKMT,LTAI,Majster,2506,22 Jun 25
