Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
AEE3TC,A320,LICC,LGAV,Pilatus,2505,18 May 25
EXS14RT,B738,LDSP,EGSS,Pilatus,2505,18 May 25
LOT6568,B38M,LGSR,EPWA,Pilatus,2505,18 May 25
BOX513,B77L,OMDB,EDDP,Pilatus,2505,18 May 25
N579MP,TBM9,EDDM,LTFE,Pilatus,2505,18 May 25
RYR30TU,B738,EIDW,LEMD,Pilatus,2505,18 May 25
AUA2CT,B772,EDDF,LOWW,Pilatus,2505,18 May 25
PEV971,E170,LSZH,LSZR,Pilatus,2505,18 May 25
IFA2152,CL60,EDDM,UUWW,Pilatus,2505,18 May 25
RYR1DL,B738,EGSS,LGTS,Pilatus,2505,18 May 25
LOT6361,B38M,EPWA,LGSA,Pilatus,2505,18 May 25
LOT6567,B38M,EPWA,LGSR,Pilatus,2505,18 May 25
AUA2PD,B772,LOWW,EDDF,Pilatus,2505,18 May 25
ITY1778,A320,LICJ,LIRF,Pilatus,2505,18 May 25
CFG2090,A339,EDDF,KPDX,Pilatus,2505,18 May 25
LXJ661,GLF6,KBFI,LFPB,Pilatus,2505,18 May 25
N168QS,GLEX,KBFI,EINN,Pilatus,2505,18 May 25
OCN6NH,A320,LEPA,EDDM,Pilatus,2505,18 May 25
OCN4KR,A320,EDDM,LEPA,Pilatus,2505,18 May 25
AFR500,B77W,LFPG,SPJC,Pilatus,2505,18 May 25
CFE57F,E190,LFKC,LESO,Pilatus,2505,18 May 25
CFE882,E190,EGSS,LFKC,Pilatus,2505,18 May 25
N85M,GA6C,LFPB,LIMC,Pilatus,2505,18 May 25
N713TS,E190,EIDW,KBGR,Pilatus,2505,18 May 25
N263TH,C700,LIRN,LMML,Pilatus,2505,18 May 25
TWY42,GL7T,EGLF,LIML,Pilatus,2505,18 May 25
N703CX,C700,LPAZ,KPVD,Pilatus,2505,18 May 25
TWY188,GL7T,KSBA,LEBL,Pilatus,2505,18 May 25
OAE530,B762,KIAD,EINN,Pilatus,2505,18 May 25
MLM026,A20N,UAAA,LFMN,Pilatus,2505,18 May 25
N201CE,GLF6,EGLF,KFTY,Pilatus,2505,18 May 25
PVA1534,GLEX,KSUS,LEBL,Pilatus,2505,18 May 25
RDN088,B737,LEMG,KIAD,Pilatus,2505,18 May 25
N1FE,GLEX,LEMG,KMEM,Pilatus,2505,18 May 25
KAY53,A319,LFMN,EDDM,Pilatus,2505,18 May 25
N907PH,GLEX,KMDW,EGGW,Pilatus,2505,18 May 25
N93VP,GLF5,EGLF,ESSA,Pilatus,2505,18 May 25
KNT67,CL60,LFPB,EGBB,Pilatus,2505,18 May 25
GLJ75YS,GL7T,EGGD,LFML,Pilatus,2505,18 May 25
CMB329,B763,EINN,ENDU,Pilatus,2505,18 May 25
