Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
ETD844,B789,UUEE,OMAA,That747Pilot,2508,13 Aug 25
ETD801,A35K,RJAA,OMAA,That747Pilot,2508,13 Aug 25
ETD204,B77W,OMAA,VABB,That747Pilot,2508,13 Aug 25
ETD475,B78X,WIII,OMAA,That747Pilot,2508,13 Aug 25
ETD413,B789,VTSP,OMAA,That747Pilot,2508,13 Aug 25
ETD815,B789,RJBB,OMAA,That747Pilot,2508,13 Aug 25
ETD843,B789,OMAA,UUEE,That747Pilot,2508,13 Aug 25
ULC22,PC24,LSZS,LIEO,Pilatus,2508,13 Aug 25
N301SR,B737,LTFE,ENGM,Pilatus,2508,13 Aug 25
EDW273,A320,LFBZ,LSZH,Pilatus,2508,13 Aug 25
EDW272,A320,LSZH,LFBZ,Pilatus,2508,13 Aug 25
CFXDB,GLEX,LLBG,CYUL,Pilatus,2508,13 Aug 25
LVCCW,CL60,SEGU,KSJC,quiquem,2508,13 Aug 25
LVCCW,CL60,SADF,SEGU,quiquem,2508,13 Aug 25
N510SP,GLF4,KFTW,BIKF,Pilatus,2508,13 Aug 25
N11DG,EPIC,BGGH,CYYR,Pilatus,2508,13 Aug 25
N48C,E55P,CYYR,BIKF,Pilatus,2508,13 Aug 25
N92WL,E55P,BGSF,CYYR,Pilatus,2508,13 Aug 25
N841SU,C208,CYYR,BGSF,Pilatus,2508,13 Aug 25
SPCHE,HDJT,EGPC,BIKF,Pilatus,2508,13 Aug 25
THY1PV,A321,EBBR,LTFM,Pilatus,2508,13 Aug 25
FYG82M,F900,LTFJ,EBAW,Pilatus,2508,13 Aug 25
MCUZU,F900,LIRN,EGHI,Pilatus,2508,13 Aug 25
EJU7970,A319,ENEV,EHAM,Pilatus,2508,13 Aug 25
MMD6282,FA7X,EKSB,KLAX,Pilatus,2508,13 Aug 25
EDW16,A343,LSZH,KDEN,Pilatus,2508,13 Aug 25
THY3UY,A321,LTFM,EDDS,Pilatus,2508,13 Aug 25
THY2TK,A321,LTFM,EDDN,Pilatus,2508,13 Aug 25
N110WA,GLF4,BIKF,KMLI,Pilatus,2508,13 Aug 25
THY4XK,A321,LTFM,EBBR,Pilatus,2508,13 Aug 25
N164QS,GLEX,KMCO,DGAA,Pilatus,2508,13 Aug 25
JBD2,FA6X,KOPF,LEBL,Pilatus,2508,13 Aug 25
VJH992,FA7X,LEXJ,KOPF,Pilatus,2508,13 Aug 25
SWW1C,GLEX,LEMG,KOPF,Pilatus,2508,13 Aug 25
N55BS,C700,KFLL,LPHR,Pilatus,2508,13 Aug 25
NJE685W,GLEX,EPMO,KTTN,Pilatus,2508,13 Aug 25
LXJ672,GLF6,LFMN,KOMA,Pilatus,2508,13 Aug 25
LXJ662,GLF6,KOQU,LPBJ,Pilatus,2508,13 Aug 25
T7EGI,GL7T,OJAI,KFOK,Pilatus,2508,13 Aug 25
TWY43,GLEX,KFOK,EGLF,Pilatus,2508,13 Aug 25
