Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
RYR2HA,B738,LFOB,LCPH,hugoflying,2510,07 Oct 25
RYR2316,B38M,LFOB,EIDW,hugoflying,2510,07 Oct 25
RYR56MV,B738,LFOB,LIBD,hugoflying,2510,07 Oct 25
RYR32UE,B738,LFOB,EPKK,hugoflying,2510,07 Oct 25
MASBA,CL35,LFOB,EGSS,hugoflying,2510,07 Oct 25
RYR98SC,B38M,LFOB,LRCL,hugoflying,2510,07 Oct 25
RYR19XF,B738,LFOB,LROP,hugoflying,2510,07 Oct 25
RYR52GT,B38M,LFOB,LATI,hugoflying,2510,07 Oct 25
WZZ7UT,A21N,LFOB,UDYZ,hugoflying,2510,07 Oct 25
RUK7CL,B738,LFOB,EGCC,hugoflying,2510,07 Oct 25
RYR3EP,B738,LFOB,LICC,hugoflying,2510,07 Oct 25
WZZ6K,A320,LFOB,LWSK,hugoflying,2510,07 Oct 25
WMT294,A320,LFOB,LRTR,hugoflying,2510,07 Oct 25
RYR38ZU,B738,LFOB,EPWR,hugoflying,2510,07 Oct 25
WMT3487,A320,LFOB,LUKK,hugoflying,2510,07 Oct 25
RYR29JA,B738,LFOB,EIDW,hugoflying,2510,07 Oct 25
RYR57UJ,B738,LFOB,LPFR,hugoflying,2510,07 Oct 25
RYR38SM,B738,LFOB,EPMO,hugoflying,2510,07 Oct 25
RYR864D,B738,LFOB,LHBP,hugoflying,2510,07 Oct 25
RYR4J,B38M,LFOB,LIRN,hugoflying,2510,07 Oct 25
RYR9,A320,LFOB,LOWW,hugoflying,2510,07 Oct 25
RYR6MA,B738,LFOB,LIMC,hugoflying,2510,07 Oct 25
RYR65AT,B38M,LFOB,LFMU,hugoflying,2510,07 Oct 25
RYR9QA,A320,LFOB,LDZA,hugoflying,2510,07 Oct 25
RYR29JY,B38M,LFOB,LIPH,hugoflying,2510,07 Oct 25
RYR69WT,B738,LFOB,LEGE,hugoflying,2510,07 Oct 25
RYR53XB,B738,LFOB,LIRP,hugoflying,2510,07 Oct 25
RYR74YL,B738,LFOB,LIPE,hugoflying,2510,07 Oct 25
RYR3DP,B738,LFOB,GMMX,hugoflying,2510,07 Oct 25
RYR3JD,B738,LFOB,LPMA,hugoflying,2510,07 Oct 25
RYR719,B38M,LFOB,EGBB,hugoflying,2510,07 Oct 25
RYR8865,B738,LFOB,EIDW,hugoflying,2510,07 Oct 25
RYR3ME,B738,LFOB,LPPR,hugoflying,2510,07 Oct 25
RYR94CM,B38M,LFOB,GMTT,hugoflying,2510,07 Oct 25
RYR9866,B38M,LFOB,LIME,hugoflying,2510,07 Oct 25
RYR1JV,B738,LFOB,LEBL,hugoflying,2510,07 Oct 25
RYR50BM,B738,LFOB,LPPT,hugoflying,2510,07 Oct 25
RYR5MV,B738,LFOB,EPKK,hugoflying,2510,07 Oct 25
WMT3873,A21N,LFOB,LATI,hugoflying,2510,07 Oct 25
WMT963,A321,LFOB,LROP,hugoflying,2510,07 Oct 25
