continent,subcontinent,country,iata,country_code,region_name,icao,airport,latitude,longitude
Europe,Southern Europe,Spain,TFN,ES,Canarias,GCXO,Tenerife North Airport,28.4847,-16.3439
Europe,Southern Europe,Spain,TFS,ES,Canarias,GCTS,Tenerife South Airport,28.046,-16.5728
Europe,Southern Europe,Spain,VLC,ES,"Valenciana, Comunidad",LEVC,Valencia Airport,39.4893,-0.481625
Europe,Southern Europe,Spain,VLL,ES,Castilla y Leon,LEVD,Valladolid Airport,41.7061,-4.85194
Europe,Southern Europe,Spain,VGO,ES,Galicia,LEVX,Vigo-Peinador Airport,42.2318,-8.62677
Europe,Southern Europe,Spain,VIT,ES,Pais Vasco,LEVT,Vitoria Airport,42.8828,-2.72447
Europe,Southern Europe,Spain,ZAZ,ES,Aragon,LEZG,Zaragoza Airport,41.6662,-1.04155
Europe,Eastern Europe,Albania,TIA,IR,Azarbayjan-e Gharbi,LATI,Tirana International Airport,41.4147,19.7206
Europe,Eastern Europe,Belarus,GNA,BY,Hrodzenskaya voblasts',UMMG,Grodno Airport,53.602,24.0538
Europe,Eastern Europe,Belarus,GME,BY,Homyel'skaya voblasts',UMGG,Gomel Airport,52.527,31.0167
Europe,Eastern Europe,Belarus,MSQ,BY,Minskaya voblasts',UMMS,Minsk National Airport,53.8825,28.0307
Europe,Eastern Europe,Bosnia and Herzegovina,BNX,BA,Republika Srpska,LQBK,Banja Luka International Airport,44.9414,17.2975
Europe,Eastern Europe,Bosnia and Herzegovina,OMO,BA,Federacija Bosne i Hercegovine,LQMO,Mostar Airport,43.2829,17.8459
Europe,Eastern Europe,Bosnia and Herzegovina,SJJ,BA,Federacija Bosne i Hercegovine,LQSA,Sarajevo International Airport,43.8246,18.3315
Europe,Eastern Europe,Bosnia and Herzegovina,TZL,BA,Federacija Bosne i Hercegovine,LQTZ,Tuzla International Airport,44.4587,18.7248
Europe,Eastern Europe,Bulgaria,BOJ,BG,Burgas,LBBG,Burgas Airport,42.5696,27.5152
Europe,Eastern Europe,Bulgaria,PDV,BG,Plovdiv,LBPD,Plovdiv Airport,42.0678,24.8508
Europe,Eastern Europe,Bulgaria,SOF,BG,Sofia,LBSF,Sofia Airport,42.6967,23.4114
Europe,Eastern Europe,Bulgaria,VAR,BG,Varna,LBWN,Varna Airport,43.2321,27.8251
Europe,Eastern Europe,Kosovo,PRN,XK,Pristina,BKPR,Pristina Adem Jashari Airport,42.5745,21.0294
Europe,Eastern Europe,Moldova,RMO,MD,Chisinau,LUKK,Chisinau International Airport,46.9277,28.931
Europe,Eastern Europe,Romania,ARW,RO,Arad,LRAR,Arad International Airport,46.1766,21.262
Europe,Eastern Europe,Romania,BCM,RO,Bacau,LRBC,Bacau International Airport,46.5219,26.9103
Europe,Eastern Europe,Romania,BAY,RO,Maramures,LRBM,Baia Mare Airport,47.6606,23.4673
Europe,Eastern Europe,Romania,GHV,RO,Brasov,LRBV,Brasov Airport,45.6942,25.5172
Europe,Eastern Europe,Romania,OTP,RO,Ilfov,LROP,Bucharest Henri Coandă International Airport,44.5711,26.085
Europe,Eastern Europe,Romania,BBU,RO,Bucuresti,LRBS,Aurel Vlaicu International Airport,44.496,26.0814
Europe,Eastern Europe,Romania,CLJ,RO,Cluj,LRCL,Cluj-Napoca International Airport,46.7852,23.6862
Europe,Eastern Europe,Romania,CND,RO,Constanta,LRCK,Mihail Kogalniceanu International Airport,44.3622,28.4883
Europe,Eastern Europe,Romania,CRA,RO,Dolj,LRCV,Craiova International Airport,44.3181,23.8886
Europe,Eastern Europe,Romania,IAS,RO,Iasi,LRIA,Iasi International Airport,47.1785,27.6206
Europe,Eastern Europe,Romania,OMR,RO,Bihor,LROD,Oradea International Airport,47.0253,21.9025
Europe,Eastern Europe,Romania,SUJ,RO,Satu Mare,LRSM,Satu Mare International Airport,47.7033,22.8857
Europe,Eastern Europe,Romania,SBZ,RO,Sibiu,LRSB,Sibiu International Airport,45.7856,24.0913
Europe,Eastern Europe,Romania,SCV,RO,Suceava,LRSV,Suceava International Airport (Stefan cel Mare Int'l),47.6875,26.3541
Europe,Eastern Europe,Romania,TGM,RO,Mures,LRTM,Targu Mures International Airport,46.4677,24.4125
Europe,Eastern Europe,Romania,TSR,RO,Timis,LRTR,Timisoara Traian Vuia International Airport,45.8099,21.3379
Europe,Eastern Europe,Montenegro,TGD,ME,Podgorica,LYPG,Podgorica Airport,42.3594,19.2519
Europe,Eastern Europe,Montenegro,TIV,ME,Tivat,LYTV,Tivat Airport,42.4047,18.7233
Europe,Eastern Europe,North Macedonia,OHD,MK,Ohrid,LWOH,Ohrid St. Paul the Apostle Airport,41.18,20.7423
Europe,Eastern Europe,North Macedonia,SKP,MK,Skopje,LWSK,Skopje Alexander the Great Airport,41.9616,21.6214
Europe,Eastern Europe,Russia,ABA,RU,"Khakasiya, Respublika",UNAA,Abakan International Airport,53.74,91.385
Europe,Eastern Europe,Russia,DYR,RU,Chukotskiy avtonomnyy okrug,UHMA,Ugolny Airport,64.7349,177.741
Europe,Eastern Europe,Russia,AAQ,RU,Krasnodarskiy kray,URKA,Anapa Airport,45.0021,37.3473
Europe,Eastern Europe,Russia,ARH,RU,Arkhangel'skaya oblast',ULAA,Talagi Airport,64.6003,40.7167
Europe,Eastern Europe,Russia,ASF,RU,Astrakhanskaya oblast',URWA,Narimanovo Airport,46.2833,48.0063
Europe,Eastern Europe,Russia,BAX,RU,Altayskiy kray,UNBB,Barnaul Airport,53.3638,83.5385
Europe,Eastern Europe,Russia,EGO,RU,Belgorodskaya oblast',UUOB,Belgorod International Airport,50.6438,36.5901
Europe,Eastern Europe,Russia,BQS,RU,Amurskaya oblast',UHBB,Ignatyevo Airport,50.4254,127.412
Europe,Eastern Europe,Russia,BTK,RU,Irkutskaya oblast',UIBB,Bratsk Airport,56.3706,101.698
Europe,Eastern Europe,Russia,BZK,RU,Bryanskaya oblast',UUBP,Bryansk International Airport,53.2142,34.1764
Europe,Eastern Europe,Russia,CSY,RU,Chuvashskaya Respublika,UWKS,Cheboksary Airport,56.0903,47.3473
Europe,Eastern Europe,Russia,CEK,RU,Chelyabinskaya oblast',USCC,Chelyabinsk Airport,55.3058,61.5033
Europe,Eastern Europe,Russia,CEE,RU,Vologodskaya oblast',ULWC,Cherepovets Airport,59.2736,38.0158
Europe,Eastern Europe,Russia,HTA,RU,Zabaykal'skiy kray,UIAA,Chita International Airport (Kadala Airport),52.0263,113.306
Europe,Eastern Europe,Russia,ESL,RU,"Kalmykiya, Respublika",URWI,Elista Airport,46.3739,44.3309
Europe,Eastern Europe,Russia,GRV,RU,Chechenskaya Respublika,URMG,Grozny Airport,43.3883,45.6986
Europe,Eastern Europe,Russia,IKT,RU,Irkutskaya oblast',UIII,International Airport Irkutsk,52.268,104.389
Europe,Eastern Europe,Russia,KGD,RU,Kaliningradskaya oblast',UMKK,Khrabrovo Airport,54.89,20.5926
Europe,Eastern Europe,Russia,KZN,RU,"Tatarstan, Respublika",UWKD,Kazan International Airport,55.6062,49.2787
Europe,Eastern Europe,Russia,KHV,RU,Khabarovskiy kray,UHHH,Khabarovsk Novy Airport,48.528,135.188
Europe,Eastern Europe,Russia,KXK,RU,Khabarovskiy kray,UHKK,Komsomolsk-on-Amur Airport,50.409,136.934
Europe,Eastern Europe,Russia,KRR,RU,Krasnodarskiy kray,URKK,Krasnodar International Airport (Pashkovsky Airport),45.0347,39.1705
Europe,Eastern Europe,Russia,KJA,RU,Krasnoyarskiy kray,UNKL,Yemelyanovo International Airport,56.1729,92.4933
Europe,Eastern Europe,Russia,URS,RU,Kurskaya oblast',UUOK,Kursk Vostochny Airport,51.7506,36.2956
Europe,Eastern Europe,Russia,GDX,RU,Magadanskaya oblast',UHMM,Sokol Airport,59.911,150.72
Europe,Eastern Europe,Russia,MQF,RU,Chelyabinskaya oblast',USCM,Magnitogorsk International Airport,53.3931,58.7557
Europe,Eastern Europe,Russia,MCX,RU,"Dagestan, Respublika",URML,Uytash Airport,42.8168,47.6523
Europe,Eastern Europe,Russia,MRV,RU,Stavropol'skiy kray,URMM,Mineralnye Vody Airport,44.2251,43.0819
Europe,Eastern Europe,Russia,DME,RU,Moskovskaya Oblast,UUDD,Domodedovo Airport,55.4102,37.902
Europe,Eastern Europe,Russia,ZIA,RU,Moskva,UUBW,Ramenskoye Airport (Zhukovsky Airport),55.5533,38.15
Europe,Eastern Europe,Russia,SVO,RU,Moskovskaya oblast,UUEE,Sheremetyevo Alexander S. Pushkin International Airport,55.9728,37.4147
Europe,Eastern Europe,Russia,VKO,RU,Moskva,UUWW,Vnukovo International Airport,55.5979,37.2709
Europe,Eastern Europe,Russia,MMK,RU,Murmanskaya oblast',ULMM,Murmansk Airport,68.7817,32.7508
Europe,Eastern Europe,Russia,NAL,RU,Kabardino-Balkarskaya Respublika,URMN,Nalchik Airport,43.5129,43.6366
Europe,Eastern Europe,Russia,NBC,RU,"Tatarstan, Respublika",UWKE,Begishevo Airport,55.5647,52.0925
Europe,Eastern Europe,Russia,NJC,RU,Khanty-Mansiyskiy avtonomnyy okrug,USNN,Nizhnevartovsk Airport,60.9493,76.4836
Europe,Eastern Europe,Russia,GOJ,RU,Nizhegorodskaya oblast',UWGG,Nizhny Novgorod International Airport (Strigino Airport),56.2301,43.784
Europe,Eastern Europe,Russia,NOZ,RU,Kemerovskaya oblast',UNWW,Spichenkovo Airport,53.8114,86.8772
Europe,Eastern Europe,Russia,OVB,RU,Novosibirskaya oblast',UNNT,Tolmachevo Airport,55.0126,82.6507
Europe,Eastern Europe,Russia,OMS,RU,Omskaya oblast',UNOO,Omsk Tsentralny Airport,54.967,73.3105
Europe,Eastern Europe,Russia,REN,RU,Orenburgskaya oblast',UWOO,Orenburg Tsentralny Airport,51.7958,55.4567
Europe,Eastern Europe,Russia,OSW,RU,Orenburgskaya oblast',UWOR,Orsk Airport,51.0725,58.5956
Europe,Eastern Europe,Russia,PEE,RU,Permskiy kray,USPP,Perm International Airport (Bolshoye Savino Airport),57.9145,56.0212
Europe,Eastern Europe,Russia,PES,RU,"Kareliya, Respublika",ULPB,Petrozavodsk Airport (Besovets Airport),61.8852,34.1547
Europe,Eastern Europe,Russia,PVS,RU,Chukotskiy avtonomnyy okrug,UHMD,Provideniya Bay Airport,64.3781,-173.243
Europe,Eastern Europe,Russia,PKC,RU,Kamchatskiy kray,UHPP,Petropavlovsk-Kamchatsky Airport (Yelizovo Airport),53.1679,158.454
Europe,Eastern Europe,Russia,PKV,RU,Pskovskaya oblast',ULOO,Pskov Airport,57.7839,28.3956
Europe,Eastern Europe,Russia,ROV,RU,Rostovskaya oblast',URRP,Platov International Airport,47.4939,39.9247
Europe,Eastern Europe,Russia,LED,RU,Leningradskaya oblast',ULLI,Pulkovo Airport,59.8003,30.2625
Europe,Eastern Europe,Russia,KUF,RU,Samarskaya oblast',UWWW,Kurumoch International Airport,53.5049,50.1643
Europe,Eastern Europe,Russia,GSV,RU,Saratovskaya oblast',,Saratov Gagarin Airport,51.7128,46.1711
Europe,Eastern Europe,Russia,AER,RU,Krasnodarskiy kray,URSS,Sochi International Airport,43.4499,39.9566
Europe,Eastern Europe,Russia,STW,RU,Stavropol'skiy kray,URMT,Stavropol Shpakovskoye Airport,45.1092,42.1128
Europe,Eastern Europe,Russia,SGC,RU,Khanty-Mansiyskiy avtonomnyy okrug,USRR,Surgut International Airport,61.3437,73.4018
Europe,Eastern Europe,Russia,SCW,RU,"Komi, Respublika",UUYY,Syktyvkar Airport,61.647,50.8451
Europe,Eastern Europe,Russia,TOF,RU,Tomskaya oblast',UNTT,Bogashevo Airport,56.3803,85.2083
Europe,Eastern Europe,Russia,TJM,RU,Tyumenskaya oblast',USTR,Roshchino International Airport,57.1896,65.3243
Europe,Eastern Europe,Russia,UUD,RU,"Buryatiya, Respublika",UIUU,Baikal International Airport,51.8078,107.438
Europe,Eastern Europe,Russia,ULV,RU,Ul'yanovskaya oblast',UWLL,Ulyanovsk Baratayevka Airport,54.2683,48.2267
Europe,Eastern Europe,Russia,UFA,RU,"Bashkortostan, Respublika",UWUU,Ufa International Airport,54.5575,55.8744
Europe,Eastern Europe,Russia,VVO,RU,Primorskiy kray,UHWW,Vladivostok International Airport,43.399,132.148
Europe,Eastern Europe,Russia,OGZ,RU,"Severnaya Osetiya, Respublika",URMO,Beslan Airport,43.2051,44.6066
Europe,Eastern Europe,Russia,VOG,RU,Vologodskaya oblast',URWW,Volgograd International Airport,48.7825,44.3455
Europe,Eastern Europe,Russia,VOZ,RU,Voronezhskaya oblast',UUOO,Voronezh International Airport (Chertovitskoye Airport),51.8142,39.2296
Europe,Eastern Europe,Russia,YKS,RU,"Saha, Respublika",UEEE,Yakutsk Airport,62.0933,129.771
Europe,Eastern Europe,Russia,IAR,RU,Yaroslavskaya oblast',UUDL,Tunoshna Airport,57.5607,40.1574
Europe,Eastern Europe,Russia,SVX,RU,Sverdlovskaya oblast',USSS,Koltsovo International Airport,56.7431,60.8027
Europe,Eastern Europe,Russia,UUS,RU,Sakhalinskaya oblast',UHSS,Yuzhno-Sakhalinsk Airport (Khomutovo Airport),46.8887,142.718
Europe,Eastern Europe,Serbia,BEG,RS,Beograd,LYBE,Belgrade Nikola Tesla Airport,44.8184,20.3091
Europe,Eastern Europe,Serbia,KVO,RS,Raski okrug,LYKV,Morava Aerodrom,43.8274,20.5812
Europe,Eastern Europe,Serbia,INI,RS,Nisavski okrug,LYNI,Nis Constantine the Great Airport,43.3373,21.8537
Europe,Eastern Europe,Ukraine,CWC,UA,Chernihivska oblast,UKLN,Chernivtsi International Airport,48.2593,25.9808
Europe,Eastern Europe,Ukraine,IFO,UA,Ivano-Frankivska oblast,UKLI,Ivano-Frankivsk International Airport,48.8842,24.6861
Europe,Eastern Europe,Ukraine,HRK,UA,Kharkivska oblast,UKHH,Kharkiv International Airport (Osnova Airport),49.9248,36.29
Europe,Eastern Europe,Ukraine,KWG,UA,Dnipropetrovska oblast,UKDR,Kryvyi Rih International Airport,48.0433,33.21
Europe,Eastern Europe,Ukraine,KBP,UA,Kyiv,UKBB,Boryspil International Airport,50.345,30.8947
Europe,Eastern Europe,Ukraine,IEV,UA,Kyiv,UKKK,Kyiv International Airport (Zhuliany),50.4019,30.4519
Europe,Eastern Europe,Ukraine,LWO,UA,Lvivska oblast,UKLL,Lviv Danylo Halytskyi International Airport,49.8125,23.9561
Europe,Eastern Europe,Ukraine,NLV,UA,Mykolaivska oblast,UKON,Mykolaiv International Airport,47.0579,31.9198
Europe,Eastern Europe,Ukraine,ODS,UA,Odeska oblast,UKOO,Odessa International Airport,46.4268,30.6765
Europe,Eastern Europe,Ukraine,PLV,UA,Poltavska oblast,UKHP,Poltava Airport,49.5686,34.3972
Europe,Eastern Europe,Ukraine,SIP,UA,Avtonomna Respublika Krym,UKFF,Simferopol International Airport,45.0522,33.9751
Europe,Eastern Europe,Ukraine,UDJ,UA,Zakarpatska oblast,UKLU,Uzhhorod International Airport,48.6343,22.2634
Europe,Eastern Europe,Ukraine,OZH,UA,Zaporizka oblast,UKDE,Zaporizhia International Airport,47.867,35.3157
Europe,Nordic Region,Denmark,AAL,DK,Nordjylland,EKYT,Aalborg Airport,57.0928,9.84924
Europe,Nordic Region,Denmark,AAR,DK,Midtjylland,EKAH,Aarhus Airport,56.3,10.619
Europe,Nordic Region,Denmark,BLL,DK,Syddanmark,EKBI,Billund Airport,55.7403,9.15178
Europe,Nordic Region,Denmark,CPH,DK,Hovedstaden,EKCH,Copenhagen Airport,55.6179,12.656
Europe,Nordic Region,Estonia,EPU,EE,Parnumaa,EEPU,Parnu Airport,58.419,24.4728
Europe,Nordic Region,Estonia,TLL,EE,Harjumaa,EETN,Tallinn Airport (Lennart Meri Tallinn Airport),59.4133,24.8328
Europe,Nordic Region,Estonia,TAY,EE,Tartumaa,EETU,Tartu Airport,58.3075,26.6904
Europe,Nordic Region,Faroe Islands,FAE,FK,Falkland Islands (Malvinas),EKVG,Vagar Airport,62.0636,-7.27722
Europe,Nordic Region,Finland,MHQ,FI,Varsinais-Suomi,EFMA,Mariehamn Airport,60.1222,19.8982
Europe,Nordic Region,Finland,HEL,FI,Uusimaa,EFHK,Helsinki Airport (Helsinki-Vantaa Airport),60.3172,24.9633
Europe,Nordic Region,Finland,KTT,FI,Lappi,EFKT,Kittila Airport,67.701,24.8468
Europe,Nordic Region,Finland,KUO,FI,Pohjois-Savo,EFKU,Kuopio Airport,63.0071,27.7978
Europe,Nordic Region,Finland,KAO,FI,Pohjois-Pohjanmaa,EFKS,Kuusamo Airport,65.9876,29.2394
Europe,Nordic Region,Finland,LPP,FI,Etela-Karjala,EFLP,Lappeenranta Airport,61.0446,28.1447
Europe,Nordic Region,Finland,OUL,FI,Pohjois-Pohjanmaa,EFOU,Oulu Airport,64.9301,25.3546
Europe,Nordic Region,Finland,RVN,FI,Lappi,EFRO,Rovaniemi Airport,66.5648,25.8304
Europe,Nordic Region,Finland,SVL,FI,Etela-Savo,EFSA,Savonlinna Airport,61.9431,28.9451
Europe,Nordic Region,Finland,TMP,FI,Pirkanmaa,EFTP,Tampere-Pirkkala Airport,61.4141,23.6044
Europe,Nordic Region,Finland,TKU,FI,Varsinais-Suomi,EFTU,Turku Airport,60.5141,22.2628
Europe,Nordic Region,Finland,VAA,FI,Pohjanmaa,EFVA,Vaasa Airport,63.0507,21.7622
Europe,Nordic Region,Iceland,AEY,IS,Nordurland eystra,BIAR,Akureyri Airport,65.66,-18.0727
Europe,Nordic Region,Iceland,EGS,IS,Nordurland eystra,BIEG,Egilsstaoir Airport,65.2833,-14.4014
Europe,Nordic Region,Iceland,KEF,IS,Sudurnes,BIKF,Keflavík International Airport,63.985,-22.6056
Europe,Nordic Region,Iceland,RKV,IS,Hofudborgarsvaedi,BIRK,Reykjavík Airport,64.13,-21.9406
Europe,Nordic Region,Latvia,RIX,LV,Riga,EVRA,Riga International Airport,56.9236,23.9711
Europe,Nordic Region,Latvia,VNT,LV,Ventspils novads,EVVA,Ventspils International Airport,57.3578,21.5442
Europe,Nordic Region,Lithuania,KUN,LT,Kauno apskritis,EYKA,Kaunas International Airport,54.9639,24.0848
Europe,Nordic Region,Lithuania,PLQ,LT,Klaipedos apskritis,EYPA,Palanga International Airport,55.9732,21.0939
Europe,Nordic Region,Lithuania,SQQ,LT,Siauliu apskritis,EYSA,Siauliai International Airport,55.8939,23.395
Europe,Nordic Region,Lithuania,VNO,LT,-,EYVI,Vilnius Airport,54.6341,25.2858
Europe,Nordic Region,Norway,AES,NO,More og Romsdal,ENAL,Alesund Airport,62.5625,6.1197
Europe,Nordic Region,Norway,BGO,NO,Hordaland,ENBR,Bergen Airport,60.2934,5.21814
Europe,Nordic Region,Norway,BOO,NO,Nordland,ENBO,Bodo Airport,67.2692,14.3653
Europe,Nordic Region,Norway,HAU,NO,Rogaland,ENHD,Haugesund Airport,59.3453,5.20836
Europe,Nordic Region,Norway,KRS,NO,Vest-Agder,ENCN,Kristiansand Airport,58.2042,8.08537
Europe,Nordic Region,Norway,KSU,NO,More og Romsdal,ENKB,Kristiansund Airport,63.1118,7.82452
Europe,Nordic Region,Norway,OSL,NO,Akershus,ENGM,Oslo Airport,60.1939,11.1004
Europe,Nordic Region,Norway,TRF,NO,Vestfold,ENTO,Sandefjord Airport,59.1867,10.2586
Europe,Nordic Region,Norway,SVG,NO,Rogaland,ENZV,Stavanger Airport,58.8767,5.63778
Europe,Nordic Region,Norway,TOS,NO,Troms,ENTC,Tromse Airport,69.6833,18.9189
Europe,Nordic Region,Norway,TRD,NO,Nord-Trondelag,ENVA,Trondheim Airport,63.4578,10.924
Europe,Nordic Region,Sweden,GOT,SE,Vastra Gotalands lan,ESGG,Goteborg Landvetter Airport,57.6628,12.2798
Europe,Nordic Region,Sweden,LLA,SE,Norrbottens lan,ESPA,Lulea Airport (Kallax Airport),65.5438,22.122
Europe,Nordic Region,Sweden,MMX,SE,Skane lan,ESMS,Malmo Airport,55.5346,13.3704
Europe,Nordic Region,Sweden,NRK,SE,Ostergotlands lan,ESSP,Norrkoping Airport,58.5863,16.2506
Europe,Nordic Region,Sweden,OSD,SE,Jamtlands lan,ESNZ,Are Ostersund Airport,63.1944,14.5003
Europe,Nordic Region,Sweden,ARN,SE,Stockholms lan,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
Europe,Nordic Region,Sweden,BMA,SE,Stockholms lan,ESSB,Stockholm Bromma Airport,59.3556,17.9436
Europe,Nordic Region,Sweden,NYO,SE,Sodermanlands lan,ESKN,Stockholm Skavsta Airport,58.7886,16.9122
Europe,Nordic Region,Sweden,VST,SE,Vastmanlands lan,ESOW,Stockholm Vasteras Airport,59.6018,16.6284
Europe,Nordic Region,Sweden,SDL,SE,Vasternorrlands lan,ESNN,Sundsvall-Timra Airport (Midlanda Airport),62.5281,17.4439
Europe,Nordic Region,Sweden,UME,SE,Vasterbottens lan,ESNU,Umea Airport,63.7918,20.2828
Europe,Nordic Region,Sweden,VXO,SE,Kronobergs lan,ESMX,Vaxjo Smaland Airport,56.9291,14.728
Europe,Nordic Region,Sweden,VBY,SE,Gotlands lan,ESSV,Visby Airport,57.6628,18.3462
