,precision,recall,f1-score,support
cancelled,0.7781569965870307,0.0661636680208938,0.12195774271195507,3446.0
late,0.733808617741275,0.868005698005698,0.7952857646275728,35100.0
on_time,0.9005811796710771,0.8514572025052192,0.8753305174959651,59875.0
accuracy,0.829863545381575,0.829863545381575,0.829863545381575,0.829863545381575
macro avg,0.804182264666461,0.5952088561772704,0.5975246749451643,98421.0
weighted avg,0.8368184597368793,0.829863545381575,0.8204063305075555,98421.0
