,precision,recall,f1-score,support
cancelled,0.7263157894736842,0.03932744371615845,0.0746147607461476,3509.0
late,0.6666911908966059,0.7757169353688115,0.7170836575618892,35045.0
on_time,0.8429869098193624,0.8092774959381942,0.8257883340100148,60318.0
accuracy,0.7700562343231653,0.7700562343231653,0.7700562343231653,0.7700562343231653
macro avg,0.7453312967298841,0.5414406250077214,0.5391622507726839,98872.0
weighted avg,0.7763585172416761,0.7700562343231653,0.7605987610802928,98872.0
