,precision,recall,f1-score,support
cancelled,0.5327102803738317,0.016243944143630663,0.03152654867256637,3509.0
late,0.6860424381943749,0.7823369952917677,0.7310322761268647,35045.0
on_time,0.8496454141936362,0.8282767996286349,0.8388250405057128,60318.0
accuracy,0.7831742050327697,0.7831742050327697,0.7831742050327697,0.7831742050327697
macro avg,0.6894660442539475,0.5422859130213444,0.5337946217683812,98872.0
weighted avg,0.7804085050740897,0.7831742050327697,0.7719668012114815,98872.0
