,precision,recall,f1-score,support
cancelled,0.717706013363029,0.36734112282701625,0.48595664467483507,3509.0
late,0.7575197694183726,0.8774432872021687,0.8130833707924588,35045.0
on_time,0.9092647345218915,0.8514539606750887,0.8794102790215838,60318.0
accuracy,0.8434845052188689,0.8434845052188689,0.8434845052188689,0.8434845052188689
macro avg,0.794830172434431,0.6987461235680912,0.7261500981629592,98872.0
weighted avg,0.8486805261049558,0.8434845052188689,0.8419370277288778,98872.0
