,precision,recall,f1-score,support
cancelled,0.5132743362831859,0.01673398730525101,0.032411288069293095,3466.0
late,0.695300365749787,0.7919817377657298,0.7404986459986926,35045.0
on_time,0.8532021070141391,0.8313074014046461,0.8421124640853742,59232.0
accuracy,0.7883224374123978,0.7883224374123978,0.7883224374123978,0.7883224374123978
macro avg,0.6872589363490373,0.5466743754918756,0.5383407993844532,97743.0
weighted avg,0.7845336992922286,0.7883224374123978,0.776967333171452,97743.0
