,precision,recall,f1-score,support
cancelled,0.7170035671819263,0.34795152914021926,0.46853146853146854,3466.0
late,0.7581560283687944,0.8846055072050221,0.8165141239217752,35045.0
on_time,0.9116383607329938,0.8491356023770935,0.8792776413205947,59232.0
accuracy,0.8440809060495381,0.8440809060495381,0.8440809060495381,0.8440809060495381
macro avg,0.7955993187612381,0.6938975462407783,0.7214410779246129,97743.0
weighted avg,0.8497066363931293,0.8440809060495381,0.8422090665671215,97743.0
