continent,airport,totalFlights,totalPages,page_per_day,page_per_day_cum_sum
Americas,ZCL,531.0,6.0,0.04,421.5199999999991
Asia,SWA,531.0,7.0,0.04666666666666667,421.56666666666575
Asia,ZHA,529.0,7.0,0.04666666666666667,421.61333333333243
Europe,CAG,529.0,8.0,0.05333333333333334,421.6666666666658
Asia,LHE,520.0,8.0,0.05333333333333334,421.7199999999991
Americas,CME,517.0,6.0,0.04,421.75999999999914
Europe,PVK,513.0,8.0,0.05333333333333334,421.8133333333325
Africa,CKY,513.0,6.0,0.04,421.8533333333325
Europe,TKU,511.0,6.0,0.04,421.8933333333325
Americas,PBM,509.0,7.0,0.04666666666666667,421.9399999999992
Africa,QSF,507.0,8.0,0.05333333333333334,421.99333333333254
Americas,PSS,504.0,7.0,0.04666666666666667,422.0399999999992
Asia,PNQ,502.0,6.0,0.04,422.07999999999925
Africa,LBV,483.0,9.0,0.06,422.13999999999925
Europe,RDZ,478.0,6.0,0.04,422.17999999999927
Asia,KWL,475.0,7.0,0.04666666666666667,422.22666666666595
Asia,LYG,474.0,8.0,0.05333333333333334,422.2799999999993
Americas,SAB,468.0,6.0,0.04,422.3199999999993
Americas,SLZ,463.0,6.0,0.04,422.35999999999933
Asia,JJN,463.0,7.0,0.04666666666666667,422.406666666666
Europe,LPL,462.0,6.0,0.04,422.44666666666603
Americas,EUX,460.0,6.0,0.04,422.48666666666605
Asia,KTM,458.0,6.0,0.04,422.5266666666661
Americas,BEL,456.0,6.0,0.04,422.5666666666661
Asia,URC,450.0,6.0,0.04,422.6066666666661
Africa,BKO,449.0,8.0,0.05333333333333334,422.65999999999946
Americas,CGR,448.0,5.0,0.03333333333333333,422.6933333333328
Europe,TIV,444.0,6.0,0.04,422.73333333333284
Africa,CPT,444.0,6.0,0.04,422.77333333333286
Asia,BHY,443.0,8.0,0.05333333333333334,422.8266666666662
Asia,ESB,440.0,8.0,0.05333333333333334,422.87999999999954
Africa,NSI,437.0,10.0,0.06666666666666667,422.9466666666662
Americas,JUJ,434.0,5.0,0.03333333333333333,422.97999999999956
Europe,TMP,434.0,5.0,0.03333333333333333,423.0133333333329
Asia,GIZ,430.0,6.0,0.04,423.05333333333294
Asia,VCA,421.0,6.0,0.04,423.09333333333296
Europe,SMI,420.0,6.0,0.04,423.133333333333
Americas,JNU,418.0,5.0,0.03333333333333333,423.16666666666634
Africa,SID,416.0,6.0,0.04,423.20666666666637
Africa,LAD,412.0,6.0,0.04,423.2466666666664
Europe,LIG,412.0,6.0,0.04,423.2866666666664
Asia,NGB,410.0,6.0,0.04,423.3266666666664
Africa,AAE,407.0,5.0,0.03333333333333333,423.3599999999998
Americas,RES,404.0,6.0,0.04,423.3999999999998
Americas,FTE,399.0,5.0,0.03333333333333333,423.43333333333317
Europe,RVN,398.0,5.0,0.03333333333333333,423.4666666666665
Africa,PNR,396.0,7.0,0.04666666666666667,423.5133333333332
Africa,NDR,393.0,6.0,0.04,423.5533333333332
Europe,SCV,382.0,5.0,0.03333333333333333,423.5866666666666
Asia,HAS,382.0,5.0,0.03333333333333333,423.61999999999995
Americas,JPA,377.0,5.0,0.03333333333333333,423.6533333333333
Europe,SDL,371.0,4.0,0.02666666666666667,423.67999999999995
Asia,WUX,371.0,6.0,0.04,423.71999999999997
Americas,BAQ,370.0,5.0,0.03333333333333333,423.75333333333333
Americas,PXM,370.0,4.0,0.02666666666666667,423.78
Americas,EIS,367.0,6.0,0.04,423.82
Oceania,CNS,367.0,5.0,0.03333333333333333,423.85333333333335
Europe,KUO,366.0,5.0,0.03333333333333333,423.8866666666667
Asia,ELQ,361.0,5.0,0.03333333333333333,423.9200000000001
Americas,KIN,359.0,6.0,0.04,423.9600000000001
Africa,LFW,359.0,5.0,0.03333333333333333,423.99333333333345
Africa,HAH,350.0,4.0,0.02666666666666667,424.0200000000001
Europe,CRL,347.0,4.0,0.02666666666666667,424.04666666666674
Europe,SEN,346.0,4.0,0.02666666666666667,424.0733333333334
Africa,FBM,340.0,4.0,0.02666666666666667,424.1
Africa,NLA,340.0,4.0,0.02666666666666667,424.12666666666667
Africa,NKC,338.0,4.0,0.02666666666666667,424.1533333333333
Americas,REX,337.0,4.0,0.02666666666666667,424.17999999999995
Asia,JHG,336.0,4.0,0.02666666666666667,424.2066666666666
Americas,CNQ,335.0,4.0,0.02666666666666667,424.23333333333323
Oceania,AKL,334.0,4.0,0.02666666666666667,424.2599999999999
Europe,STN,333.0,4.0,0.02666666666666667,424.2866666666665
Americas,GEO,333.0,5.0,0.03333333333333333,424.3199999999999
Europe,OVD,332.0,6.0,0.04,424.3599999999999
Americas,YKA,327.0,4.0,0.02666666666666667,424.38666666666654
Europe,OMR,323.0,4.0,0.02666666666666667,424.4133333333332
Asia,YCU,323.0,4.0,0.02666666666666667,424.4399999999998
Asia,VCL,315.0,5.0,0.03333333333333333,424.4733333333332
Europe,SNN,314.0,6.0,0.04,424.5133333333332
Americas,BDA,312.0,4.0,0.02666666666666667,424.53999999999985
Americas,YQB,311.0,4.0,0.02666666666666667,424.5666666666665
Americas,UVF,308.0,4.0,0.02666666666666667,424.59333333333313
Americas,YYT,307.0,5.0,0.03333333333333333,424.6266666666665
Europe,EXT,306.0,4.0,0.02666666666666667,424.65333333333314
Asia,BDQ,306.0,4.0,0.02666666666666667,424.6799999999998
Americas,MLM,306.0,4.0,0.02666666666666667,424.7066666666664
Europe,SJJ,306.0,4.0,0.02666666666666667,424.73333333333306
Asia,CNX,305.0,4.0,0.02666666666666667,424.7599999999997
Asia,ATQ,305.0,4.0,0.02666666666666667,424.78666666666635
Asia,KBV,305.0,4.0,0.02666666666666667,424.813333333333
Asia,WNZ,305.0,5.0,0.03333333333333333,424.84666666666635
Asia,TUU,305.0,5.0,0.03333333333333333,424.8799999999997
Asia,LPQ,304.0,4.0,0.02666666666666667,424.90666666666635
Asia,HEK,303.0,4.0,0.02666666666666667,424.933333333333
Asia,DLM,300.0,4.0,0.02666666666666667,424.95999999999964
Europe,IOM,300.0,4.0,0.02666666666666667,424.9866666666663
Asia,BJV,290.0,6.0,0.04,425.0266666666663
Americas,TQO,288.0,4.0,0.02666666666666667,425.05333333333294
Asia,TRV,283.0,4.0,0.02666666666666667,425.0799999999996
Europe,KTT,281.0,4.0,0.02666666666666667,425.10666666666623
Europe,GRO,281.0,4.0,0.02666666666666667,425.13333333333287
Africa,BJM,280.0,4.0,0.02666666666666667,425.1599999999995
Africa,LLW,279.0,4.0,0.02666666666666667,425.18666666666616
Asia,KNO,278.0,4.0,0.02666666666666667,425.2133333333328
Europe,KLX,274.0,4.0,0.02666666666666667,425.23999999999944
Africa,SFA,272.0,4.0,0.02666666666666667,425.2666666666661
Americas,ANU,268.0,4.0,0.02666666666666667,425.2933333333327
Asia,TIF,267.0,4.0,0.02666666666666667,425.31999999999937
Europe,SCQ,266.0,4.0,0.02666666666666667,425.346666666666
Americas,THE,261.0,4.0,0.02666666666666667,425.37333333333265
Asia,TNA,259.0,5.0,0.03333333333333333,425.406666666666
Europe,PDL,253.0,4.0,0.02666666666666667,425.43333333333266
Oceania,NOU,252.0,5.0,0.03333333333333333,425.466666666666
Europe,BOJ,252.0,4.0,0.02666666666666667,425.49333333333266
Europe,EFL,251.0,8.0,0.05333333333333334,425.546666666666
Europe,MJT,249.0,4.0,0.02666666666666667,425.57333333333264
Asia,EAM,249.0,4.0,0.02666666666666667,425.5999999999993
Asia,AJF,249.0,4.0,0.02666666666666667,425.6266666666659
Asia,PFO,241.0,4.0,0.02666666666666667,425.65333333333257
Americas,FMA,240.0,3.0,0.02,425.67333333333255
Americas,NQN,240.0,3.0,0.02,425.69333333333253
Europe,SVO,236.0,7.0,0.04666666666666667,425.7399999999992
Asia,GZP,235.0,4.0,0.02666666666666667,425.76666666666586
Asia,LKO,234.0,3.0,0.02,425.78666666666584
Asia,BKI,218.0,3.0,0.02,425.8066666666658
Europe,TAY,214.0,3.0,0.02,425.8266666666658
Europe,AOK,213.0,4.0,0.02666666666666667,425.85333333333244
Americas,BGA,211.0,4.0,0.02666666666666667,425.8799999999991
Americas,MFE,206.0,3.0,0.02,425.89999999999907
Africa,SEZ,205.0,4.0,0.02666666666666667,425.9266666666657
Americas,MAF,204.0,4.0,0.02666666666666667,425.95333333333235
Asia,AQI,191.0,3.0,0.02,425.97333333333233
Asia,RGN,190.0,2.0,0.013333333333333334,425.98666666666566
Asia,KOW,179.0,2.0,0.013333333333333334,425.999999999999
Europe,OHD,179.0,4.0,0.02666666666666667,426.0266666666656
Asia,NUM,178.0,5.0,0.03333333333333333,426.059999999999
Europe,GRX,174.0,2.0,0.013333333333333334,426.0733333333323
Americas,LIR,173.0,2.0,0.013333333333333334,426.0866666666656
Asia,LUM,167.0,2.0,0.013333333333333334,426.09999999999894
Americas,SKB,165.0,3.0,0.02,426.1199999999989
Asia,JMU,165.0,4.0,0.02666666666666667,426.14666666666557
Africa,RMF,161.0,2.0,0.013333333333333334,426.1599999999989
Asia,DNH,153.0,2.0,0.013333333333333334,426.1733333333322
Asia,TAE,153.0,2.0,0.013333333333333334,426.18666666666553
Asia,IDR,153.0,2.0,0.013333333333333334,426.19999999999885
Asia,CCJ,153.0,2.0,0.013333333333333334,426.2133333333322
Africa,BVC,153.0,3.0,0.02,426.23333333333215
Asia,KCH,151.0,2.0,0.013333333333333334,426.2466666666655
Asia,ASR,150.0,2.0,0.013333333333333334,426.2599999999988
Americas,PEI,142.0,2.0,0.013333333333333334,426.2733333333321
Africa,BSK,141.0,2.0,0.013333333333333334,426.28666666666544
Americas,BZE,140.0,2.0,0.013333333333333334,426.29999999999876
Asia,YIH,139.0,4.0,0.02666666666666667,426.3266666666654
Africa,JUB,138.0,3.0,0.02,426.3466666666654
Asia,LYI,137.0,2.0,0.013333333333333334,426.3599999999987
Africa,APL,135.0,2.0,0.013333333333333334,426.373333333332
Americas,HRL,132.0,2.0,0.013333333333333334,426.38666666666535
Africa,LVI,132.0,2.0,0.013333333333333334,426.39999999999867
Asia,GYD,132.0,2.0,0.013333333333333334,426.413333333332
Asia,KHH,131.0,2.0,0.013333333333333334,426.4266666666653
Oceania,HBA,131.0,2.0,0.013333333333333334,426.43999999999863
Africa,VFA,130.0,2.0,0.013333333333333334,426.45333333333195
Europe,KAO,126.0,2.0,0.013333333333333334,426.4666666666653
Africa,NDJ,122.0,3.0,0.02,426.48666666666526
Africa,ABV,120.0,2.0,0.013333333333333334,426.4999999999986
Africa,SSG,120.0,2.0,0.013333333333333334,426.5133333333319
Asia,GUW,119.0,2.0,0.013333333333333334,426.5266666666652
Asia,KYA,116.0,2.0,0.013333333333333334,426.53999999999854
Asia,HET,115.0,2.0,0.013333333333333334,426.55333333333186
Asia,YNZ,112.0,4.0,0.02666666666666667,426.5799999999985
Asia,RSI,106.0,2.0,0.013333333333333334,426.5933333333318
Asia,YNB,100.0,1.0,0.006666666666666667,426.5999999999985
Asia,ULH,99.0,2.0,0.013333333333333334,426.6133333333318
Africa,NBE,98.0,2.0,0.013333333333333334,426.62666666666513
Asia,WXN,96.0,2.0,0.013333333333333334,426.63999999999845
Europe,LED,92.0,2.0,0.013333333333333334,426.6533333333318
Americas,SLA,91.0,2.0,0.013333333333333334,426.6666666666651
Asia,NDG,91.0,1.0,0.006666666666666667,426.67333333333175
Asia,ZUH,91.0,2.0,0.013333333333333334,426.6866666666651
Asia,TAS,90.0,2.0,0.013333333333333334,426.6999999999984
Asia,COK,89.0,3.0,0.02,426.7199999999984
Europe,SZG,88.0,2.0,0.013333333333333334,426.7333333333317
Africa,OZZ,88.0,2.0,0.013333333333333334,426.746666666665
Europe,KUF,87.0,2.0,0.013333333333333334,426.75999999999834
Europe,INN,86.0,2.0,0.013333333333333334,426.77333333333166
Europe,AOI,86.0,2.0,0.013333333333333334,426.786666666665
Africa,CFK,86.0,2.0,0.013333333333333334,426.7999999999983
Europe,REU,86.0,2.0,0.013333333333333334,426.8133333333316
Asia,EBL,85.0,2.0,0.013333333333333334,426.82666666666495
Europe,JER,85.0,2.0,0.013333333333333334,426.83999999999827
Asia,WEH,83.0,1.0,0.006666666666666667,426.84666666666493
Africa,TTU,82.0,2.0,0.013333333333333334,426.85999999999825
Africa,BLJ,82.0,4.0,0.02666666666666667,426.8866666666649
Europe,PRN,78.0,2.0,0.013333333333333334,426.8999999999982
Africa,LXR,77.0,3.0,0.02,426.9199999999982
Africa,SSH,72.0,2.0,0.013333333333333334,426.9333333333315
Africa,RAI,68.0,3.0,0.02,426.9533333333315
Africa,VIL,66.0,1.0,0.006666666666666667,426.95999999999816
Africa,VXE,64.0,3.0,0.02,426.97999999999814
Asia,DAC,63.0,2.0,0.013333333333333334,426.99333333333146
Africa,HBE,62.0,1.0,0.006666666666666667,426.9999999999981
Asia,CRK,61.0,1.0,0.006666666666666667,427.0066666666648
Europe,JSI,56.0,3.0,0.02,427.02666666666477
Asia,KIJ,52.0,1.0,0.006666666666666667,427.0333333333314
Europe,VOG,51.0,2.0,0.013333333333333334,427.04666666666475
Asia,DAT,50.0,1.0,0.006666666666666667,427.0533333333314
Asia,NTG,50.0,1.0,0.006666666666666667,427.05999999999807
Europe,SUJ,46.0,1.0,0.006666666666666667,427.06666666666473
Asia,PKU,45.0,1.0,0.006666666666666667,427.0733333333314
Europe,SPC,44.0,2.0,0.013333333333333334,427.0866666666647
Europe,PUY,42.0,2.0,0.013333333333333334,427.09999999999803
Europe,QSR,42.0,2.0,0.013333333333333334,427.11333333333135
Africa,BGF,42.0,2.0,0.013333333333333334,427.1266666666647
Europe,VOL,41.0,2.0,0.013333333333333334,427.139999999998
Americas,RTB,38.0,1.0,0.006666666666666667,427.14666666666466
Asia,BAR,33.0,1.0,0.006666666666666667,427.1533333333313
Asia,MFM,32.0,1.0,0.006666666666666667,427.159999999998
Americas,FSP,26.0,2.0,0.013333333333333334,427.1733333333313
Europe,AEY,22.0,2.0,0.013333333333333334,427.1866666666646
Africa,JIB,22.0,1.0,0.006666666666666667,427.1933333333313
Europe,MST,21.0,1.0,0.006666666666666667,427.19999999999794
Asia,WUS,21.0,1.0,0.006666666666666667,427.2066666666646
Africa,BJL,21.0,1.0,0.006666666666666667,427.21333333333126
Americas,SFJ,18.0,2.0,0.013333333333333334,427.2266666666646
Europe,OVB,16.0,1.0,0.006666666666666667,427.23333333333125
Europe,AER,16.0,1.0,0.006666666666666667,427.2399999999979
Asia,LJG,15.0,1.0,0.006666666666666667,427.24666666666457
Asia,NQZ,6.0,1.0,0.006666666666666667,427.2533333333312
Europe,LIL,2.0,2.0,0.013333333333333334,427.26666666666455
Europe,CGN,1.0,1.0,0.006666666666666667,427.2733333333312
Europe,EMA,1.0,1.0,0.006666666666666667,427.27999999999787
Asia,YNJ,0,0,0.0,427.27999999999787
Americas,RGA,0,0,0.0,427.27999999999787
Asia,MUX,0,0,0.0,427.27999999999787
Americas,SNU,0,0,0.0,427.27999999999787
Americas,STX,0,0,0.0,427.27999999999787
Asia,CJU,0,0,0.0,427.27999999999787
Africa,KAN,0,0,0.0,427.27999999999787
Asia,HLD,0,0,0.0,427.27999999999787
Europe,PXO,0,0,0.0,427.27999999999787
Europe,EIN,0,0,0.0,427.27999999999787
Asia,CZX,0,0,0.0,427.27999999999787
Asia,UPG,0,0,0.0,427.27999999999787
Asia,HIA,0,0,0.0,427.27999999999787
Asia,ZYI,0,0,0.0,427.27999999999787
Asia,TSA,0,0,0.0,427.27999999999787
Oceania,GUM,0,0,0.0,427.27999999999787
Europe,SDR,0,0,0.0,427.27999999999787
Asia,LYA,0,0,0.0,427.27999999999787
Asia,CJB,0,0,0.0,427.27999999999787
Asia,DYG,0,0,0.0,427.27999999999787
