feature,importance,pipeline,problem_type
flightlegs_season_winter,0.12476049825453575,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.1113234938333681,DecisionTree,classification_status
flightlegs_aircraft_typecode_E90,0.09714940493804214,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.09461721528968835,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.08504607005121449,DecisionTree,classification_status
flightlegs_depinfo_airport_code_ORY,0.04908312585911137,DecisionTree,classification_status
flightlegs_arrinfo_airport_city_country_areacode_N,0.0432846088219348,DecisionTree,classification_status
flightlegs_depinfo_airport_city_country_areacode_N,0.029574088122898204,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_TO,0.02939910956249931,DecisionTree,classification_status
flightlegs_aircraft_typecode_E70,0.025200337488394935,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_XK,0.0248120380374414,DecisionTree,classification_status
flightlegs_season_summer,0.02051232718847415,DecisionTree,classification_status
flightlegs_depinfo_airport_code_CDG,0.01805443414394687,DecisionTree,classification_status
flightlegs_arrinfo_times_scheduled_dayPeriod_morning,0.010039729014173956,DecisionTree,classification_status
flightlegs_depinfo_airport_code_AMS,0.007907112575204284,DecisionTree,classification_status
flightlegs_aircraft_typecode_32N,0.007348008629527881,DecisionTree,classification_status
flightlegs_arrinfo_airport_code_CDG,0.0065818881959532356,DecisionTree,classification_status
flightlegs_aircraft_typecode_32S,0.006235073153696975,DecisionTree,classification_status
flightlegs_depinfo_times_scheduled_dayPeriod_evening,0.006119162931298693,DecisionTree,classification_status
flightlegs_aircraft_typecode_320,0.006102249226448358,DecisionTree,classification_status
flightlegs_season_winter,0.07679727627769788,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.0568174921282732,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.05538471441825548,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.04486851505343006,RandomForest,classification_status
flightlegs_aircraft_typecode_E90,0.03230780975012119,RandomForest,classification_status
flightlegs_season_summer,0.031393578135281465,RandomForest,classification_status
flightlegs_depinfo_airport_city_country_areacode_N,0.02028050555950947,RandomForest,classification_status
flightlegs_depinfo_airport_code_AMS,0.020167178367721642,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_TO,0.01863456063998232,RandomForest,classification_status
flightlegs_scheduledflightduration_PT1H30M,0.018489896172264837,RandomForest,classification_status
flightlegs_depinfo_airport_code_CDG,0.018297666358658884,RandomForest,classification_status
flightlegs_arrinfo_airport_city_country_areacode_N,0.017717281676146106,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_A5,0.01648860363595069,RandomForest,classification_status
flightlegs_arrinfo_airport_code_AMS,0.015588647415781103,RandomForest,classification_status
flightlegs_depinfo_airport_code_ORY,0.015320720128541071,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AZ,0.015087428854237145,RandomForest,classification_status
flightlegs_aircraft_typecode_32N,0.014835488444735865,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_HV,0.014207604719401594,RandomForest,classification_status
flightlegs_arrinfo_airport_code_ORY,0.013724878380538881,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_SK,0.01269265554664468,RandomForest,classification_status
flightlegs_arrinfo_times_scheduled_dayPeriod_morning,0.05949147783125739,DecisionTree,classification_delay
flightlegs_season_summer,0.045468712512130624,DecisionTree,classification_delay
flightlegs_season_spring,0.04095892086178344,DecisionTree,classification_delay
flightlegs_depinfo_times_scheduled_dayPeriod_evening,0.018886398640661817,DecisionTree,classification_delay
flightlegs_aircraft_typecode_E90,0.017612882081091574,DecisionTree,classification_delay
flightlegs_aircraft_typecode_73H,0.01409132800332544,DecisionTree,classification_delay
flightlegs_scheduledflightduration_PT1H30M,0.013498028086017508,DecisionTree,classification_delay
