,precision,recall,f1-score,support
CANCELLED,0.0,0.0,0.0,59.0
LATE,0.7394748170469221,0.8647152097858096,0.7972062048241696,39731.0
ONTIME,0.9225385510828794,0.8418422881722686,0.880345045119175,76253.0
accuracy,0.8492455382918401,0.8492455382918401,0.8492455382918401,0.8492455382918401
macro avg,0.5540044560432672,0.5688524993193594,0.5591837499811149,116043.0
weighted avg,0.8593918296822217,0.8492455382918401,0.8514322315808925,116043.0
