,precision,recall,f1-score,support
CANCELLED,0.3333333333333333,0.01694915254237288,0.03225806451612903,59.0
LATE,0.7793973178588564,0.8586494173315548,0.8171061770975545,39731.0
ONTIME,0.922138122846587,0.8739590573485634,0.8974024050309045,76253.0
accuracy,0.8682815852744241,0.8682815852744241,0.8682815852744241,0.8682815852744241
macro avg,0.6782895913462589,0.5831858757408304,0.5822555488815294,116043.0
weighted avg,0.8729669155738622,0.8682815852744241,0.8694705784828982,116043.0
