feature,importance,pipeline,problem_type
flightlegs_aircraft_ownerairlinecode_KL,0.08665754760150683,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.07033151416756687,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.05907585096497172,RandomForest,classification_status
flightlegs_aircraft_typecode_E90,0.04155010783567967,RandomForest,classification_status
flightlegs_depinfo_airport_country_name_France,0.03126916035887169,RandomForest,classification_status
flightlegs_depinfo_airport_country_name_Netherlands,0.022425475566404472,RandomForest,classification_status
flightlegs_aircraft_typecode_32N,0.019658454743360837,RandomForest,classification_status
flightlegs_depinfo_airport_code_AMS,0.019314812965153225,RandomForest,classification_status
flightlegs_aircraft_typecode_295,0.01876993049552156,RandomForest,classification_status
flightlegs_arrinfo_airport_country_name_France,0.01818587246538845,RandomForest,classification_status
flightlegs_depinfo_airport_code_CDG,0.016674827588571535,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_AZ,0.015745954443543042,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_TO,0.015689743059711554,RandomForest,classification_status
flightlegs_aircraft_typecode_223,0.015500786185556358,RandomForest,classification_status
flightlegs_season_summer,0.015224649660105258,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_A5,0.015124116436165241,RandomForest,classification_status
flightlegs_arrinfo_airport_code_ORY,0.014522133585171165,RandomForest,classification_status
flightlegs_aircraft_typecode_73H,0.014437714662276441,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_HV,0.014205478543273245,RandomForest,classification_status
flightlegs_arrinfo_airport_code_AMS,0.013344752864508837,RandomForest,classification_status
flightlegs_aircraft_ownerairlinecode_KL,0.16104482492602806,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_WA,0.13892935110648505,DecisionTree,classification_status
flightlegs_depinfo_airport_country_name_France,0.12996777386524977,DecisionTree,classification_status
flightlegs_aircraft_ownerairlinecode_AF,0.1164435300909018,DecisionTree,classification_status
