Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
MOONL,GLEX,KTEB,LLBG,Pilatus,2509,21 Sep 25
TWY1962,GLF4,EGBB,KTEB,Pilatus,2509,21 Sep 25
TCCZD,GLF4,EINN,KTEB,Pilatus,2509,21 Sep 25
N145RT,GLF4,EGCC,KTEB,Pilatus,2509,21 Sep 25
T7FEE,GLF4,EGPF,KTEB,Pilatus,2509,21 Sep 25
ORF3,GLF5,EGSS,KTEB,Pilatus,2509,21 Sep 25
N113CS,GLF6,LEAB,KTEB,Pilatus,2509,21 Sep 25
LXJ656,GLF6,LIRP,KTEB,Pilatus,2509,21 Sep 25
N66ZG,GLF6,EGLF,KTEB,Pilatus,2509,21 Sep 25
MJF65R,GLF6,LYBE,KTEB,Pilatus,2509,21 Sep 25
QQE732,GLF6,GMMX,KTEB,Pilatus,2509,21 Sep 25
VPBBW,B737,EINN,KHPN,Pilatus,2509,21 Sep 25
N123PD,F2TH,KHPN,EINN,Pilatus,2509,21 Sep 25
N780SP,F900,KHPN,EGGW,Pilatus,2509,21 Sep 25
N601CH,GA6C,KHPN,EGSS,Pilatus,2509,21 Sep 25
LXJ101,GA7C,KHPN,LEMD,Pilatus,2509,21 Sep 25
CNRAK,GLEX,GMMX,KHPN,Pilatus,2509,21 Sep 25
EJM30,GLF5,LFRS,KHPN,Pilatus,2509,21 Sep 25
N909AD,GLF5,EINN,KHPN,Pilatus,2509,21 Sep 25
EJM86,GLF5,KHPN,EIKY,Pilatus,2509,21 Sep 25
VJA803,GLF5,KHPN,EIKY,Pilatus,2509,21 Sep 25
N344AP,GLF6,LICC,KHPN,Pilatus,2509,21 Sep 25
N661CH,GLF6,KHPN,LEBL,Pilatus,2509,21 Sep 25
HBIXL,GLF6,LSGG,KHPN,Pilatus,2509,21 Sep 25
N313AG,GLF6,EGNH,KHPN,Pilatus,2509,21 Sep 25
N156WJ,GLF4,KFRG,EGPH,Pilatus,2509,21 Sep 25
EJM81,GLF4,LPPD,KMMU,Pilatus,2509,21 Sep 25
N800J,GLF6,LEVC,KTTN,Pilatus,2509,21 Sep 25
N650CP,GLF6,KTTN,LFPB,Pilatus,2509,21 Sep 25
N838KE,GLF5,LIRN,KSWF,Pilatus,2509,21 Sep 25
XFL268,GLF5,LFMN,KFOK,Pilatus,2509,21 Sep 25
NUM201,GL5T,EIKY,KFOK,Pilatus,2509,21 Sep 25
MLM319,A319,OMAD,EGGW,Pilatus,2509,21 Sep 25
IFA5075,CL60,KBOS,EIDW,Pilatus,2509,21 Sep 25
PVA1952,GLEX,LIRP,KBOS,Pilatus,2509,21 Sep 25
TCACN,GLEX,LTBS,KBOS,Pilatus,2509,21 Sep 25
MEDVC4C,GLF4,KBOS,EGSS,Pilatus,2509,21 Sep 25
VPBWR,B737,LEMG,KBWI,Pilatus,2509,21 Sep 25
LXJ671,GLF6,EGGW,KBWI,Pilatus,2509,21 Sep 25
SMB355,GA6C,KIAD,ORER,Pilatus,2509,21 Sep 25
