Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
NMA7120,A320,HESH,LIRN,Peteking,2508,10 Aug 25
TVP7291,B738,LTFE,EPGD,Peteking,2508,10 Aug 25
CTN4486,A320,LDSP,ESSA,Peteking,2508,10 Aug 25
ASL92M,A319,LYBE,HEMM,Peteking,2508,10 Aug 25
ASL68C,A319,LYBE,HEMM,Peteking,2508,10 Aug 25
THY2JK,A333,HECA,LTFM,Peteking,2508,10 Aug 25
SDR78SS,A319,LBBG,EDDC,Peteking,2508,10 Aug 25
N141QS,GLEX,KACY,LFMN,Peteking,2508,10 Aug 25
AFR4240,B77W,LFPO,LFKB,Peteking,2508,10 Aug 25
AFR4241,B77W,LFKB,LFPO,Peteking,2508,10 Aug 25
DLA34M,E190,LOWG,EDDF,Peteking,2508,10 Aug 25
N88MF,E35L,SAAP,SEGU,quiquem,2508,09 Aug 25
LVBSS,CL30,SEGU,SADF,quiquem,2508,09 Aug 25
AEE382,A320,LGAV,LGMK,Peteking,2508,09 Aug 25
THY9GB,A321,EFHK,LTFM,Peteking,2508,09 Aug 25
THY7TC,A321,LTFM,EFHK,Peteking,2508,09 Aug 25
RYR345T,B738,EPGD,EVRA,Peteking,2508,09 Aug 25
LOT304,B38M,LIRF,EPWA,Peteking,2508,09 Aug 25
CLX84TU,B748,LHBP,ELLX,Peteking,2508,09 Aug 25
UAE67V,A388,OMDB,LOWW,Peteking,2508,09 Aug 25
RYR8QQ,B738,EVRA,EPGD,Peteking,2508,09 Aug 25
RYR729V,B738,LFOB,EVRA,Peteking,2508,09 Aug 25
RYR443T,B738,EVRA,LFOB,Peteking,2508,09 Aug 25
VTB836,C650,LYTV,BKPR,Peteking,2508,09 Aug 25
PGT519,A320,OIIE,LTFJ,Peteking,2508,09 Aug 25
UAE54J,A388,LOWW,OMDB,Peteking,2508,09 Aug 25
UAE180,B77W,EPWA,OMDB,Peteking,2508,09 Aug 25
THY3AH,B738,LTFM,EETN,Peteking,2508,09 Aug 25
BTI611,A319,EVRA,LGAV,Peteking,2508,09 Aug 25
PGT518,A320,LTFJ,OIIE,Peteking,2508,09 Aug 25
QFA105,A332,YMML,PHNL,Peteking,2508,09 Aug 25
QFA103,B789,YSSY,PHNL,Peteking,2508,09 Aug 25
QFA75,B789,YSSY,CYVR,Peteking,2508,09 Aug 25
QFA68,A332,VOBL,YSSY,Peteking,2508,09 Aug 25
QFA67,A332,YSSY,VOBL,Peteking,2508,09 Aug 25
QFA63,A388,YSSY,FAOR,Peteking,2508,09 Aug 25
QFA16,A332,KLAX,YBBN,Peteking,2508,09 Aug 25
QFA15,A332,YBBN,KLAX,Peteking,2508,09 Aug 25
QFA12,A388,KLAX,YSSY,Peteking,2510,09 Aug 25
QFA11,A388,YSSY,KLAX,Peteking,2508,09 Aug 25
