Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N331AB,GLF6,KTEB,DNMM,Pilatus,2509,20 Sep 25
PBR750,C750,EGTE,LIPY,Pilatus,2509,20 Sep 25
N8833,GLF6,EGPH,KJFK,Pilatus,2509,20 Sep 25
DWC005,GL7T,UTTT,KEWR,Pilatus,2509,20 Sep 25
N211PB,GLEX,KLGA,EGPH,Pilatus,2509,20 Sep 25
X8PASD,GLF6,KLGA,EGTK,Pilatus,2509,20 Sep 25
GLJ75YS,GL7T,LFML,KIAD,Pilatus,2509,20 Sep 25
N28ZD,GLEX,KIAD,EGSS,Pilatus,2509,20 Sep 25
YLVIK,GL5T,KBGR,EVRA,Pilatus,2509,20 Sep 25
N900VG,F900,KBGR,LFMN,Pilatus,2509,20 Sep 25
N756SJ,GA5C,LSGG,KBGR,Pilatus,2509,20 Sep 25
N828KD,GA5C,EGLF,KBGR,Pilatus,2509,20 Sep 25
N450LV,GLF4,LFPB,KBGR,Pilatus,2509,20 Sep 25
N141QS,GLEX,LIML,KBGR,Pilatus,2509,20 Sep 25
GNJ68,CL60,KBGR,EGSS,Pilatus,2509,20 Sep 25
DCM4227,GLF4,LFPB,KBGR,Pilatus,2509,20 Sep 25
DBHRO,E550,KBGR,LFMD,Pilatus,2509,20 Sep 25
DBHRO,E550,KBGR,LFMD,Pilatus,2509,20 Sep 25
LXJ672,GLF6,KTEB,EDDB,Pilatus,2509,20 Sep 25
LXJ757,GLF6,LEIB,KBGR,Pilatus,2509,20 Sep 25
LXJ673,GLF6,LFBH,KBFI,Pilatus,2509,20 Sep 25
LXJ663,GLF6,LHBP,KHPN,Pilatus,2509,20 Sep 25
LXJ546,CL35,KTEB,BIAR,Pilatus,2509,20 Sep 25
LXJ489,GLF4,LFMN,KTEB,Pilatus,2509,20 Sep 25
LXJ670,GLF6,LIRI,KBGR,Pilatus,2509,20 Sep 25
LXJ463,GLF4,LIEO,KBGR,Pilatus,2509,20 Sep 25
LXJ969,GLEX,LGAV,KFOK,Pilatus,2509,20 Sep 25
LXJ451,GLF4,CYYT,LICC,Pilatus,2509,20 Sep 25
PCH555,PC12,LSZC,LYTV,Pilatus,2509,20 Sep 25
SFS80,PC12,LSGC,LRTR,Pilatus,2509,20 Sep 25
PIZ61,PC12,EIKY,LSZS,Pilatus,2509,20 Sep 25
N83AJ,PC12,LFML,LYTV,Pilatus,2509,20 Sep 25
N8B,PC24,BIRK,LSZR,Pilatus,2509,20 Sep 25
N766DL,PC12,ETSI,LIRU,Pilatus,2509,20 Sep 25
N646VL,PC12,EDML,LOWS,Pilatus,2509,20 Sep 25
N940TB,TBM9,LFPN,LFTZ,Pilatus,2509,20 Sep 25
N59PV,TBM9,LFLI,LPPM,Pilatus,2509,20 Sep 25
N463RD,TBM8,LFMK,EGKB,Pilatus,2509,20 Sep 25
N890RW,GA6C,EGTE,KATL,Pilatus,2509,20 Sep 25
N833QS,C700,BIRK,KDLH,Pilatus,2509,20 Sep 25
