Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
LOG67M,E145,ENZV,EGNT,GLALTI,2507,01 Aug 25
LOG44L,E145,EGNT,ENZV,GLALTI,2507,01 Aug 25
TOM588,B738,EGNT,DTNH,GLALTI,2507,01 Aug 25
TOM3EA,B738,DTNH,EGNT,GLALTI,2507,01 Aug 25
TOM900P,B738,EGNX,EGNT,GLALTI,2507,01 Aug 25
EWG9339,A320,EGNT,EDDL,GLALTI,2507,01 Aug 25
EWG7KX,A320,EDDL,EGNT,GLALTI,2507,01 Aug 25
EXS61LM,B738,LGSK,EGNT,GLALTI,2507,01 Aug 25
EXS4NX,B738,EGNT,LGSK,GLALTI,2507,01 Aug 25
NSZ3529,B38M,EGNT,EKCH,GLALTI,2507,01 Aug 25
NSZ3528,B38M,EKCH,EGNT,GLALTI,2507,01 Aug 25
UAE34Q,B77W,EGNT,OMDB,GLALTI,2507,01 Aug 25
UAE35,B77W,OMDB,EGNT,GLALTI,2507,01 Aug 25
SXS7RL,B738,EGNT,LTAI,GLALTI,2507,01 Aug 25
SXS9WJ,B738,LTAI,EGNT,GLALTI,2507,01 Aug 25
RYR599V,B38M,LGSA,EGNT,GLALTI,2507,01 Aug 25
RYR653X,B38M,EGNT,LGSA,GLALTI,2507,01 Aug 25
SHT13E,A320,EGNT,EGLL,GLALTI,2507,01 Aug 25
SHT12K,A320,EGLL,EGNT,GLALTI,2507,01 Aug 25
VJT708,GLEX,EGNT,TAPA,GLALTI,2507,01 Aug 25
RYR9CN,B38M,EGNT,EIDW,GLALTI,2507,01 Aug 25
RYR66HH,B38M,EIDW,EGNT,GLALTI,2507,01 Aug 25
TOM524,B788,EGNT,MMUN,GLALTI,2507,01 Aug 25
TOM9189,B788,EGBB,EGNT,GLALTI,2507,01 Aug 25
EZY618C,A319,EGNT,EGAA,GLALTI,2507,01 Aug 25
EZY56YT,A319,EGAA,EGNT,GLALTI,2507,01 Aug 25
TOM59L,B738,LEPA,EGNT,GLALTI,2507,01 Aug 25
TOM8YV,B738,EGNT,LEPA,GLALTI,2507,01 Aug 25
EXS75JC,B738,LGKF,EGNT,GLALTI,2507,01 Aug 25
EXS89MV,B738,EGNT,LGKF,GLALTI,2507,01 Aug 25
EXS1PF,B738,LEMG,EGNT,GLALTI,2507,01 Aug 25
EXS1MF,B738,EGNT,LEMG,GLALTI,2507,01 Aug 25
EXS31F,B738,LPFR,EGNT,GLALTI,2507,01 Aug 25
EXS89WN,B738,EGNT,LPFR,GLALTI,2507,01 Aug 25
TOM46N,B38M,LGRP,EGNT,GLALTI,2507,01 Aug 25
TOM76D,B38M,EGNT,LGRP,GLALTI,2507,01 Aug 25
TOM7CH,B38M,LIRN,EGNT,GLALTI,2507,01 Aug 25
TOM5GY,B38M,EGNT,LIRN,GLALTI,2507,01 Aug 25
TOM32T,B38M,EGNT,LGZA,GLALTI,2507,01 Aug 25
EJU64VN,A319,EGNT,EHAM,GLALTI,2507,01 Aug 25
