Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N650RH,GLF6,LGAV,KENW,Pilatus,2509,20 Sep 25
LKF16,G280,EGLF,KENW,Pilatus,2509,20 Sep 25
QQE203,GLF6,EIKY,KMDW,Pilatus,2509,20 Sep 25
EJM80,GLF5,EICK,KMDW,Pilatus,2509,20 Sep 25
TWY70,GLF4,KGYY,EGKB,Pilatus,2509,20 Sep 25
EDW25G,A320,LPPD,LSZH,Pilatus,2509,20 Sep 25
TUI1GY,B738,LGKO,EDDL,Pilatus,2509,20 Sep 25
TUI9YJ,B738,EDDL,LGKO,Pilatus,2509,20 Sep 25
DLH3C,A321,LSZH,EDDF,Pilatus,2509,20 Sep 25
N41MB,F900,EGPK,UBBB,Pilatus,2509,20 Sep 25
DLH5HR,A321,EDDF,LSZH,Pilatus,2509,20 Sep 25
MSC388,A20N,LYBE,HEGN,Pilatus,2509,20 Sep 25
N81DW,PC12,LGIR,HEGN,Pilatus,2509,20 Sep 25
THY4PX,B738,LTFM,EDDW,Pilatus,2509,20 Sep 25
THY8VP,B38M,HTKJ,LTFM,Pilatus,2509,20 Sep 25
BAW298,B772,KORD,EGLL,Pilatus,2509,20 Sep 25
HYS402,A320,EDDF,LUKK,Pilatus,2509,20 Sep 25
HYS401,A320,LUKK,EDDF,Pilatus,2509,20 Sep 25
PVA1931,GLEX,KSFO,LEIB,Pilatus,2509,20 Sep 25
N902BW,CL60,EINN,KTYS,Pilatus,2509,20 Sep 25
CMB596,B772,EYKA,EETN,Pilatus,2509,20 Sep 25
CMB596,B772,EINN,EYKA,Pilatus,2509,20 Sep 25
N819EX,FA50,LIPZ,EGKB,Pilatus,2509,20 Sep 25
VJA807,GL7T,KHYA,LFPB,Pilatus,2509,20 Sep 25
N805CC,FA7X,EGGW,KDTW,Pilatus,2509,20 Sep 25
N801PR,GLF6,EHRD,KBED,Pilatus,2509,20 Sep 25
N777KQ,GL7T,LFMN,LIMC,Pilatus,2509,20 Sep 25
N771HM,F2TH,ENBR,CYQX,Pilatus,2509,20 Sep 25
N675AZ,F900,EINN,KAZO,Pilatus,2509,20 Sep 25
N6453,GLF6,KHIO,EGGW,Pilatus,2509,20 Sep 25
N639M,F2TH,LIMJ,LEAL,Pilatus,2509,20 Sep 25
N605PA,CL60,LEMD,KBGR,Pilatus,2509,20 Sep 25
N588CH,GL7T,LGAV,LSZH,Pilatus,2509,20 Sep 25
N558BD,CL60,LFOK,CYQX,Pilatus,2509,20 Sep 25
N550J,C550,LFRK,LFSB,Pilatus,2509,20 Sep 25
N550AA,GLF5,EGGW,KBTV,Pilatus,2509,20 Sep 25
CLY107,FA7X,LFML,LGIR,Pilatus,2509,20 Sep 25
N54CM,GALX,BIKF,KTEB,Pilatus,2509,20 Sep 25
N527P,F900,KMMU,EINN,Pilatus,2509,20 Sep 25
LEX8239,GL7T,LEMD,LFSD,Pilatus,2509,20 Sep 25
