Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
DBDTZ,E545,CYHZ,BIRK,Pilatus,2506,21 Jun 25
DTA053,BCS3,CYMX,EIDW,Pilatus,2506,21 Jun 25
ACA889,B789,EGLL,CYOW,Pilatus,2506,21 Jun 25
AUH04,B788,CYOW,OMAA,Pilatus,2506,21 Jun 25
VJT929,GLEX,CYOW,EGSS,Pilatus,2506,21 Jun 25
ANA554,B763,RJCH,RJTT,That747Pilot,2506,21 Jun 25
SYB668,CL35,CYUL,EHRD,Pilatus,2506,21 Jun 25
CFBCR,CL60,EINN,CYUL,Pilatus,2506,21 Jun 25
CGOPB,FA6X,CYUL,EHRD,Pilatus,2506,21 Jun 25
SYB522,GLEX,CYYZ,EGKB,Pilatus,2506,21 Jun 25
N737CM,B737,KPTK,LFMN,Pilatus,2506,21 Jun 25
N92BS,GLF4,KPTK,LFMN,Pilatus,2506,21 Jun 25
N737GG,B738,LSGG,LGAV,Pilatus,2506,21 Jun 25
P4KH5I9,A19N,HLLB,LFPB,Pilatus,2506,21 Jun 25
JAF35H,B38M,LFQQ,GMMN,Pilatus,2506,21 Jun 25
TVQ6016,B38M,LZIB,HEMM,Pilatus,2506,21 Jun 25
GAV410,CRJ9,BIKF,EHBK,Pilatus,2506,21 Jun 25
NOJ91,F900,CYYT,BGGH,Pilatus,2506,21 Jun 25
LXJ468,GLF4,LDPL,CYYT,Pilatus,2506,21 Jun 25
CFEMF,LJ40,CYYT,EGAA,Pilatus,2506,21 Jun 25
TLK822,LJ45,CYYR,BIKF,Pilatus,2506,21 Jun 25
N13VE,SF50,CYYR,BGGH,Pilatus,2506,21 Jun 25
JSG560,C56X,BIKF,CYYR,Pilatus,2506,21 Jun 25
ICE88E,A21N,KSEA,BIKF,Pilatus,2506,21 Jun 25
ICE824,B38M,KBNA,BIKF,Pilatus,2506,21 Jun 25
N142QS,GLEX,LEMD,KAUS,Pilatus,2506,21 Jun 25
LXJ653,GLF6,LIEO,KMCI,Pilatus,2506,21 Jun 25
LXJ650,GLF6,KMRY,LFPB,Pilatus,2506,21 Jun 25
EJM885,GLF5,LDZA,KISP,Pilatus,2506,21 Jun 25
EJM702,GL5T,LFRK,KHYA,Pilatus,2506,21 Jun 25
QAF3,A345,OTHH,KLAS,Pilatus,2506,21 Jun 25
BQB1,GLF5,KVNY,LIPK,Pilatus,2506,21 Jun 25
N661GT,GLF6,LPMA,KSJC,Pilatus,2506,21 Jun 25
N550LK,GLF5,LFRK,KSRQ,Pilatus,2506,21 Jun 25
N708DB,GLF6,KMCO,EGSS,Pilatus,2506,21 Jun 25
GJE121,GLF5,KMCO,EGSS,Pilatus,2506,21 Jun 25
VPCKH,A318,KMIA,LPAZ,Pilatus,2506,21 Jun 25
N888XM,GLF6,KMIA,LFMN,Pilatus,2506,21 Jun 25
N927CA,FA7X,LEPA,KBCT,Pilatus,2506,21 Jun 25
LVKLH,GLF5,KBCT,LIRS,Pilatus,2506,21 Jun 25
