Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
HBVGJ,PC24,LIPZ,LSGG,Pilatus,2506,22 Jun 25
SFS80,PC12,LSGC,LOWG,Pilatus,2506,22 Jun 25
HUE12P,PC12,LSZH,LSZC,Pilatus,2506,22 Jun 25
N953CZ,PC12,LFTZ,EBLG,Pilatus,2506,22 Jun 25
GJE212,GLF5,LIPZ,KDPA,Pilatus,2506,22 Jun 25
N550KJ,GLF5,LPHR,KGYY,Pilatus,2506,22 Jun 25
NJE055N,GLEX,LIPO,KORD,Pilatus,2506,22 Jun 25
ADS237,F900,BIKF,CYVR,Pilatus,2506,22 Jun 25
N652WE,GLF6,EGGW,KBFI,Pilatus,2506,22 Jun 25
N960JB,TBM9,LIRZ,EGTK,Pilatus,2506,22 Jun 25
N20TM,B737,OMDW,ESSA,Pilatus,2506,22 Jun 25
N737ER,B737,LFMN,LFLS,Pilatus,2506,22 Jun 25
RYR2JC,B738,LGMK,LCPH,FOMA,2506,22 Jun 25
RYR39K,B738,LCPH,LGTS,FOMA,2506,22 Jun 25
RYR8VA,B738,LCPH,LGMK,Pilatus,2506,22 Jun 25
ITY9756,A20N,LIPX,EKCH,Pilatus,2506,22 Jun 25
ANE5279,CRJ2,LIPE,LIRN,Pilatus,2506,22 Jun 25
AXY119S,E190,OMDW,LIRI,Pilatus,2506,22 Jun 25
AAL105,B77W,EGLL,KJFK,Pilatus,2506,22 Jun 25
LOT6673,B738,EPWA,LIEO,Pilatus,2506,22 Jun 25
LOT7JV,B738,LIEO,EPWA,Pilatus,2506,22 Jun 25
SEK7493,A320,EDDS,HEGN,Pilatus,2506,22 Jun 25
KAY57,A19N,EGLF,LOWW,Pilatus,2506,22 Jun 25
KAY53,A319,KCLE,LIEO,Pilatus,2506,22 Jun 25
KAY51,A319,LGAV,LIEO,Pilatus,2506,22 Jun 25
EJM216,FA7X,LPBJ,LPPR,Pilatus,2506,22 Jun 25
N973AC,GLF5,LIBD,LMML,Pilatus,2506,22 Jun 25
EJM500,GL5T,LGMK,KBED,Pilatus,2506,22 Jun 25
N950X,FA7X,LFMN,KGTF,Pilatus,2506,22 Jun 25
N940SG,TBM9,LFMV,LFPN,Pilatus,2506,22 Jun 25
N919VE,CL60,LPAZ,KIAD,Pilatus,2506,22 Jun 25
TWY928,CL60,EINN,KBED,Pilatus,2506,22 Jun 25
N8889,FA7X,KHPN,EGLF,Pilatus,2506,22 Jun 25
N888AF,S22T,LFMD,EDRZ,Pilatus,2506,22 Jun 25
TWY188,GL7T,LFKF,EGGW,Pilatus,2506,22 Jun 25
HPJ970,CL60,LGMK,LGTS,Pilatus,2506,22 Jun 25
N810KJ,GL7T,KTEB,LHBP,Pilatus,2506,22 Jun 25
N804MS,B763,LIRA,LOWW,Pilatus,2506,22 Jun 25
N799MJ,C680,CYQX,LFMV,Pilatus,2506,22 Jun 25
EJM6,GLF6,LDPL,LDDU,Pilatus,2506,22 Jun 25
