Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
THY5099,A333,OEJN,LTFM,Pilatus,2504,17 Apr 25
VJT968,GLEX,LIRS,OJAM,Pilatus,2504,17 Apr 25
FDX5279,B77L,OMDB,LFPG,Pilatus,2504,17 Apr 25
PGT1668,A320,EDDK,LTAJ,Pilatus,2504,17 Apr 25
WMT9693,A21N,LEVC,LATI,Pilatus,2504,17 Apr 25
LOT6318,B38M,HEGN,EPKT,Pilatus,2504,17 Apr 25
THY6169,A332,LTFM,OJAI,Pilatus,2504,17 Apr 25
HYS7414,A320,HEGN,LRSB,Pilatus,2504,17 Apr 25
VPCVI,GLF6,TXKF,EDDB,Pilatus,2504,17 Apr 25
N366MT,C208,LGIR,HECP,Pilatus,2504,17 Apr 25
SXS2UB,B738,EDDL,LTCC,Pilatus,2504,17 Apr 25
SXS7TG,B738,LTAI,EDDL,Pilatus,2504,17 Apr 25
SVR3507,A21N,UWGG,HESH,Pilatus,2504,17 Apr 25
SXS8E,B738,EDDL,LTCG,Pilatus,2504,17 Apr 25
DAL8931,B752,KMDW,KATL,Pilatus,2504,17 Apr 25
B8256,GLF5,BGSF,BIKF,Pilatus,2504,17 Apr 25
N864AM,H25B,EGPD,BIKF,Pilatus,2504,17 Apr 25
DCQAC,LJ45,CYYT,BIKF,Pilatus,2504,17 Apr 25
EDC875,E550,CYYT,EGGW,Pilatus,2504,17 Apr 25
N864AM,H25B,BIKF,CYYR,Pilatus,2504,17 Apr 25
SUBGM,GLF4,CYYR,LFPB,Pilatus,2504,17 Apr 25
CGSFY,GLEX,CYYZ,EGSS,Pilatus,2504,17 Apr 25
EIN9CX,A332,KDEN,EIDW,Pilatus,2504,17 Apr 25
N438N,GA6C,KVNY,LFPB,Pilatus,2504,17 Apr 25
IFA6201,GLEX,LHBP,KTPA,Pilatus,2503,17 Apr 25
N750KD,GL7T,LEMG,KMIA,Pilatus,2503,17 Apr 25
VJT762,GL7T,KMIA,LFPB,Pilatus,2504,17 Apr 25
QQE282,GLF6,KMIA,LCPH,Pilatus,2504,17 Apr 25
PGT27BP,A320,LTFJ,EDDK,Sinkrate,2504,17 Apr 25
GCK18,GLEX,LEMG,KORL,Pilatus,2504,17 Apr 25
SYB183,G280,BIKF,CYYZ,Pilatus,2504,17 Apr 25
MSFPL,GLEX,LIML,KAPA,Pilatus,2504,17 Apr 25
N795SP,GLF5,EGSS,KMKC,Pilatus,2504,17 Apr 25
N462MK,GLF5,EIDW,KTTN,Pilatus,2504,17 Apr 25
THY6PZ,A21N,HECA,LTFM,Pilatus,2504,17 Apr 25
MEA305,A320,HECA,OLBA,Pilatus,2504,17 Apr 25
SVR1802,A21N,HEGN,UUDD,Pilatus,2504,17 Apr 25
SXS5E,B738,LTCG,EDDL,Pilatus,2504,17 Apr 25
TRA6424,B738,LPPD,EHAM,Pilatus,2504,17 Apr 25
TWY613,GLF5,KTEB,LLBG,Pilatus,2504,17 Apr 25
