Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N60SN,FA8X,EGGW,KTEB,Pilatus,2506,20 Jun 25
N60QJ,GA6C,LFMN,KTTN,Pilatus,2506,20 Jun 25
N550KJ,GLF5,EGKB,LPHR,Pilatus,2506,20 Jun 25
N518KA,GLF6,LTFE,LDDU,Pilatus,2506,20 Jun 25
N505D,GLF5,LTBA,LTAU,Pilatus,2506,20 Jun 25
VJA500,GL5T,EGGW,KPTK,Pilatus,2506,20 Jun 25
CLY440,GL7T,LFPB,KTEB,Pilatus,2506,20 Jun 25
TWY60,GL7T,EGWU,LFMN,Pilatus,2506,20 Jun 25
N45GX,GLEX,LGAV,LOWW,Pilatus,2506,20 Jun 25
N421AL,GLEX,LGAV,KTEB,Pilatus,2506,20 Jun 25
N378TP,GL7T,LIRI,LIMJ,Pilatus,2510,20 Jun 25
N373GG,GL5T,EGSS,LIBD,Pilatus,2506,20 Jun 25
N344RS,GLF5,LFPB,KIAD,Pilatus,2506,20 Jun 25
N329CH,PC24,BIKF,CYFB,Pilatus,2506,20 Jun 25
N313BK,GLEX,LGAV,LFTH,Pilatus,2506,20 Jun 25
N270LE,GLF6,EHAM,KBED,Pilatus,2506,20 Jun 25
N2425J,GLF6,EIDW,OMDW,Pilatus,2506,20 Jun 25
N225CR,BT36,LYBE,LTFD,Pilatus,2506,20 Jun 25
EJM222,GLF5,EGLF,KLEX,Pilatus,2506,20 Jun 25
N215BB,GLF5,EGGW,KPIT,Pilatus,2506,20 Jun 25
OAE522,B762,EINN,KBWI,Pilatus,2506,20 Jun 25
N2PG,GLF6,LFMN,KLUK,Pilatus,2506,20 Jun 25
N173NY,GLF5,LOWS,EGSS,Pilatus,2506,20 Jun 25
N157PH,CL35,LSGG,CYQX,Pilatus,2506,20 Jun 25
N156PH,CL35,LSGG,CYQX,Pilatus,2506,20 Jun 25
N15GT,CL30,LIEO,LIRA,Pilatus,2506,20 Jun 25
EJM11,GA7C,LDPL,LDDU,Pilatus,2506,20 Jun 25
ICE1331,B752,LPPT,LPBJ,Pilatus,2506,20 Jun 25
BLK67,E135,KLAS,KVNY,aca777,2506,20 Jun 25
JBU791,A320,KBOS,KTPA,aca777,2506,20 Jun 25
BAW2067,B772,EGKK,DGAA,sam,2506,20 Jun 25
AAL9721,A21N,KIAD,KBUR,[FORMER USER],2506,20 Jun 25
AMQ547,A320,HESH,EPKT,jtwright93,2506,19 Jun 25
AMQ546,A320,EPKT,HESH,jtwright93,2506,19 Jun 25
BRO075P,B737,LOWG,EGSS,jtwright93,2506,19 Jun 25
BRO075A,B737,EGKB,LOWG,jtwright93,2506,19 Jun 25
BRO075P,B737,EGSS,EGKB,jtwright93,2506,19 Jun 25
THY646,B38M,LTFM,HCMM,jtwright93,2506,19 Jun 25
WMT1848,A321,LROP,EDDP,jtwright93,2506,19 Jun 25
DLH423,B744,KBOS,EDDF,jtwright93,2506,19 Jun 25
