Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
TAP1310,E195,LPPT,EGCC,Pilatus,2507,18 Jul 25
QTR97Q,A359,OTHH,LFMN,Pilatus,2507,18 Jul 25
DAH3031,B38M,LTAI,DAAG,Pilatus,2507,18 Jul 25
QTR50K,B77W,OTHH,OPIS,sam,2507,18 Jul 25
TAP011,A21N,LPPT,SBRF,GLALTI,2507,17 Jul 25
TAP007,A21N,LPPT,SBSG,GLALTI,2507,17 Jul 25
WJA59,B38M,EIDW,CYYT,GLALTI,2507,17 Jul 25
WJA58,B38M,CYYT,EIDW,GLALTI,2507,17 Jul 25
WJA71,B38M,EHAM,CYHZ,GLALTI,2507,17 Jul 25
WJA70,B38M,CYHZ,EHAM,GLALTI,2507,17 Jul 25
WJA61,B789,EGPH,CYYC,GLALTI,2507,17 Jul 25
WJA60,B789,CYYC,EGPH,GLALTI,2507,17 Jul 25
WJA25,B38M,EGKK,CYHZ,GLALTI,2507,17 Jul 25
WJA24,B38M,CYHZ,EGKK,GLALTI,2507,17 Jul 25
WJA67,B38M,LEBL,CYHZ,GLALTI,2507,17 Jul 25
WJA66,B38M,CYHZ,LEBL,GLALTI,2507,17 Jul 25
WZZ69YK,A21N,LGTS,UGKO,GLALTI,2507,17 Jul 25
WZZ4262,A21N,UGKO,LGTS,GLALTI,2507,17 Jul 25
AYN7994,A20N,UGKO,UATG,GLALTI,2507,17 Jul 25
AYN7993,A20N,UATG,UGKO,GLALTI,2507,17 Jul 25
WZZ129,A21N,EDJA,UGKO,GLALTI,2507,17 Jul 25
WZZ4751,A21N,UGKO,EDJA,GLALTI,2507,17 Jul 25
WZZ323,A21N,EBCI,UGKO,GLALTI,2507,17 Jul 25
WZZ21EQ,A21N,UGKO,EBCI,GLALTI,2507,17 Jul 25
WZZ4994,A21N,LFOB,UGKO,GLALTI,2507,17 Jul 25
WZZ36E,A21N,UGKO,LFOB,GLALTI,2507,17 Jul 25
WZZ1FC,A21N,LCLK,UGKO,GLALTI,2507,17 Jul 25
WZZ11TZ,A21N,UGKO,LCLK,GLALTI,2507,17 Jul 25
AYN7408,A320,UGKO,UAII,GLALTI,2507,17 Jul 25
AYN7407,A320,UAII,UGKO,GLALTI,2507,17 Jul 25
WZZ278,A21N,UGKO,EPWR,GLALTI,2507,17 Jul 25
WZZ23PJ,A21N,EPWR,UGKO,GLALTI,2507,17 Jul 25
WAZ11YG,A321,UGKO,OMAA,GLALTI,2507,17 Jul 25
WAZ38TH,A321,OMAA,UGKO,GLALTI,2507,17 Jul 25
WZZ68NP,A21N,EPWA,UGKO,GLALTI,2507,17 Jul 25
WZZ10WS,A21N,UGKO,EPWA,GLALTI,2507,17 Jul 25
WZZ17YU,A21N,LKPR,UGKO,GLALTI,2507,17 Jul 25
WZZ8KJ,A21N,UGKO,LKPR,GLALTI,2507,17 Jul 25
WZZ192A,A21N,LGAV,UGKO,GLALTI,2507,17 Jul 25
WZZ44NY,A21N,UGKO,LGAV,GLALTI,2507,17 Jul 25
