Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
TVF7528,A20N,LFPO,LUKK,hugoflying,2507,21 Jul 25
CAI8042,B38M,UWWW,LTAI,hugoflying,2507,21 Jul 25
UAE67V,A388,OMDB,LOWW,hugoflying,2507,21 Jul 25
ABY730,A320,OMSJ,EPKK,hugoflying,2507,21 Jul 25
LMU722,A321,USSS,HESH,hugoflying,2507,21 Jul 25
UAE54J,A388,LOWW,OMDB,hugoflying,2507,21 Jul 25
MSC2917,A20N,EDDK,HEMA,hugoflying,2507,21 Jul 25
DLH9853,A319,EDDP,LOWS,hugoflying,2507,21 Jul 25
BEL4XD,A320,GMTA,EBBR,hugoflying,2507,21 Jul 25
AUA9171,A320,LOWW,LGRP,hugoflying,2507,21 Jul 25
AUA9172,A320,LGRP,LOWW,hugoflying,2507,21 Jul 25
CFG6UY,A321,EDDH,EDDF,hugoflying,2507,21 Jul 25
AEA1173,B38M,LEMD,EBBR,hugoflying,2507,21 Jul 25
BEL5GW,A320,EBBR,GMTA,hugoflying,2507,21 Jul 25
LVKDI,F900,LIEO,GVAC,hugoflying,2507,21 Jul 25
CND142,A359,LTAI,EHAM,hugoflying,2507,21 Jul 25
CND141,A359,EHAM,LTAI,hugoflying,2507,21 Jul 25
EZS23HA,A320,LIBR,LFSB,hugoflying,2507,21 Jul 25
EZS82QX,A320,LSGG,LPPR,hugoflying,2507,21 Jul 25
EZS57HR,A320,LFSB,LIBR,hugoflying,2507,21 Jul 25
VLG2LB,A320,LEPA,LEST,hugoflying,2507,21 Jul 25
TVS3269,B738,HEMM,LKTB,hugoflying,2507,21 Jul 25
ANE2305,CRJX,LEVX,LEXJ,hugoflying,2507,21 Jul 25
TFL83V,B38M,GCLP,EHGG,hugoflying,2507,21 Jul 25
PSMTR,GLF6,LEMD,LGKR,hugoflying,2507,21 Jul 25
PSMBN,GLF6,LPFR,OERK,hugoflying,2507,21 Jul 25
EIN4TH,A320,LIRF,EIDW,hugoflying,2507,21 Jul 25
AIB520E,A21N,EDHI,EDHI,hugoflying,2507,21 Jul 25
AIB695B,A21N,EDHI,EDHI,hugoflying,2507,21 Jul 25
EWG6HW,A320,LEPA,EDDH,hugoflying,2510,21 Jul 25
EWG17CT,A320,EDDH,LEPA,hugoflying,2507,21 Jul 25
RYR2003,B738,LFBH,LFML,hugoflying,2507,21 Jul 25
RYR99VF,B738,LFML,LFBH,hugoflying,2507,21 Jul 25
RYR5YK,B38M,ESSA,LEMG,hugoflying,2507,21 Jul 25
RYR22UZ,B738,ESSA,GMMX,hugoflying,2507,21 Jul 25
AFR84GU,A320,LGSR,LFPG,hugoflying,2507,21 Jul 25
CCA841,A359,ZBAA,LOWW,Rudi_Z,2507,21 Jul 25
VIR73Q,A35K,EGCC,KMCO,sam,2507,21 Jul 25
VIR852P,A35K,EGLL,LMML,sam,2507,21 Jul 25
VIR75L,A35K,KTPA,KMCO,sam,2507,21 Jul 25
