Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
LVA319,GLF5,KSJC,EDNY,Pilatus,2505,19 May 25
N887WT,GLF6,KMOT,EGPH,Pilatus,2505,19 May 25
GTI7481,B748,KBHM,EBLG,Pilatus,2505,19 May 25
GTI7481,B748,EDDS,KBHM,Pilatus,2505,19 May 25
N700HM,GL5T,EGLF,KBHM,Pilatus,2505,19 May 25
LXJ656,GLF6,EGGW,KEGE,Pilatus,2505,19 May 25
MMD5265,FA8X,LIRA,KDEN,Pilatus,2505,19 May 25
N290DL,GLF6,KLAS,EGLF,Pilatus,2505,19 May 25
LXJ668,GLF6,LEBL,KTPA,Pilatus,2505,19 May 25
N179C,FA8X,LSGG,KMCO,Pilatus,2505,19 May 25
JEF99,FA7X,KOPF,EFHK,Pilatus,2505,19 May 25
N590E,GLEX,KOPF,LFMN,Pilatus,2505,19 May 25
N162QS,GLEX,LFPB,KFLL,Pilatus,2505,19 May 25
N909AD,GLF5,KHPN,LFMN,Pilatus,2505,19 May 25
N69AF,G280,KHPN,EHAM,Pilatus,2505,19 May 25
TWY54,GLF5,LFPB,KHPN,Pilatus,2505,19 May 25
N540LF,GLF6,LFPB,KHPN,Pilatus,2505,19 May 25
BBB22,E550,EGWU,KHPN,Pilatus,2505,19 May 25
N280BC,GLF4,KHPN,LPPT,Pilatus,2505,19 May 25
N620JH,GLF5,KHPN,EHRD,Pilatus,2505,19 May 25
N2AC,GLEX,KHPN,LEIB,Pilatus,2505,19 May 25
N3788X,GLF6,KHPN,LFPO,Pilatus,2505,19 May 25
MARDI,GLF6,KHPN,OTBD,Pilatus,2505,19 May 25
THY83Q,A321,ESSA,LTFM,Pilatus,2505,19 May 25
EJU5364,A320,HEMA,EDDB,Pilatus,2505,19 May 25
ELY860,B738,EDDF,LLBG,Pilatus,2505,19 May 25
THY7FQ,A321,LTFM,ESSA,Pilatus,2505,19 May 25
CRL924,A339,LFPO,TFFF,Pilatus,2505,19 May 25
NOZ109B,B738,EDDB,ENGM,Pilatus,2505,19 May 25
NOZ8GB,B738,ENGM,EDDB,Pilatus,2505,19 May 25
N199LA,GLEX,EGGW,KTEB,Pilatus,2505,19 May 25
N518AH,GLF5,KTEB,EIDW,Pilatus,2505,19 May 25
N27LX,GLF5,LFMN,KTEB,Pilatus,2505,19 May 25
TWY212,GLF5,KTEB,EGGW,Pilatus,2505,19 May 25
N317LL,GLF6,LFPB,KTEB,Pilatus,2505,19 May 25
N889LV,GLF6,KTEB,LFMN,Pilatus,2505,19 May 25
N650XY,GLF6,OOMS,KBGR,Pilatus,2505,19 May 25
N499WR,GL5T,LFPB,KTTN,Pilatus,2505,19 May 25
N811MK,GLF6,LSZH,KTTN,Pilatus,2505,19 May 25
LXJ92,GLEX,EINN,KBWI,Pilatus,2505,19 May 25
